# κ κ_c ℽ g ΔE
5.413072191660189998e-03 4.385273888648039822e-06 6.433611828445691926e-03 3.732233399991985445e-03 1.022937644588330475e+00
7.512563295525224831e-03 5.914684165215962759e-05 1.052038322563914746e-03 5.496820838004715451e-03 8.390706605740432256e-01
3.539003209895561202e-03 5.782407089815902126e-05 2.683788728249488376e-03 6.215600681672239433e-03 1.071985793155116440e+00
2.220762365897170892e-03 7.965937934876219165e-05 9.752984087058909693e-03 4.150917373951725116e-03 1.388477081646507516e+00
6.527508419162205387e-03 3.663300236561193787e-05 5.060306747681258578e-03 5.627708326024805606e-03 9.321306758076036703e-01
8.128530733668789046e-03 8.021349550180938235e-05 9.602456663891636643e-03 9.305412673915299318e-03 1.223622716107946262e+00
3.000268187871452390e-04 8.354193782998290763e-05 5.409530482668965627e-03 6.389859463060446228e-03 1.187814879727248307e+00
4.030431958368140173e-03 4.941476387327473817e-05 3.982694853223714068e-03 2.308813843177116073e-03 9.256741003606793194e-01
5.811671172214854381e-03 9.570137571561593780e-05 2.353365651221775781e-03 6.179648466302051051e-03 8.475165916929633392e-01
4.427836952156684325e-03 5.456917041583409200e-05 8.319562177191649338e-03 3.831589676458255992e-03 1.263731075138567084e+00
1.525251723754086431e-03 9.867179395983778005e-05 1.939313790318364860e-04 5.209950684966428713e-03 1.373729006728866331e+00
5.963533759739089377e-03 1.300071699744010607e-05 9.094754171412767693e-03 7.926256129293689917e-03 9.167449350766485594e-01
1.796541471765158429e-03 3.513498477322351041e-05 4.755481984274218324e-03 8.767737152974489469e-04 1.321826894640644401e+00
9.779123587760795572e-03 5.747697769269940652e-05 6.215787285398107452e-03 8.185186720100811122e-03 7.768042450871142091e-01
2.807538367371323947e-03 2.935645387811441365e-06 2.742893659750889057e-03 1.624063284347001049e-03 7.338315734056083395e-01
2.453173255723922405e-03 1.683401943894719511e-05 5.591699696309061079e-03 4.126428705379331895e-03 1.397080907150573204e+00
5.847216270348729863e-04 6.493826933518946675e-05 9.512195566358154150e-03 1.281179164639228919e-04 9.853455411607437986e-01
8.624555964068653796e-03 5.083187746823724577e-05 3.168981746763466136e-03 7.635063818046032916e-03 9.451377604541776334e-01
4.504097769589500075e-03 8.215857508641408581e-05 2.079782063844552980e-03 9.608437861514926293e-03 1.249071266893178933e+00
1.503256773220249887e-03 9.236172504599873617e-05 2.531880430158638551e-03 9.106301476973289663e-03 1.313047224941394697e+00
2.944110952210652991e-03 2.716402044112074986e-05 1.405580702184422719e-04 4.144082479680248100e-03 7.579227658173179893e-01
9.883174338646102258e-03 1.693618370279391139e-05 5.443918663559855348e-03 6.351435904619706294e-03 5.261213856507419573e-01
5.906959882278722124e-03 1.082976843913474306e-05 1.368715017502589388e-03 3.750454848180070303e-03 1.396000882283761069e+00
9.581952214991803357e-03 8.344492450701075105e-05 3.842080927414708936e-04 9.031146775075802463e-03 1.442696652884772002e+00
3.984398836882086306e-03 2.184853924597914983e-05 6.389130658732281639e-04 4.017678942537968034e-03 1.491631112609304921e+00
2.854093142118139994e-03 7.195453865901449701e-05 3.716143015453679012e-03 6.349380395039527086e-03 9.174482136685063738e-01
9.958479131554648367e-03 1.592045562721405491e-05 9.984300146253797040e-03 4.628740610069946929e-03 8.922961657021694082e-01
9.799985351496932895e-03 6.563366534394124922e-06 6.645838966744331555e-03 6.886235731264674781e-04 1.256609638313983979e+00
7.388642762706883714e-03 7.872366832280838864e-05 6.603252036093692698e-03 1.444336431022176775e-03 7.360157886082658862e-01
6.312276861635504610e-03 6.924321490717434954e-06 3.428858545924584524e-03 6.062792374482394754e-03 9.513668244671192875e-01
5.867313433692703147e-03 4.707508523959231367e-05 2.187340736309011015e-03 1.850678091650803615e-03 5.027818607790074390e-01
9.323560631259717943e-03 8.102100272332816392e-05 3.742334727461188882e-03 7.941476117044673697e-03 1.450772120168103196e+00
3.539384188854480251e-03 2.218336042304655227e-05 5.231580932068811453e-03 9.827184539372495978e-04 1.403799983620279246e+00
9.500504963879477863e-03 9.420771630901319073e-05 4.098829206779557900e-03 3.027656860078745734e-03 6.654333387892935603e-01
1.129368693760545708e-03 3.390323711121322246e-05 6.132585521855383852e-03 7.472242542218954231e-03 1.421524418937487155e+00
1.705708025426456087e-03 6.413781419025698922e-05 6.245753599401059758e-03 3.632339930923070021e-03 1.167500506778377467e+00
7.553670313972169620e-03 9.056053163639388442e-05 9.672881828004681673e-03 5.847016550145605306e-03 7.989985279506024440e-01
1.916971039496017520e-03 4.181020887491722460e-06 9.254843279379539045e-03 6.016322620620131838e-03 5.062631529591683499e-01
7.082309750463426819e-03 8.947939831431172468e-05 2.526764868634521870e-03 7.160590219359070502e-03 1.179133921300617782e+00
4.583668750574153121e-03 8.452418989483022652e-05 6.686711604548705931e-03 1.364026206791076404e-03 7.798860540753576043e-01
4.115596085364366628e-03 3.822108452974413788e-05 5.539990559966475811e-03 3.605510229253313954e-03 6.010117866985627000e-01
5.493803013486223651e-03 4.246195356217937118e-05 3.825503928724647055e-04 8.267672653671986546e-03 7.871578974472612789e-01
7.240665402177802641e-03 1.942539871481864947e-05 6.713581443951771761e-03 3.078116906775359759e-03 5.801076554582662581e-01
9.104567375726719744e-03 3.589033937250410506e-06 9.768067633854278162e-03 6.259563614821752643e-03 5.952677903407729287e-01
9.486930624362906184e-03 1.241187840275402271e-05 2.948368954477035425e-03 9.314650974796294738e-03 8.680709874907271972e-01
1.536798178295673391e-03 4.817897110406419244e-05 9.210040790470988212e-03 9.428772071269509586e-03 1.220202313108728287e+00
6.087662425544034667e-03 3.827553947577955478e-05 1.524035714562608709e-03 6.498308493590416318e-03 1.359423201445549179e+00
5.234573153791694834e-03 3.817160383671909507e-05 5.534285595693345244e-03 7.173050530452619589e-03 8.796146228667202083e-01
3.050585003597609812e-03 7.467183333002960560e-05 4.570581338934996273e-04 1.581365238345749328e-03 5.688683618622436544e-01
6.038359582984798545e-03 1.410515505966096585e-05 8.091711709269281891e-03 9.095372614087212509e-03 8.599609803323196022e-01
8.736405128888168406e-03 1.060948038492386626e-05 2.778142468266036995e-03 8.837106896182850974e-03 1.142427853939500526e+00
4.676341746729957907e-03 5.907324445577937839e-05 7.123051405856539384e-03 6.113918410646690567e-03 6.244727359542934231e-01
5.154973996664226387e-04 1.614938784415426447e-05 6.456865074957581158e-04 6.423471625837298693e-03 8.255077039923662818e-01
2.959824323775679666e-03 1.477045417201218252e-05 1.442716563289556412e-03 2.697430663294808628e-03 9.099881022585187829e-01
1.809906808572690155e-03 7.853065478970140461e-05 9.528296325541340747e-03 1.382662106973294803e-03 1.387246975417129935e+00
4.478077546722861874e-03 6.952086224019605662e-05 4.189870735565475769e-03 6.314302681886961761e-03 1.198442876942734880e+00
9.642807018741426581e-03 7.964284179012216355e-06 6.907979610103890007e-03 3.483036386643435268e-03 9.334120663624912995e-01
6.426911149369015849e-03 5.035133446518255272e-05 5.090589953012592851e-03 8.007485418946864997e-03 1.485870702393505383e+00
7.174458829522641860e-04 6.257475420786882091e-05 1.138443727002959619e-03 6.018985734677792477e-04 1.394007940932763923e+00
4.254517038248804492e-03 9.057412628357635980e-05 9.348191532887403093e-03 6.696087693170697797e-03 1.188164247211804581e+00
8.693927517419352755e-03 8.145858415333994914e-05 9.572661294385635330e-03 8.002837686666985917e-03 7.703185693989005323e-01
8.069955105850866450e-03 9.048746357963042869e-05 5.385360786353654561e-03 1.628456255388069764e-03 6.477427068763176310e-01
9.544533363269153484e-03 1.440516703012471353e-05 2.250119745367079008e-04 8.483438633891502920e-03 6.463065845455052694e-01
8.333052265786311877e-03 7.868221081958295840e-05 7.021015102721849498e-03 5.459434682554280445e-03 1.278154901197056326e+00
8.236536343951940745e-03 9.329637577800942670e-05 4.165249556806264498e-03 9.834885881639915395e-03 5.377570249756015164e-01
1.671499811662933814e-03 4.166910138685241528e-05 2.812821402451577343e-03 6.230584002296983732e-03 7.197280262632890224e-01
8.364364956654699035e-03 8.780471825610104079e-05 2.170900486403247454e-03 3.991342501698914337e-03 1.482495252895789761e+00
3.428700575767425728e-03 6.383207959766706169e-05 3.988063616923749957e-03 8.105073227361517599e-03 1.278615587792142350e+00
4.402511452135861314e-03 9.217960605821163178e-05 7.957943365322342130e-03 6.793667304883308465e-03 9.879754481221919571e-01
9.417387693450940053e-03 1.103676882310980599e-05 2.476292421194525167e-03 3.593613592507470880e-03 1.366114775380561142e+00
7.964329464479813145e-03 9.132083252322069041e-05 6.137206478754454568e-03 7.880804469845266794e-03 1.249952866848951682e+00
8.439649945307327664e-03 7.427944717500660303e-05 2.277316875108676862e-04 8.546254169073012191e-03 7.796411542870708145e-01
6.239275906946725909e-03 2.865151366277130803e-05 7.818870790281345906e-03 5.957363338948797223e-03 1.103990037886066755e+00
1.043489832219150022e-03 1.123762436443201863e-05 6.875241847061047858e-03 1.091310213230178372e-03 9.330291345442526252e-01
8.595874610211521813e-03 1.674045027607930653e-05 8.538599041398206926e-03 2.329845425046999860e-03 6.231802611292774907e-01
2.822762673983256285e-03 7.361728027458699648e-05 3.588195668042851692e-03 6.950463997159452706e-03 1.409165725173485928e+00
7.700811836514136720e-03 2.538061204582081146e-05 5.327431370910432236e-03 5.574889100627477244e-03 9.197475415402815990e-01
2.107777385354991863e-04 4.141902677800441952e-05 5.897509642194582883e-04 8.978025424539147481e-04 1.498563483646698113e+00
7.929638911560349043e-03 1.813016228054910694e-05 6.723474190174880301e-03 3.028334050449371824e-03 9.943580764343942224e-01
9.758424603089153188e-03 1.443420802491972458e-05 9.676148946033601150e-03 9.101027029122882306e-03 1.415433569035400740e+00
4.607165657565816231e-04 1.797973937865948916e-05 1.510366360914307520e-03 3.199823761015945650e-03 1.008998002310203201e+00
9.605285396147194340e-04 7.214388773749082131e-05 9.533190179659395413e-03 3.137566153323588687e-03 7.055940311672438403e-01
5.138658489329470981e-03 1.522171330568192820e-05 2.824935599260115261e-03 6.998334845046944898e-03 1.223504268784586735e+00
8.969352646316320005e-04 9.772595240328071540e-05 4.756314669402904836e-03 5.542019872079682365e-03 9.538465490875343011e-01
3.571967281161361231e-03 6.734564798866638652e-06 9.707041184366644801e-03 6.825036216566645296e-03 1.255792243917586593e+00
2.788885196044383046e-03 6.331795990725245691e-05 4.974641572291049751e-03 8.502670175403120130e-04 1.382123466433079262e+00
6.075951002634288195e-03 9.322627514382562908e-05 7.683744864500799236e-03 4.034782557417526845e-03 1.463919555093195379e+00
2.924593251380729671e-03 4.963514809244520956e-05 7.491271186002737385e-03 7.712535269495545201e-03 1.089330677918762147e+00
9.198154189082779000e-03 7.663310182991451907e-05 3.939245661666425716e-04 6.073166965848682784e-03 1.009527279155526980e+00
1.440546895402868618e-03 2.418614643319617766e-05 9.025881263124948400e-03 7.602755521032666768e-03 1.418202992162133746e+00
8.826620577574397679e-04 9.433937872170690094e-05 4.822085087830212764e-04 6.456141271099149516e-03 5.361091150518560999e-01
1.030329608583125701e-03 7.870217362863319243e-05 8.406014991499191624e-03 5.983814895445773580e-03 5.258826583598470439e-01
2.292030663168664537e-03 9.851347326352327043e-05 1.013819690746670804e-03 9.897457654938232249e-03 8.177115645301716862e-01
7.948361401975840776e-03 2.318040440737667091e-05 8.975018242607803176e-03 1.038712147145019922e-03 1.368842228440835473e+00
7.166275256888956016e-03 9.297047158240551699e-05 9.336333555437279982e-03 1.771161625776234263e-03 1.136465407734541522e+00
2.095311958750605257e-03 6.107179687791325048e-05 3.195421094973032415e-03 5.453099845190070155e-03 5.791804902120120113e-01
6.461257190124486231e-03 7.431820240769307980e-05 3.415960583879605258e-03 6.112812047134544985e-03 6.667049468616016439e-01
2.253095357080530932e-04 1.052520460187266216e-05 3.474147564946531309e-03 3.798724230459511134e-03 9.685908966843581602e-01
7.597500310565281911e-03 8.978923041458143433e-05 5.220316030977077693e-03 6.321425529561267541e-03 1.307803108881968157e+00
4.535633703913129026e-03 6.186441653361288834e-05 1.954133954382053680e-04 6.207904961329267042e-04 1.421139359062984386e+00
2.734262172153009620e-03 8.840258885758290534e-05 7.575898721337344204e-03 6.045664959922410729e-03 1.382288255448256287e+00
9.656284464138764970e-03 2.342333208799681366e-05 7.418563162387603778e-03 3.416761668588436281e-03 1.455837807124265915e+00
5.383194151249696795e-03 7.402991792933722847e-05 8.192217075206065235e-04 8.455586568761762258e-04 9.205140553558718297e-01
2.897023541243067164e-03 9.427195994514293972e-05 2.819371812371510109e-03 3.694978216929189693e-03 8.369271206082629089e-01
3.285239566480098201e-03 1.900697724631775353e-05 9.249592714014230610e-03 6.175334864918374973e-03 1.084332895203354852e+00
2.405337089451055951e-03 2.316707825340423829e-05 9.108865264715330229e-03 3.423664929164528178e-03 1.432471727685208585e+00
8.191227927247770463e-03 3.739943053928676352e-05 6.663851774588155051e-03 4.852716895922606043e-03 6.160893368249050761e-01
1.328183228874388333e-03 4.668411464069233396e-05 7.641581110202146608e-03 3.986726139937064005e-03 7.444329759080303699e-01
6.178552433353995399e-03 3.230011982237020532e-05 2.161451387220596730e-03 3.761223044403193966e-03 1.047918360884728894e+00
