# κ κ_c ℽ g ΔE
6.253637888860413266e-04 1.218306046746106220e-05 6.722684774966061413e-03 1.017494069047864165e-02 1.991917773624555243e+00
5.232914040418368273e-04 9.467206754902361633e-05 7.972502595673114367e-03 1.398573653743008863e-02 1.947070906900041809e+00
8.478621130292551258e-04 6.305441075125025620e-05 7.649681609440885099e-03 1.280118509629261242e-02 2.228843682902494017e+00
5.612095013884957307e-04 5.505629425291491073e-05 7.787397514014214595e-03 1.205307885218807711e-02 2.302552652527291688e+00
9.322954681126772872e-04 2.280938719792587364e-05 6.386456321805352755e-03 1.019491043336908341e-02 2.304342752770547786e+00
9.090877644719706904e-04 5.925875277809090067e-05 5.910149198395274993e-03 1.408620644936560765e-02 2.008468443367232847e+00
2.330647179157288758e-04 9.501661837916732965e-05 6.267122103073207925e-03 1.429071747300347806e-02 1.929260302800662963e+00
2.417197326214886428e-04 7.319481751093681197e-05 7.091698784587325242e-03 1.234835862227916595e-02 2.209525359261174771e+00
4.426287646554428914e-04 7.173906305518982531e-05 6.438618195987913517e-03 1.193998041199904186e-02 1.877505216196034832e+00
1.397393070528287992e-04 4.828368479360661120e-05 5.146443789017132557e-03 1.058910984926284514e-02 2.077465358869869494e+00
8.184638883465835367e-04 3.509397799559883671e-05 6.201215469646049853e-03 1.046382361368269204e-02 2.043939634620192791e+00
2.017176993366495913e-04 2.880214184154817047e-05 7.893295083198302239e-03 1.470308196825007019e-02 2.061594882317769883e+00
8.718303753351751371e-04 7.467654505858018074e-05 7.544186074164920333e-03 1.007105893147016741e-02 2.013766997993139185e+00
3.332575932809216210e-04 3.889882383289111953e-05 7.197557362805966086e-03 1.440655141415767351e-02 2.372062755548971502e+00
5.135050313236417434e-04 2.429732262212919156e-05 6.465683850425888411e-03 1.219993763095543818e-02 1.845726515033317749e+00
3.318151448132811653e-04 2.275159656826147169e-05 5.208051358812977594e-03 1.157547858205652466e-02 2.095939339610445984e+00
8.379069963685164711e-04 8.984989882040205823e-05 7.529116447560584707e-03 1.251218463192346926e-02 2.105538234824017252e+00
7.980875514327490225e-04 3.786279442765676695e-05 5.655587487612760179e-03 1.337902956612906612e-02 1.879227260121374865e+00
2.189054562429321388e-04 4.939105480911008583e-05 7.228332396936537965e-03 1.003470816639829080e-02 2.207746958575811824e+00
6.407110742401109921e-04 8.205753421263309105e-05 7.740079742758139252e-03 1.248680991785110390e-02 1.848448351049963190e+00
4.877999281254942346e-04 7.339874204758138534e-05 6.122295992605158478e-03 1.108596861684195065e-02 2.253425785728004449e+00
1.967129200175745307e-04 1.596518103471918483e-05 6.257006285462041878e-03 1.051313132616724273e-02 2.276524939791309432e+00
9.529173294317282725e-04 4.285857345676957368e-05 7.061230182910981437e-03 1.467420492099230991e-02 1.953214220207467156e+00
4.209230394457557658e-04 3.104535289453525421e-05 7.590187343319319130e-03 1.172758925187837933e-02 1.865744492900137885e+00
9.828214575636968261e-04 5.066433778670220223e-05 5.376386695526947160e-03 1.166253980238764719e-02 2.204332391162639571e+00
4.981958026712066242e-04 2.026713558563231869e-05 6.668121565063752677e-03 1.385370396282313912e-02 1.808035511469698875e+00
2.842471075262967902e-04 2.261160816566589276e-05 6.149869222547901630e-03 1.344940040100415721e-02 2.184196936825884894e+00
6.687104156277771895e-04 6.652047952039639252e-05 5.261321698776338235e-03 1.311868995295374651e-02 1.848561005743044383e+00
1.929558930160556597e-04 1.312978563181585803e-05 5.549943434568173871e-03 1.220199274430904327e-02 1.870950363692770235e+00
5.650207550353637202e-04 1.902247577263297605e-05 7.859390222105286372e-03 1.390401556351629486e-02 2.245455963812496680e+00
4.331703955407828271e-04 7.405575539692011366e-05 6.863777156195884077e-03 1.339509968449163063e-02 1.958902443853831388e+00
6.879991536598997022e-04 5.738530177058054322e-05 7.014400367035450272e-03 1.329795538113224054e-02 1.961853996310011894e+00
5.420703648437969575e-04 6.903831792046549200e-05 7.963778510632875743e-03 1.026273872426184709e-02 2.222094821506499951e+00
9.701947781288252238e-04 1.359718749219703253e-05 7.376212670947075722e-03 1.497832838384937845e-02 1.819811023781404469e+00
8.886773774301418710e-04 1.931295890816696545e-05 6.387942907920553595e-03 1.070788721353371081e-02 2.186055394906309957e+00
7.195097692276586875e-04 4.054483398462957564e-05 6.542847869485828027e-03 1.021455716597443990e-02 2.142496588590201867e+00
8.670513804938880008e-04 9.968446404386889915e-05 6.449132734160593211e-03 1.393289168501143580e-02 1.840180705994428401e+00
4.044208829348025893e-04 1.057416509839975523e-05 6.366360676581044389e-03 1.220699600834194987e-02 2.283076066449994723e+00
8.562005865605312608e-04 1.052310734572418856e-05 5.462155600665628136e-03 1.211089225605337799e-02 2.018158847012479384e+00
6.940865990865825426e-04 6.548497535394275158e-05 6.741866640880862273e-03 1.095337865461179505e-02 2.103104000769948634e+00
4.345663835265226602e-04 9.741074995512135086e-05 7.020035283246954527e-03 1.122865080866741923e-02 2.381579697961941910e+00
5.186465145286345366e-04 5.681703775213480076e-05 7.184457757363144417e-03 1.079127721963939711e-02 2.203956348803358001e+00
8.736306286899305417e-04 9.069867984270859544e-05 6.020869423269567706e-03 1.244979907602632857e-02 2.279216031885542115e+00
9.016894922984212187e-04 5.521908079837715879e-05 7.869779996732557958e-03 1.458785850385716995e-02 1.929194230406678479e+00
9.711005496486642798e-04 7.133870335841381615e-05 5.789179675885320134e-03 1.107134729655407344e-02 2.140813379244181469e+00
8.075235093917357016e-04 1.961783225028149310e-05 7.784423249773812260e-03 1.005599595601777696e-02 1.839794033702930376e+00
3.269352965632983188e-04 5.597855395714663860e-05 5.993212256896631937e-03 1.464910082186254674e-02 1.809007365198711303e+00
6.196018235234778239e-04 1.924215706697710002e-05 6.567087917597927427e-03 1.389587893219807954e-02 2.084497372859040798e+00
3.105978838087446355e-04 1.212221003147974191e-05 7.580205771653362318e-03 1.311386597165697249e-02 1.893536378838412304e+00
4.979936470915233369e-04 2.962702251499461529e-05 6.501648030777508643e-03 1.443438384461312278e-02 1.992417260677992852e+00
6.393863279734874868e-04 6.001141917104655846e-05 7.791127240000559478e-03 1.038513410793065993e-02 2.385805729059667701e+00
3.252315051467612162e-04 8.001336221624928485e-05 5.428064085185767100e-03 1.161424563888904284e-02 2.354924659794653152e+00
3.033553301203795985e-04 2.936312667971655856e-05 6.948976238868421508e-03 1.355559468631591796e-02 2.293839133032008704e+00
6.846082848988536019e-04 2.267974992861502019e-05 5.814258814727085375e-03 1.457480364423461607e-02 1.932399453845993209e+00
3.264298019536014954e-04 4.018326463280638206e-05 5.815165492324963527e-03 1.359816147842318745e-02 1.867674469180661490e+00
8.401277880117387353e-04 4.395615272301013214e-05 6.972747407990765797e-03 1.423959789546321714e-02 2.253935772351116640e+00
2.735833183754168905e-04 2.148669518392471565e-05 7.241599879109267626e-03 1.474673562738720856e-02 2.142589963672518749e+00
5.277864599834251880e-04 3.624452847758085695e-05 7.783095115388672866e-03 1.347430022236313814e-02 2.317314410634823574e+00
1.110798316088021641e-04 7.937724996122318371e-05 5.472504013719669928e-03 1.436817336597922753e-02 2.159250120501537751e+00
4.271972518403944954e-04 9.516753285534504489e-05 6.892828742173109577e-03 1.017029082441016190e-02 1.943303855471779640e+00
5.107936078411398888e-04 5.943318583533285175e-05 5.673903622539595501e-03 1.056256734319083353e-02 2.076687119750287636e+00
5.272280023058444542e-04 3.792222767042899154e-05 7.836560330968519311e-03 1.250990331142307413e-02 2.278268742633232868e+00
8.690251683471894280e-04 2.160518899258855759e-05 6.891001173216252870e-03 1.202100211196271452e-02 1.838238802596547705e+00
1.405484510503512269e-04 7.160458944920663604e-05 5.666097668079828585e-03 1.447111063274159233e-02 2.105113977618393584e+00
8.608145215095607981e-04 2.613234058276691773e-05 6.152993076472535600e-03 1.192735558925887666e-02 2.301271343522962365e+00
9.562242004550498961e-04 2.802398824958424325e-05 7.925175495485520250e-03 1.373235444753201882e-02 2.210278028548984253e+00
7.401648392176052088e-04 9.816466506262839955e-05 7.049561971444099837e-03 1.384306118859494027e-02 2.106775182058440166e+00
7.807171332455531540e-04 9.591709446016731869e-05 5.826537389394138150e-03 1.151805344570918689e-02 2.188596645876572211e+00
8.624831157149850545e-04 1.196114229706243156e-05 7.794169463780364904e-03 1.182945649443165048e-02 1.885701746659816713e+00
4.647117650779313230e-04 4.611859458796134682e-05 7.824359680003160900e-03 1.454027436297459369e-02 2.056604473178880621e+00
4.008346868722254702e-04 5.864713214018497987e-05 6.791248796972916210e-03 1.245086499087473889e-02 2.267782259008146006e+00
4.863513561219099486e-04 8.083106651408918455e-05 7.204386352841834866e-03 1.207037687984944055e-02 2.189276096696434859e+00
8.154492067156115251e-04 2.285901765953468511e-05 6.032821123139695332e-03 1.387687002906613787e-02 1.997670122843266061e+00
2.852999349500133313e-04 8.722452030960313202e-05 5.180541331801545753e-03 1.118976204252558268e-02 1.810690321312597995e+00
8.705633904567970822e-04 3.712930736150099999e-05 7.873551932235507006e-03 1.470581907797912508e-02 2.304033017049898380e+00
8.613652577351021446e-04 8.674636287967330375e-05 6.042104434359222599e-03 1.123661743621223209e-02 1.875370796804509466e+00
3.668951038574848984e-04 5.223501578269796057e-05 6.831306775947782253e-03 1.142785070367883724e-02 2.220880400937614407e+00
1.436037157197729314e-04 2.248892757173285133e-05 5.782734191477047203e-03 1.136284752366947641e-02 2.093290688614438899e+00
9.156087166296238535e-04 1.029943496083094418e-05 6.462345414199387877e-03 1.499668912380317833e-02 2.221131558645992765e+00
4.080942935106952538e-04 1.295922122153840988e-05 6.091682390428876034e-03 1.165518072654366313e-02 2.036717013946470978e+00
1.535919469069946686e-04 9.922427886975639956e-05 7.848513404214057729e-03 1.277603560010290643e-02 2.156479421097383220e+00
9.108290500781727724e-04 6.393452106680190387e-05 5.014675280838388691e-03 1.377104077441254279e-02 1.819371813500866075e+00
9.549415961300788437e-04 3.373000565967265859e-05 5.760142222199645182e-03 1.215767372624022673e-02 2.094153078810648161e+00
5.357316411282903338e-04 5.243491632717705241e-05 6.358259668393172193e-03 1.464567107870233184e-02 2.242643729340804803e+00
5.850601551910122617e-04 3.929563218104897382e-05 7.151896371857929466e-03 1.016319485724054804e-02 2.389320686793432014e+00
3.732116412400251376e-04 9.787058297231406869e-05 5.157880257741146238e-03 1.336108688818950924e-02 2.237875736141627936e+00
9.747132998985559571e-04 9.541107164655049367e-05 5.847105853415890050e-03 1.121029913920572677e-02 2.371250370792148843e+00
8.302845045479669180e-04 1.499969990490431038e-05 5.876894406188683077e-03 1.409528536150623373e-02 2.287773887926705108e+00
1.819907880862079569e-04 1.577954713917318041e-05 5.468880899135901766e-03 1.039568562583406339e-02 1.819977042193258843e+00
1.215818128374327654e-04 9.781491629801983636e-05 6.250255356876528896e-03 1.392043922755280966e-02 1.861541750317991850e+00
3.652545930239368380e-04 7.882878211224988085e-05 7.120096969316039998e-03 1.181852003552939789e-02 1.830441460155861177e+00
5.715568318330340684e-04 8.151297704051476572e-05 7.803649149655606659e-03 1.031952760243416527e-02 2.317023210455354754e+00
2.398576480674261707e-04 7.394409691390807352e-05 5.314018350188767954e-03 1.358070611225400959e-02 2.235584315647173970e+00
6.428723921779492482e-04 6.945902047529077463e-05 7.494102353026962579e-03 1.017010543737916287e-02 2.040532798420065852e+00
3.502727318807174312e-04 5.802602488739899564e-05 5.390270998986658978e-03 1.181426604847965293e-02 2.056633876028485908e+00
7.545450398388205224e-04 1.537590778960358024e-05 5.307658426361471990e-03 1.155660373464393632e-02 1.909562386759766861e+00
5.015576091971478282e-04 7.712307221891266705e-05 6.418760093033318813e-03 1.493211160114662518e-02 1.856725393796636592e+00
8.230032363849839553e-04 5.263647612349341685e-05 7.476446944157994282e-03 1.288131408011301132e-02 1.861302235831321150e+00
2.772411596687112062e-04 1.788252195397350069e-05 5.031141304323003688e-03 1.089988524418044648e-02 2.039082139473680222e+00
4.002248653210222157e-04 8.799006735476025409e-05 7.793670254859634203e-03 1.086529311532724411e-02 2.082125025334387036e+00
4.392588747346096579e-04 6.120565057187850821e-05 7.341887255665010062e-03 1.256770762513283353e-02 1.814327335023220300e+00
5.279415739466756467e-04 5.212675074161491321e-05 7.382984360695656056e-03 1.431521093273179987e-02 1.823926353821646362e+00
4.294910251600135564e-04 2.227934087798405771e-05 7.198727548377516390e-03 1.235344955135228052e-02 2.292554565241891940e+00
9.840391401127693977e-04 8.397577610277474696e-05 5.534025415477259076e-03 1.245012061344862031e-02 1.982622202397680278e+00
6.177692574158863501e-04 4.418530227069306549e-05 6.275542633495720564e-03 1.422944601297313448e-02 2.106375150935722473e+00
4.490134734151287731e-04 1.783503822068842568e-05 6.575733336203216581e-03 1.295166371583785989e-02 1.822174326663853705e+00
9.886018401092024500e-04 1.965918290590982847e-05 7.377339569315828974e-03 1.467578441067221920e-02 1.876363764511243648e+00
7.923245498328713565e-04 2.607172274051260791e-05 7.364699762244868511e-03 1.369396958906929536e-02 2.282915430119101696e+00
4.294608651220975471e-04 4.758702147954792775e-05 6.492218539288864554e-03 1.018769908651677263e-02 1.830343308210831799e+00
9.541421970242180669e-04 4.565679559420963768e-05 5.815329039118909658e-03 1.036611326358280634e-02 2.032371139863209830e+00
7.003870782537734846e-04 3.980843812036272502e-05 7.591502523611756356e-03 1.200307482000453202e-02 2.286088977324262750e+00
5.012634804955204892e-04 4.253018219000329899e-05 7.189454279442251960e-03 1.186464160149179430e-02 1.951309100322831558e+00
3.652645152770710841e-04 5.615701072001025871e-05 5.591247939699901803e-03 1.350997880960209951e-02 1.882020754634861071e+00
2.541788746778164275e-04 3.534581571908679504e-05 5.486404569001322035e-03 1.074219345437450908e-02 1.978538325889780847e+00
2.916834315238838924e-04 9.885968538525076118e-05 5.313231808253438861e-03 1.164244772113035703e-02 2.263986312444815852e+00
5.292595527657053016e-04 8.087587517479579346e-05 5.637511355707872443e-03 1.112717741359646462e-02 1.940773565871385609e+00
3.331254339464453256e-04 4.889091418711479718e-05 7.839487878798040432e-03 1.094110577457728384e-02 1.932616479397549325e+00
2.303681654816393514e-04 1.666197874194356564e-05 7.070662909035898766e-03 1.235634517971042484e-02 2.117057176652143102e+00
4.509080452759139045e-04 4.716353633866071480e-05 7.228119305390900799e-03 1.466609304798004512e-02 2.397677794976783794e+00
1.148863217710671995e-04 2.139075260474402511e-05 7.445006306995257880e-03 1.200184705957059450e-02 2.025201330659430976e+00
8.963448536774504347e-04 1.644039678074444533e-05 7.772581911278828200e-03 1.129500756381943312e-02 2.045682138179631515e+00
2.728947999448061760e-04 2.885494884664604136e-05 5.380261694742349485e-03 1.037087962844661024e-02 2.095275576167451970e+00
3.571532088749827132e-04 2.423742507066551369e-05 5.765725585281480589e-03 1.229238428746721318e-02 1.917587755956853712e+00
6.695001296057951279e-04 2.018882772133444992e-05 6.397797904544469047e-03 1.498534418792417042e-02 2.030750171551903183e+00
8.071819918399631560e-04 1.923161977199620864e-05 5.778097704464632729e-03 1.429330368491677980e-02 2.141264784576339508e+00
8.359007193349405609e-04 7.906592008365046604e-05 6.994400173994668943e-03 1.248675902799195950e-02 2.098975685505092947e+00
3.453835620375169464e-04 7.779061731716270512e-05 6.566659743762113394e-03 1.148309205528196160e-02 2.067858124962895339e+00
9.323556034262649563e-04 1.603405647748367267e-05 6.907432374634852462e-03 1.492876415256710020e-02 1.892508923947481492e+00
5.997566668567775976e-04 6.751395402149433370e-05 6.301865200633933323e-03 1.238484262021270418e-02 1.951981440390700984e+00
4.175891156617135536e-04 8.253608206929452691e-05 7.229588793233203414e-03 1.413679019586879665e-02 2.009595493705694569e+00
6.089986876676977681e-04 2.839156875133953573e-05 5.098665715018621189e-03 1.366412143901311188e-02 2.174969289122269167e+00
2.802385551866507581e-04 3.021807930516031982e-05 6.762972204961946628e-03 1.319701621941840250e-02 2.022682631100869877e+00
3.362290224962743838e-04 6.410471139310694704e-05 6.038311121714736579e-03 1.221749510735254535e-02 1.936101973653250097e+00
6.686360252968583714e-04 9.947656670740487436e-05 7.001848311462774595e-03 1.325720769345829081e-02 2.035527417521130200e+00
