# κ ℽ g
5.265386191086070949e-03 7.066382874792883489e-03 8.274312324485935330e-03
9.577553737341547996e-03 5.090020099419574574e-04 9.663187877795116273e-03
6.627902211962900976e-03 5.993420792061311675e-03 5.788801939450642598e-04
5.433905642175788399e-03 9.275833628323713193e-03 7.375399046730331774e-03
9.049005724490626935e-04 1.839679026286774721e-03 3.309611375688981290e-03
8.861099817835135437e-03 8.694757321178289049e-04 7.849801292266936348e-03
4.740543105210921412e-04 8.133912107919910942e-03 8.094117262568770177e-03
9.762524555729349546e-03 8.086579089603092296e-03 3.034597404090179709e-03
8.996211937699144512e-03 3.371166896552699362e-03 6.231383528110152892e-03
7.325382428133006552e-03 4.109455762780009867e-03 9.421135590810465407e-03
9.390767949020131962e-04 5.684960739287443516e-04 6.738624781818642294e-03
8.284122283744943874e-04 6.907330599627950311e-03 6.627091760580712879e-03
5.142681514888926275e-03 6.213615022044318217e-03 6.377112239313403180e-03
4.309750758740685077e-03 8.913032998887427186e-03 3.413858862649752062e-03
5.110599895445202753e-03 2.636784595188807617e-03 8.729834496421682091e-03
1.630707648841659124e-03 3.090416862414101847e-03 6.547056617825342852e-03
5.160417534522438940e-03 1.054544343441172344e-03 2.651500954524594125e-03
5.358814942269900065e-03 9.886543245422941759e-03 2.888660075124077891e-03
8.813063091972684129e-03 6.075849730055756653e-03 9.660781227935700058e-03
6.288232218388301736e-03 7.950252818411267242e-03 8.651278901912553415e-03
4.289102604796315825e-03 6.709863761974136503e-03 3.193735953589429705e-03
6.975010659530951791e-03 4.535972179551876933e-03 2.459395195181216746e-03
8.960999111274754042e-03 3.341964955416426748e-03 3.931484768011381768e-03
7.440008075457206146e-03 6.368711999094402686e-03 5.835948832253420350e-03
3.336085601815100277e-03 2.078878750822229192e-03 3.356083638563285196e-04
4.464495955193038129e-03 7.036703976842574766e-03 5.874018074803147998e-03
2.360532392011353321e-03 7.416631295020934683e-03 4.295780419764120943e-03
8.631400966961503066e-03 2.562662493445478870e-04 5.713096422789575891e-03
8.141329512477497171e-03 7.053263735669598744e-03 2.694374432862416732e-03
2.550644842372870591e-03 7.999709343810407908e-03 2.125962859537429417e-03
1.886766706518110299e-03 9.258636634715197711e-03 3.015769449927522498e-03
6.275163914085445625e-03 6.045684277552644016e-03 4.361617327727062426e-04
9.462698967832779487e-03 6.610695233561739159e-03 7.955148386896794543e-03
9.084096730992452171e-03 1.891535676796530022e-03 6.329295939264839056e-03
7.527168955416369163e-03 5.038871099388692043e-03 6.762908570221899847e-03
6.276454537124582546e-03 4.757383493507649254e-03 9.538242397646043425e-03
3.654903524997857832e-03 3.448302462778291260e-03 5.929164210109218874e-03
4.187995004352162640e-03 8.150408616826915545e-03 6.451973875129617814e-03
3.101936430389127565e-03 6.077012474827540693e-03 5.678330748667310100e-03
7.925325846191417709e-03 3.945303269049481310e-03 2.677200820976710898e-03
6.532402626363298121e-04 9.005619407139011171e-03 5.531915142915576605e-04
8.892195539857140202e-03 4.287612890281468012e-03 8.899092560948193217e-03
5.028101851839530435e-03 9.812730673323380101e-03 3.956335981360070524e-03
4.634813239660670429e-03 5.908572743923405472e-03 5.544303957777494025e-03
6.603736652447803925e-03 5.946615128288073454e-03 4.658187604927760926e-03
7.374110117856515906e-03 9.446923657846224842e-03 7.456619819904916364e-04
6.999979861466705186e-03 8.685448820735353070e-03 1.853668328963396610e-03
5.434812717208557971e-03 9.746716743134611893e-03 4.171034350918140579e-03
6.337364712202243205e-03 7.884252566230910914e-04 9.699063847914579650e-03
6.524093251608563751e-03 2.065071844343807899e-03 6.260194879479529309e-03
7.073395237268788500e-03 8.440688127015340964e-03 7.660990682518713756e-03
8.133821302358987954e-03 3.631965291955140205e-03 4.542553412078000584e-03
1.246883779048137695e-03 6.041880810259748526e-03 7.240075441248326835e-04
7.323388922504837396e-03 1.497723181385500653e-03 5.654998791222932281e-03
7.910262009660020549e-03 4.024586837324185817e-03 5.510075779436855031e-03
8.055924349280395302e-03 3.258351767547908954e-03 4.262175750671336714e-03
1.156137254450051964e-03 7.388506203964173222e-03 6.138955373770001471e-04
4.571977381455545608e-03 3.717811435235778960e-03 5.351069153318616448e-03
1.612664176461953971e-03 5.121185640120372610e-04 5.436327075385717980e-03
9.394281713627217201e-03 6.492757087149372830e-03 8.966018095033445601e-03
4.827916535141290894e-04 4.108143040564392855e-03 5.795719729995809852e-03
9.764291560132993403e-03 9.095509328430241222e-03 1.788136432206706905e-03
8.495473091167989738e-03 7.799993001198859445e-03 5.514652137529441056e-03
6.436869322306320966e-03 8.563559288212504311e-03 2.796937355671979923e-03
3.689832011572414128e-03 6.498561209981689943e-03 6.224847742960752314e-03
1.900592106386113454e-03 6.790012521150741269e-03 1.784064179419730511e-03
2.186139103655486242e-03 2.171379842508395705e-03 2.298186694249141487e-03
1.681795723209985856e-03 4.752889624057183042e-04 3.248077174833290028e-03
9.304799363349304520e-03 9.167964991668324515e-03 7.682272139435604094e-03
8.179677896836939563e-03 9.772140532566029811e-03 4.579495341242399297e-04
2.780838430083982637e-03 1.746395874459562899e-03 6.823574659400196557e-03
8.716331428640200496e-03 9.955312057260426450e-03 5.654594873221891263e-03
5.316126152023920373e-03 9.416616580544011350e-03 4.006777539494736531e-04
4.579841168329689023e-03 8.586524373804501134e-03 9.181175490230696068e-03
4.190516559331198577e-03 7.602711770577499223e-03 9.738925150194590111e-03
5.335081645954415806e-04 7.865380949300226909e-03 6.111127570502731914e-04
2.917688687887208879e-03 4.471260524470981740e-03 8.645279506073012127e-03
6.673313687905441105e-03 9.627323137185603286e-03 6.821000550722005132e-03
2.308399674062423541e-03 4.855374660660018854e-03 4.029926296889996609e-03
8.518646893058298697e-03 2.616138396840823280e-03 6.440771596909968151e-03
3.467404861781592153e-03 7.750474682190063372e-03 1.618729709588676187e-03
8.039186483110640283e-03 3.832850131019940724e-04 3.625246849874471516e-03
2.836955813275760917e-03 6.194539346562590899e-03 8.951583200370065094e-03
6.251171340245909383e-03 6.220340867003109481e-03 5.010342508039740579e-03
3.927261950290259276e-03 4.479947692761764586e-04 7.585203692756900887e-03
7.092209972586728745e-04 7.725503266076179203e-03 7.995238981643085609e-04
7.904397402841028403e-03 3.995862143314519305e-03 2.053277717041621445e-03
2.219070871538534446e-04 4.312052824901249116e-03 3.834927381331742352e-03
1.446924529306353778e-03 6.932799686565764216e-03 9.085362099929104526e-03
2.046783936924724697e-04 9.769399395842197353e-03 2.140553819439126697e-03
7.538738042921548817e-03 7.587891210732510688e-03 4.766988313005785134e-03
2.250957452477189875e-03 8.366377563088254338e-03 5.720117941462553139e-03
4.769513039938581486e-03 9.496645424197270799e-03 1.111391340590637059e-03
9.505222993230906178e-03 8.097920790334045375e-04 1.500607324435996237e-03
2.220222582026799580e-03 4.940036555228176016e-03 7.718836874744202173e-03
2.076960021256924263e-03 3.376801852037611060e-03 8.167843633139097725e-03
7.985561748989485412e-03 1.557509897091620497e-03 8.954208705736211834e-04
8.458637847270807086e-03 5.177711072778351693e-03 7.606208497940625951e-03
5.088851290426008034e-03 5.107005014323246980e-03 9.706889575194483852e-03
1.422354237053139402e-04 4.776430719249667549e-03 8.280795194068543003e-03
4.395358538272272492e-03 5.065442550868555494e-04 2.909993137708355611e-03
2.513562486169299264e-03 6.253476850210376060e-03 9.581851779187291682e-03
4.554102156339968725e-03 2.135867241592760181e-03 7.926449434807941513e-04
5.191127292583156728e-03 9.340451287253373480e-03 4.129363459948847716e-03
1.452538435637381817e-03 2.858195212421692655e-03 6.388481657360851190e-03
6.060515525742925583e-03 6.621295489687168551e-03 8.950851335495623590e-03
7.046109618782715224e-03 3.498355729808759300e-03 9.971394665473759175e-03
9.866643121260185514e-03 6.537153292542528804e-03 4.348782754861591458e-03
6.814627516277375202e-03 1.866857881627223461e-03 9.743154737398122128e-03
4.527967866515743636e-03 8.768611329956486553e-03 3.870297841664782548e-03
2.737102885751786091e-03 6.010179192753949129e-03 5.356489077991609567e-03
1.171782263767398450e-03 2.150652794131025988e-03 7.407117524713721646e-03
1.960786845961247186e-03 6.589400978374658664e-03 1.493099092630064979e-03
7.986166695226381076e-03 3.151468095421698472e-03 3.614588965227201293e-03
7.728601232309345245e-03 9.368258238372797163e-04 5.289228645062173800e-03
3.666160711491093811e-03 2.513932371997159069e-04 7.997471480037023073e-03
9.063283215725241593e-03 6.002849435001746635e-03 6.676765593097777791e-03
2.567783558935937595e-03 7.258810540618496239e-03 5.324989669808453951e-03
5.612470701548648647e-03 7.151326638249063360e-03 2.760328913971682669e-04
4.174056246779193208e-03 9.588981147477909986e-03 6.361044289295780634e-03
8.509320746574327438e-03 9.961575417144848468e-03 2.993230849551479448e-03
7.601561447048930378e-04 3.693445064441336443e-03 4.661467706088739428e-03
4.036461315421593227e-03 6.050930957378923905e-03 3.834344803160938744e-03
9.089746554282292917e-03 6.526491339847402540e-03 3.878388458413861099e-03
8.289182038909107680e-03 9.179252884673951007e-03 4.229940411513142748e-03
1.008813950392527378e-03 3.824992129186458121e-03 8.215634267331494919e-03
1.428268621136347333e-03 8.200388703440688806e-03 8.230223352742749993e-03
5.605648408328086155e-03 1.598489022217157397e-03 1.686544960428444564e-03
7.406936690995222228e-03 3.875705900137451244e-03 9.250168207361363776e-03
5.522964064124474826e-03 3.659489730296830532e-03 6.712478366437712660e-03
7.165286312896374486e-03 6.799791731400716376e-03 3.142093160583585374e-03
8.827451009936464893e-03 8.978928746144835757e-03 9.077394013140444376e-03
3.682729352618723971e-04 1.770966401473011206e-03 4.114227561980914744e-03
6.045075504747358074e-03 9.638091417288885410e-03 5.575851484260494276e-03
8.510854088357281549e-03 2.716374379981533783e-03 9.925256310153680872e-03
2.065438640816599173e-03 1.107019718373799784e-03 3.870575701058447202e-03
7.440525344378660921e-03 3.908290252029095538e-03 6.035943048265191534e-03
1.737683203759013417e-03 8.135632595096009209e-03 8.583838784744429046e-03
8.722172677820961076e-03 1.387446814519899306e-03 9.759049083906776167e-03
9.143804501069613053e-03 6.191393832556858420e-03 9.419056906107432445e-03
1.912599277479468509e-03 3.241693352130498289e-03 5.100062838513093853e-03
5.823310296648456612e-03 1.978084616070543717e-03 1.416441704882336798e-03
7.205710959146694079e-03 3.458168324125534751e-03 4.972590956939017433e-03
6.915963671833424628e-03 8.951955438515011567e-04 8.447713542971600764e-03
4.113081567600639435e-03 4.106570408954626165e-04 3.499940274462068519e-03
9.700904329186512895e-03 3.064149311475937009e-03 5.842552229185298332e-03
7.446353746094793976e-04 4.088567179103491135e-03 2.693690110080455488e-03
8.140351653708552014e-04 9.725755068955403010e-03 2.145267663520955374e-03
4.775206736578594714e-03 1.695652782671090014e-03 9.585391582356420428e-03
8.218019046704216901e-03 4.067682815718788938e-03 4.596570586512414500e-03
8.470487615388252577e-04 4.329646357657147317e-03 2.285334112050268346e-03
9.395931801532001956e-03 4.835416887764528923e-03 8.939504743447502372e-03
2.761232836222797353e-03 2.947020323636858046e-03 7.425473119452515730e-03
9.096462148524732047e-03 9.764297917183804507e-03 4.568425402608445804e-03
5.154969189335791534e-03 2.402059663988196682e-03 6.594216307233949186e-03
4.895707980661277887e-03 9.568848384343563510e-03 8.611944837139270947e-03
6.211347687103434788e-03 1.170891315734111674e-03 3.693976553885924396e-03
9.778986145727549747e-03 9.150292042606294335e-03 9.500781387397084707e-03
5.200340622059276829e-03 7.786476066838514181e-04 1.452138998969105090e-03
5.863179725513716425e-03 6.337217881770245385e-03 4.656453618842613940e-03
2.165346382710065312e-03 5.946456066806377408e-03 4.015964385587673241e-03
7.186305277947903445e-04 1.149315893390249837e-04 8.577093388563845205e-03
5.715332808793691793e-03 4.051904921743492566e-03 2.334758263737891481e-03
9.091229713652039524e-03 1.984964518271048288e-04 4.881883073575520732e-03
1.284034652752370472e-03 3.070746291390558450e-03 5.605177708510411180e-03
9.189063921346959582e-03 4.719630656740574082e-03 5.005682911491776167e-03
5.482549625043080417e-03 3.132047807019989246e-03 5.709347826204899667e-03
7.866232054766792575e-03 8.810510238846909828e-03 6.436140034339728026e-03
2.055269341584064612e-03 4.110866133068723921e-03 3.068202168686357759e-03
1.351770435271672189e-03 5.652881867065635661e-03 9.182791179534754294e-03
2.281020648640256880e-03 4.300581204988716474e-03 5.434623502598911679e-03
7.882681296782049346e-03 7.613976037201199316e-03 6.325513973685869401e-03
5.377421544231404150e-03 4.588844752398920854e-03 1.137433667070995641e-03
4.368431289848869609e-03 7.708044650498966158e-03 3.629598516776093211e-03
2.646432539146151546e-03 5.796787521269647532e-03 6.747090395273337357e-03
4.778629888862777168e-03 2.544888876668305148e-03 7.949464398571992954e-03
5.835529002759239992e-04 4.847999132560533051e-04 9.808276356095619458e-03
1.101998073315399625e-03 4.252811011912182616e-03 3.979956778922291022e-03
8.640502926342635837e-03 7.101772875115206114e-03 6.729126879674200224e-04
1.603066569897755502e-03 6.226869809709790864e-03 4.526732964317820365e-03
4.125967578848402178e-04 9.391410268306725137e-03 8.797758378048706196e-03
8.467141705024154585e-03 9.218905847706305653e-03 6.646602824629627322e-03
3.990973791203769258e-03 4.285344275507548158e-03 3.191682009415872101e-03
3.845952813042417817e-03 6.931985899427045746e-03 7.597809670559759268e-03
3.834633577105116785e-03 8.799088763283700182e-03 9.554498636801174102e-03
7.796761665453366165e-03 2.151214880309586328e-03 4.775175372628718239e-03
7.881478005617096119e-03 3.529904333479088469e-03 7.747342668524328721e-03
1.625839294310187999e-03 7.563098645373470680e-03 8.328985750943974226e-03
2.271006615735339778e-03 1.140341180724846123e-03 2.924883315153043502e-03
6.057801327388289900e-03 9.159109807905206624e-03 3.242234453706096219e-03
6.629762121058811394e-03 9.839114706306991559e-03 8.149585072294471613e-03
2.685521199707698904e-03 7.682654897816007002e-03 8.086342180802203556e-04
3.493441520861468013e-03 8.663162619174146276e-03 5.654249745785949570e-03
3.445323355225578255e-03 3.341736035006535096e-03 2.421988992041044716e-03
1.255172689834642896e-03 9.333209350885504976e-03 6.275645279920448634e-03
9.732701538435991392e-04 4.451299230107384243e-03 4.972116873369869863e-03
2.034494946763402024e-03 4.305706256385065378e-03 4.495275667111563764e-04
7.753842030233577300e-03 6.281661925375428210e-03 6.458148502350896485e-03
6.342529190023909764e-04 2.561482931756768437e-03 2.055476092585619818e-03
8.881518840906356405e-03 2.424688692890335749e-03 8.903676034080930043e-03
7.928258462932612910e-03 7.853668921363257671e-03 8.619339394671089380e-03
9.250155563358310878e-03 6.813453902913323666e-03 5.651845659466410259e-03
6.666919619182345470e-03 9.201074407282301693e-03 9.750764696346198024e-03
6.762020358597773534e-03 9.162226882784500759e-03 1.523041710894960021e-04
9.510736786788360694e-03 5.715531250637470237e-03 9.853597677409450112e-03
4.227981743445539085e-03 2.470371769602588540e-03 9.338798440547542391e-04
2.778404269754815650e-03 1.309169808340794475e-04 6.601026511801677717e-03
7.281267457246450893e-03 4.024963944564760934e-03 9.575676830443361626e-03
6.826732262341977421e-03 5.733817652051912891e-03 4.416997558644321213e-04
4.435866195910126777e-03 3.996362332657019817e-03 4.523824652825610484e-03
7.595514050841488396e-03 8.911850775666934135e-03 2.813733875844367637e-03
2.840373936940392662e-03 1.077194520795116302e-03 8.805199606328199119e-03
8.908755762239579587e-03 6.884922125651504743e-03 2.305998781125828158e-03
9.778776059368218115e-03 9.635627891132769046e-03 7.173376103869491755e-04
9.889385085076569590e-03 8.260069526231959142e-03 8.636625904219366254e-03
1.742216140728619720e-03 3.270723117267999684e-03 7.887686355915145969e-03
2.294309647392390582e-03 9.932818406030198555e-03 1.144535853315018382e-04
3.852237117357724993e-04 2.301063067004721976e-03 2.303934534610388614e-04
4.128444538807040862e-03 8.762839596707460918e-03 7.776433310469259806e-03
1.884140417159383069e-03 7.863117479637533880e-03 4.232395926646557137e-03
4.051814495390239183e-03 5.387647875621427327e-04 9.285807887024516427e-03
4.993480852822294348e-03 5.928701460734616020e-03 6.523263632544772268e-03
9.728839178346089175e-03 3.875383875267874277e-03 4.736147310854508380e-03
8.528146070172342233e-03 4.070674832106188461e-03 7.887714796473994927e-03
1.885747371469645092e-03 1.246089863816171725e-03 6.641503975445418873e-03
9.965282995720060877e-03 4.039890165452768647e-03 6.100938228628806186e-03
6.137751535262850854e-03 9.906701444270788956e-03 9.074627059716731600e-03
3.423452985864931363e-03 7.839694967238288945e-03 5.965738921889584363e-04
5.109537838828471894e-03 6.251229489271170094e-03 7.593557653918901577e-03
4.025022588694734949e-03 7.015599520018642047e-04 7.851056821603839136e-03
9.365257328802402068e-03 8.465547201688383358e-03 1.199862253759658576e-03
3.462357816878649467e-03 2.526418774340381639e-03 8.723013665587539892e-03
3.208391476896440414e-03 8.142512217979585090e-03 2.828113053038908056e-03
4.812342418986294279e-03 7.907863670147667612e-03 5.147084471845169394e-03
9.551766593150044435e-03 2.967219383069118633e-03 9.398863778555931886e-03
9.261110924885513143e-03 4.987312007693986762e-03 6.901574876227994405e-03
3.317165281217115307e-04 3.704619597678864007e-03 4.416496281281414617e-03
6.406656442392514271e-03 3.565705640394874892e-03 7.170495027483064256e-03
6.042473712135216710e-03 2.737198630598915248e-03 6.917629706936147434e-03
4.630133475884403750e-03 3.825871922220457771e-03 8.380535990964865442e-03
6.244877931966250940e-03 7.580713329292333193e-03 1.107831768390550933e-03
2.733965559819484265e-03 3.580877719888632318e-03 5.853288045724079798e-03
8.095023982733026702e-03 4.872299904186266732e-03 8.760188645244632380e-03
5.366530156690011225e-03 1.497180579761386333e-03 3.292203605751295968e-03
1.034226519939139772e-03 9.983829635501734190e-03 4.272851692905803300e-03
5.685979610972496413e-03 7.008098285640553676e-03 6.721678291138034715e-03
8.973120911266452282e-03 1.546849643015227316e-03 2.947604354566483315e-03
9.579721612732227179e-03 8.264460524055399285e-03 9.195438724760708268e-03
2.726430387807122092e-03 8.440131430423072206e-03 3.035721565819893991e-04
2.240264562392755687e-03 7.779753336740638341e-03 7.283103525185897348e-03
3.389875380048687926e-03 6.221940775683844002e-03 5.572191517491689901e-03
1.182999634038330635e-03 2.284414997387366510e-03 3.202518793091708744e-03
2.696054218573998122e-03 8.913325485360282935e-03 1.726363511121142228e-03
4.027812146046935368e-03 3.097983409854966706e-03 8.770077993459312465e-03
3.475838045927364967e-03 1.327710214287450426e-04 8.890594321636040645e-03
3.982301456623853794e-04 2.170896625465902011e-03 6.245571751027564900e-03
1.623663331127433865e-03 3.693955714832791986e-03 3.110977278050874005e-03
2.624777604389856318e-03 6.082641531752631253e-03 7.629627485477515764e-03
2.484725781218294501e-04 7.512902065536483480e-03 8.168443602885652050e-03
4.727863147606491817e-03 7.167596234883783467e-03 6.443053355741387538e-03
7.120409858051501232e-04 4.321547816591063233e-03 6.240640911193346026e-03
5.294518792890545549e-03 8.267409453047054602e-03 2.676912066786402405e-03
6.963346583068137641e-03 1.430063107153271796e-03 3.929391816057366607e-03
7.744666032678170810e-03 4.270215235399655446e-03 8.987178270522731133e-03
9.177590582464792771e-03 6.118178499926798901e-03 5.293212811197699555e-03
7.961246946115222572e-03 4.263115387255492043e-03 1.710894204469041655e-03
7.946413910517825460e-04 7.737664260131955039e-03 8.078169168898209282e-03
4.619450317880605290e-03 2.132748754291137212e-03 9.434465960937719105e-04
8.467029416279374734e-03 4.091207116866971312e-03 3.539165321004384031e-03
6.023841329021287910e-03 3.570395239042320305e-03 1.289205908754330115e-03
7.588634998756066917e-03 7.911456990967041802e-03 3.577316153530392048e-03
3.285759221434374818e-03 4.430358908968146103e-03 2.752522847060767750e-03
8.854220520437369735e-03 4.642360742828833924e-03 9.872332934475520558e-03
7.835540677789678762e-03 6.485574490614701669e-03 7.753272771769154081e-03
3.723613856081021793e-03 3.003322474570838466e-03 7.588248842484141173e-03
9.971105655917935490e-03 4.855222515391819683e-03 9.230227315013531456e-03
3.487619180240162601e-03 6.010468107060067122e-03 3.600811085275409549e-04
4.568830810617170030e-03 3.055157219465220488e-03 2.861704160840904034e-03
3.817340062594554335e-03 8.094818951253671471e-03 3.898886734720229813e-03
4.262612015054184286e-03 4.454293568985390715e-03 5.438716591941544082e-03
6.598816052770664978e-04 7.249638812315563861e-03 8.767843183144179500e-03
5.053843620907556844e-03 6.980745407503374800e-03 1.639252519966390370e-03
5.002958823461868196e-03 2.407915308573614199e-03 5.291548999552348094e-03
2.647319518392291741e-03 7.535846932941879690e-03 1.987990083962162119e-03
9.756176676060808114e-03 4.108199878000710209e-03 9.355778000876762562e-03
1.894668825829870810e-03 8.610025562870228175e-03 9.101834687770997759e-03
2.071105897954146537e-03 2.346212439307879000e-03 2.720578266192221015e-03
4.454224027172624945e-03 8.924974150802218384e-03 9.997889798658642080e-03
7.639850629469389053e-03 7.556894258685749668e-03 5.286118880649421682e-03
8.534333978150551725e-03 7.985280857934564519e-03 8.885189082675001978e-04
4.839180047391688014e-03 8.333371606953550795e-03 5.464117617347137058e-03
8.787487174293531073e-03 9.822947314801504584e-03 8.985892752854966400e-03
3.209933634773570830e-03 8.156380633860703042e-03 5.604602741785344282e-03
1.710653026798903071e-03 7.801397616143885758e-03 5.106524948876972093e-03
3.323140168291726509e-03 3.146073277055179244e-03 1.385347630536542130e-03
5.735393797631146116e-03 9.295857843146806965e-03 5.458966148050620366e-03
7.938786188195793778e-03 8.139048114163290439e-04 9.176653092365023509e-03
8.732427171253085568e-03 9.265212192006221786e-03 7.844174869657815144e-03
7.728322362288176164e-03 2.420751780567148743e-03 8.147723710790430798e-03
3.052903029634112479e-03 4.891741979771846785e-03 2.600971161553182823e-03
6.768996455917554791e-03 9.032750489076478081e-03 2.126027607065354534e-03
8.697834194271007475e-04 3.357104797735270714e-03 1.345575718603358138e-03
9.638312745833974016e-03 8.973461481048971775e-03 8.697060420710689757e-03
2.647146885439142974e-03 1.334090522853332260e-03 3.303561185128944290e-03
6.138009512390532607e-03 8.403506195840446114e-03 5.267390314268795282e-03
1.244618458263033493e-03 4.622022568300142124e-03 3.534162752620312840e-03
1.708884762452597510e-03 9.719104378065116651e-03 8.006460300823737414e-03
5.423325094772325078e-03 4.599132851506136134e-03 1.376061624382221744e-03
3.592184885676724237e-03 1.447894352950616133e-03 3.432874813281374358e-03
2.124471648782091156e-03 4.873556120689699796e-03 8.720945123748840731e-04
8.350873822888441392e-03 3.533492143165991271e-03 3.660656801963895444e-03
7.646423559078183337e-03 9.947339513831584407e-03 3.553365125962915181e-03
8.464392237233572466e-03 8.165701290771204893e-03 2.223485814090394360e-03
3.278542274258609054e-03 6.296411855912704449e-03 7.216441748484281153e-03
7.351481182693199098e-03 8.001771190002083048e-03 9.869298004278022687e-03
9.294049495924994186e-03 2.368608408249386031e-03 3.498727874772620964e-04
1.464441125101029932e-03 4.716845365297018221e-03 9.190495003967071377e-03
8.019084899249606310e-03 5.585892087941224902e-03 5.803625666067744118e-03
5.215938107459473436e-03 6.266626377253338778e-03 5.752750750795225521e-03
3.219383797182496371e-03 4.518876860838319694e-03 2.905421319965801729e-03
1.920497546837325164e-03 8.072141697928933088e-03 5.873415195720032948e-03
2.185293669991158951e-03 1.662074788189159269e-03 4.587430802501580793e-03
8.146417982204088443e-03 5.223626535914722632e-03 1.767774016189941483e-03
7.532587766244359939e-03 3.336866511094238943e-03 8.255322281769327322e-03
6.635445368277998607e-03 9.858685887486300439e-03 2.324146837586814167e-03
5.336593534002783551e-03 4.650422960119241465e-03 6.256805142260981473e-03
3.730011678275199118e-03 6.366738339884665809e-03 7.257879811645060256e-03
9.143345111214678730e-03 5.465226466301512272e-03 5.997939787802880965e-03
7.533882325686172034e-03 5.275942014613212161e-03 7.435015942315257621e-03
3.226664398238719960e-03 2.941013578715952464e-03 7.510724844752381633e-03
2.310425078694317187e-03 1.227682609401796075e-03 1.914856121072089357e-03
4.610289536889432271e-03 8.867030288636675028e-03 4.080883337068314659e-03
2.297625142670053910e-03 3.039640656560666648e-03 6.912293279149819489e-03
6.893843143829906511e-03 1.836002849119187279e-03 5.634506645029479545e-03
8.451805892679839505e-03 3.008114109376508385e-03 4.066510686480223104e-03
7.263436829811415613e-03 9.749024119020996415e-03 7.795535371950687402e-03
3.917114162254314337e-03 5.424833088453586034e-03 1.892207910587548206e-03
7.339355817651875558e-03 9.136597530044881024e-03 2.325674738406295974e-03
1.670923335627151445e-03 1.560968049189516860e-04 4.929316508133268528e-03
8.956849630264024364e-03 3.571118855994647096e-04 7.206528373333452933e-03
1.675729482679670255e-03 3.063879216830303967e-03 3.302359869643833878e-03
2.813022503215488034e-03 6.369367230212758489e-03 6.699552155226097712e-03
7.061067336374235621e-03 7.612856178289100807e-03 2.445578344668674145e-03
4.520559762962038548e-03 9.061133527432436996e-03 7.219910449596974623e-03
4.272632814118320667e-03 6.457596958231203062e-03 1.873093779004076135e-04
8.108389291451722700e-03 6.581165553445311430e-04 2.380880312916644134e-03
8.801544225074633965e-03 3.577638493969773244e-03 1.631389058834882945e-03
1.615029872340165845e-03 7.731763608262802977e-03 6.256585314903991175e-03
1.208120553541992869e-03 6.761889689703740828e-04 2.572203508561852689e-03
7.923810898480189435e-03 2.952726108540200509e-04 7.966806561999708811e-03
9.530255359551879218e-03 6.743673325350053697e-03 9.932445145843410081e-03
6.121302521675655271e-03 2.740681931981969917e-03 8.554454952044458424e-03
8.567080458855848638e-03 7.751262826833017067e-03 8.824069099232086447e-03
2.677007117243109663e-03 9.327947132101775327e-03 3.166878538068786282e-03
2.997261048030147330e-03 6.863845965710745241e-03 7.494725713753504041e-03
