# κ ℽ g
8.052459502738399180e-03 5.713831203813034970e-03 8.339068265738805441e-02
5.356067703331750425e-03 2.978952801447856420e-03 6.685902960534020889e-02
6.814815723666190449e-03 1.902170710729607882e-03 3.128353033987611026e-02
2.361113011402883274e-04 9.636518058651627125e-03 1.055795929770044807e-02
2.111724918081073123e-03 8.262783650095513119e-03 2.807507720618036828e-02
4.053909755415628126e-03 9.379730504337045619e-04 4.136848031972563400e-02
7.138857587479475846e-03 2.340974708811654776e-03 9.540856417017795632e-02
6.444025752486506192e-03 3.730436003184920378e-03 8.287302798883214305e-02
1.824994763640709183e-03 5.883333520351990802e-04 9.526380818845121834e-02
6.881898388868538941e-03 2.837168289985684058e-03 7.065255860607118354e-02
4.309593399482646199e-03 5.116028342759331229e-03 6.020268450600273213e-02
8.438529841321739874e-03 5.646326103967833597e-03 1.952592822437999864e-02
1.046311312892559374e-03 5.812996617907168102e-03 3.628281548545132795e-02
9.043797125765595107e-03 7.875126038087466862e-03 3.459229747494126789e-02
7.436216258369189591e-03 2.401126152390782240e-03 7.288716918456930594e-02
8.714294906787210457e-03 8.136265357861844488e-03 6.010163255264744375e-02
5.148729866044319051e-03 5.361373754315694982e-03 2.565792127291936092e-02
9.084410102488733874e-03 4.974399000631666602e-03 3.241286974153274186e-02
7.178221377298805300e-03 4.811895844983807811e-03 3.329624148364609959e-02
9.182394876856988034e-03 5.903790752646988910e-03 3.231755678926259701e-02
8.366198973784566909e-03 7.090518587091242456e-03 3.063432925631072445e-02
7.832744193337471891e-03 1.031252231424810602e-03 1.376696358916761065e-02
3.121848686823659996e-03 2.614505982364207816e-03 9.799130504778152950e-02
4.611261165554862533e-03 3.900470008991499451e-03 1.562247455615372455e-02
1.370932465049694553e-04 6.742319582673803394e-03 1.877556289913007159e-02
7.056126760552085958e-03 6.705709119690331232e-03 3.367123580604127614e-02
8.557694052185862640e-03 9.247671020275490331e-03 5.099914352038979748e-02
1.979542621701872208e-03 4.897778571745167037e-03 4.188182556237828036e-02
4.270123852823597133e-03 6.804521680696198199e-03 2.357283001265905037e-02
6.870911121087169317e-03 4.658251028542417099e-03 4.264991842380294607e-02
6.512488702038033914e-03 8.202756051881218355e-03 7.230323479102529483e-02
4.333881310011470853e-03 3.430088980038732867e-03 7.953212516557510436e-02
5.759744956197718029e-03 7.665672684355814316e-03 8.743966824723031772e-02
3.324963825159980933e-03 8.373407898995884058e-03 4.748985409261127777e-02
5.892864976260361008e-03 7.759080256997997332e-03 2.044753400135212312e-02
5.097773027069321065e-04 8.075810973930976772e-03 4.945447333944589380e-02
9.660551275324990098e-03 3.542695516637970905e-03 6.135364706968643445e-02
5.082990808498877126e-03 4.871780298900448697e-03 3.619923451471144388e-02
4.314766751622551785e-03 9.700649788149119310e-03 8.501388654714393811e-02
3.930572387454939892e-03 3.422941681115378165e-03 8.682688328486008744e-02
9.621598114702969648e-03 7.406350986700744460e-03 2.727785452825257778e-02
2.062625359756871217e-03 4.598572319684153704e-03 5.343268087960296314e-02
2.365438311068935023e-03 7.617533647130483865e-03 3.202762695341522525e-02
6.091532010155988226e-03 3.155819507423793008e-04 2.510355306388704216e-02
5.109333910057312252e-03 5.929500386258763564e-03 6.831595833420545105e-02
7.387681883915635239e-03 4.580686423585579418e-03 5.121734482194737620e-02
2.846150784800431221e-03 3.288909153429678267e-03 5.961262502790617979e-02
2.633925083404949682e-03 1.574047474322746954e-03 6.206184593767936908e-02
4.740702046774435303e-03 3.921786939579476744e-03 5.965150204813931406e-02
5.771856304571600267e-04 9.818809100340110743e-03 3.492963681983287522e-02
9.327117240206144258e-03 7.098900927085793552e-03 1.983496156463756058e-02
9.932611780515758840e-03 9.547460244786958733e-03 5.669804176337430585e-02
1.582122446594996486e-03 3.042957262895817742e-03 5.578347711139684806e-02
6.215526817122315854e-03 8.071580222132602317e-03 2.371348170686059936e-02
6.878085318179002171e-03 2.701511594602520189e-03 1.501002998816526948e-02
7.129801949640733084e-03 5.501602450059395535e-03 2.737176911034996246e-02
4.429775257383604392e-03 3.705653292664228948e-03 2.513043077591532032e-02
3.286150701737834343e-03 5.587604547109024239e-03 2.351583715494734439e-02
8.955655180308894417e-03 2.549231187748869729e-03 8.136852132145450112e-02
9.253394790664863298e-03 7.844250221694567746e-03 8.040303054569412911e-02
8.757558651401303046e-03 8.440183729673951876e-03 8.561591443831495507e-02
5.213557194476349695e-03 5.080150572901032460e-03 9.638804092379073263e-02
9.558948931579189928e-03 5.586716851009946791e-03 4.888966447944522592e-02
9.370679524008192554e-03 7.869547830466403285e-03 8.980024216598887776e-02
7.400584893845203564e-03 7.590567973084356469e-03 3.877014886867007071e-02
2.568208225870630568e-03 6.681402061884706041e-03 6.360811854440846791e-02
7.728761868558236409e-03 5.047635018355390094e-03 7.467910537697372564e-02
8.075351790102316615e-03 2.276260208909090983e-03 9.210093674142699749e-02
7.938541866224472707e-03 7.477532170336941009e-03 4.587369839430075619e-02
8.750567483283282211e-03 4.559882765509721929e-03 8.222660486925735535e-02
5.803856507170343515e-03 4.583861516626726480e-03 9.207526830454106082e-02
9.276956461235346188e-03 3.572426850801019554e-03 7.455142380027479643e-02
2.235669426567938548e-03 2.332339718723446323e-03 9.981284412230718994e-02
8.388598141896250540e-03 1.477647345556805727e-03 8.368393297380141704e-02
9.845483572528559643e-03 2.397246719423369848e-03 4.469979914610459210e-02
3.187374360074667328e-03 2.308800316876898160e-03 8.955637898063736890e-02
4.206988915540655488e-03 1.681352296939565274e-03 5.745696500481151797e-02
2.744910766785042724e-03 2.027368583798195862e-03 9.120669500976191779e-02
9.887304985824057341e-03 5.220001893745274124e-03 2.758646040692232237e-02
7.883164102483615140e-03 7.026617429618874089e-03 2.185968780194317423e-02
7.219413803751838568e-03 6.456390191575642722e-03 5.329680173612457578e-02
9.569555128234673302e-03 3.501734350663037072e-03 7.752245536999609332e-02
7.896661202945657806e-03 3.944249083993231139e-03 7.616382285679133834e-02
5.074490345524412110e-03 2.988107426073378231e-03 8.152642896687777030e-02
2.832012729029496998e-03 4.513403768533166827e-03 5.983129312812578149e-02
6.860205404103908618e-03 1.423902391818222942e-03 3.322558574126908276e-02
4.990342749713089394e-03 7.104497951786733177e-03 8.841400622640049889e-02
2.279881743614090538e-03 2.938910165184732519e-03 7.229096317006708516e-02
2.189619222900985717e-03 9.434461982691662307e-03 1.841353795127254056e-02
8.231964853055960540e-03 1.642700501614747328e-03 1.076685147984661299e-02
3.733500775652032026e-03 9.654153369071173316e-03 3.809000225623281749e-02
7.384540541681309384e-03 1.872643707151945081e-03 2.274557719951546958e-02
8.986031927986954868e-03 2.254253214070369403e-03 2.208849530032305081e-02
7.233930521948281865e-03 8.919436684075884685e-04 3.071832464971534921e-02
1.499439633127178702e-03 8.334012907149697391e-03 6.098174667272533017e-02
9.752659014905377607e-03 2.626275474355742583e-03 3.046534665177118989e-02
9.092851472300952573e-03 1.355686290944492067e-03 4.158840683770820279e-02
8.329935032227994696e-03 1.078022554022786943e-03 9.929311781193150832e-02
6.882600766138580531e-04 1.728081558971204627e-03 8.031445464570868831e-02
1.911572013468636850e-03 3.365414358678436944e-03 6.707537877071381716e-02
4.723367678049587848e-03 6.037005250499332017e-03 7.554852517128955725e-02
6.314200254220152589e-03 1.075552260245347643e-03 7.954987413198735813e-02
8.117276227966386745e-03 6.514927272622894096e-03 2.065835606279639580e-02
3.602259264204129511e-03 4.179609583083138125e-03 9.241812813014363415e-02
8.891552773927141606e-03 6.680492544583369399e-03 4.464051142830319924e-02
3.589624059957345539e-03 5.069407046332521320e-04 2.641904563292046815e-02
1.435735741817250255e-03 6.518110181992374866e-03 5.845705058068711296e-02
2.635838270637813965e-03 3.695750402948929682e-03 1.339528233947509875e-02
7.626931936519519908e-03 8.060716297714459744e-03 2.394011486942541900e-02
7.646458501720668557e-03 7.774349472123771344e-03 3.413277575004800002e-02
1.868595128941068131e-03 5.495152859737582884e-03 1.010296053981222901e-02
7.164637452293024823e-03 4.596672038028979702e-03 4.801483640332180475e-02
3.571639623166065775e-03 6.568086712273270636e-03 2.967235674356578229e-02
6.745913173579262808e-04 2.693089052070775716e-03 1.262595392175206062e-02
8.597662275947697691e-03 8.008905477395043826e-03 1.581044886212104594e-02
4.486362721885210278e-03 9.078690878644418011e-03 5.442130523609918502e-02
9.119325401411760776e-03 3.678367072177877919e-03 8.177999912421554662e-02
7.677179065947673658e-04 5.419306196419222503e-03 7.687108076850526772e-02
5.665084697111354671e-03 8.935848438562281684e-03 7.007604799759131753e-02
2.969988681522523974e-03 2.869522758613742789e-03 2.435883138149103067e-02
7.832526027438968877e-03 5.644000632878863610e-03 3.340467997340371142e-02
3.764148008702354522e-03 1.840801920466149464e-03 9.662340864508668636e-02
1.733660478027448503e-03 7.340981927525939629e-03 8.172467595977168930e-02
4.448765777513961558e-03 7.585023148788060630e-04 6.757487063091788260e-02
3.565450809422054512e-03 1.547821067546057512e-03 9.413216042450606169e-02
6.554582927290442118e-03 4.897242961878760237e-03 8.571413672748673385e-02
2.370919508565921233e-04 4.974301463383203753e-03 3.606714027430552028e-02
9.872291764408394274e-03 6.324876259050610065e-03 9.348266435956692488e-02
6.335931879175718713e-03 7.411446365693444630e-03 7.780984177973256088e-02
8.380425631180809382e-03 7.064573206706962517e-03 7.699250531839224587e-02
4.875500054467711867e-04 2.587819519751161155e-04 7.580078731283176885e-02
1.766730720590022757e-03 4.626032145520735626e-03 7.456712766244370794e-02
7.630749693534374933e-03 4.165519188841742930e-04 3.832583516340017094e-02
8.308141758169364536e-04 6.994167878258769231e-04 6.141734642909670028e-02
2.829789916489079595e-03 5.349393713960379562e-04 3.611783056188564572e-02
1.807996894435410151e-03 9.242360514593706000e-03 5.088804700887337995e-02
9.600153552721819861e-03 5.032118402200688040e-04 4.744332869166800054e-02
5.209007868272715752e-03 3.055131220553930146e-03 8.463056173490303424e-02
6.339074846976468225e-03 8.952553479072436482e-03 8.702623619810999356e-02
7.010734210340071985e-03 5.496350083593827714e-03 1.167784492727450170e-02
8.454405584217556183e-03 6.980099151257566394e-03 5.934101161778324723e-02
4.817652519841241626e-03 5.622195230387668115e-03 8.426983994174588877e-02
3.347390621830597757e-04 9.444962183554974494e-03 1.531950808664614069e-02
5.337734112765454321e-03 2.055253733870430512e-03 2.165486003891715222e-02
1.873274139321189861e-03 3.427947170953565305e-03 4.254982923766920111e-02
3.910463476705021250e-03 4.866049837227596174e-03 8.406328689541613108e-02
6.460036271635528904e-03 6.508825354958017173e-03 9.296310347578698452e-02
5.236484844940839101e-03 6.877266688584744714e-03 9.358812983780750994e-02
4.240523310636212448e-03 6.164301612410471795e-03 1.053436916533122616e-02
6.270810434227747435e-03 6.656492266685089775e-03 7.744806720304199532e-02
5.849990486149814206e-03 3.857655025843786945e-03 9.412936157898253720e-02
7.368342685154056701e-03 1.837770493870335324e-03 5.782404571037711577e-02
9.287266876808546526e-03 3.213322191007464846e-03 5.435820147339200104e-02
4.900236032153467911e-03 5.460872198449952947e-03 7.410260667948408153e-02
2.722067865040117985e-03 4.187613992023568078e-03 1.883394016435857923e-02
6.043573538299306172e-03 9.571161128716211206e-03 1.373180300880940882e-02
6.440629653321410658e-03 1.982198916655606574e-03 8.281901840405601900e-02
6.526858771544429873e-03 4.465226435466487288e-04 8.334801772108152429e-02
5.490609762343690373e-03 5.054242336793092136e-03 1.395586294745828140e-02
8.278529799246578391e-03 2.016602080719975994e-03 4.527280035372592548e-02
6.528793772187959157e-03 5.399399016497217043e-04 6.128114700816374161e-02
8.649139182557739891e-03 8.130116793336096201e-03 3.732815011344091383e-02
9.750616577880882180e-03 2.247784210411278745e-03 9.436143438218143331e-02
6.159054256271330290e-03 3.691413298720966091e-03 6.531523708833256170e-02
2.408064499584366188e-03 2.968345120485898006e-03 4.190382528567485748e-02
6.785159355657713158e-04 6.605948067021601752e-04 9.554776719762503312e-02
9.477881192972286220e-03 8.234134890856876707e-03 9.433961801603286956e-02
3.448901289757730273e-03 9.836606622423216609e-03 9.225270412111487295e-02
2.308215250652031862e-03 6.187778552649065948e-03 1.083497181406278126e-02
4.731424952938162107e-03 1.545646322810475528e-03 4.019904293606714474e-02
3.847417547999902512e-03 1.404974708566972480e-03 4.716943056390445616e-02
4.704034800771016503e-03 7.239224283077200185e-04 4.333052308155427995e-02
3.962419299508207308e-03 9.526256151695862776e-03 9.427367438695884172e-02
7.242043092661378662e-03 9.698226377817762214e-03 9.730674188778221101e-02
4.729602526994868168e-03 7.761102821079618767e-04 5.512199744187946254e-02
5.461642059298816784e-03 4.297637088358401310e-03 5.409000322485914974e-02
7.486010448991062619e-03 4.925510775090872909e-04 2.341531824181588423e-02
1.303056923763658368e-03 5.218409329505774470e-04 1.041820721584334544e-02
5.454318925029191800e-03 1.638729296882511857e-03 5.887527978773512277e-02
3.204884377423544099e-03 4.261213794380977471e-03 6.476187937128088934e-02
7.313275371725989557e-03 8.570938165474162318e-03 6.802801639571366688e-02
8.658408892407581242e-03 1.682343946771892211e-03 5.650337292828382790e-02
9.341513106823054816e-03 6.859668050627692332e-03 3.152197772836884404e-02
6.568473937250726702e-03 4.999199912846325616e-03 9.455355627046033162e-02
1.726137507382385005e-03 9.677491132584042574e-03 7.545689980509770467e-02
3.011816318683963826e-03 9.693933218322701995e-03 7.651731777977339999e-02
6.133256918958985421e-03 4.384379534524006534e-03 5.568493239816073997e-02
2.002656909635325191e-03 6.498882237136666302e-03 4.622558699426782686e-02
7.809704738523131316e-03 6.704863270548550719e-03 3.168189267378854201e-02
2.454120280305681183e-03 6.306572913218113849e-03 7.998720117687008191e-02
8.198144665957479357e-03 6.465940645995364722e-03 6.761706929452954151e-02
8.516070787862269065e-03 3.040682883800245075e-03 7.229105106273996106e-02
5.788038462004255723e-03 3.108475466243391418e-03 4.395826745582847445e-02
8.603184723536811893e-03 1.088472535870847963e-03 1.266079012372867477e-02
9.123056282883854409e-03 2.712052717304205569e-03 3.219189099851192670e-02
4.938671207084406427e-03 7.928810377289083333e-03 8.730839067825794941e-02
7.875909406489993089e-03 5.780126360453854278e-03 8.705671926873197186e-02
3.697733924705339350e-04 9.596834342314054106e-03 8.845952695931817711e-02
8.575295817890396174e-03 2.977109134804976562e-03 1.682295336445653947e-02
3.906287024511330939e-03 5.454883445938612206e-03 1.120817434283452943e-02
9.579447931309648806e-03 4.229071433075277725e-04 6.410195472672525208e-02
9.919833923234351244e-03 8.027825358241957518e-03 8.382425533135590134e-02
8.337753456859327110e-04 6.293866128045380245e-03 5.170804019231627080e-02
4.952235323797053550e-03 6.751094508556241408e-03 6.558605053657409756e-02
1.922922549738490493e-03 6.409451612320442651e-03 5.241337552331153116e-02
1.770850885548677601e-04 8.140595089560271128e-03 5.705274526541560115e-02
8.364770729433592192e-03 4.822182627675366054e-03 5.912037032092467420e-02
6.634925933681134862e-03 2.403122575349874238e-03 6.584766813538393826e-02
4.610035418178145931e-03 2.350651542233911893e-03 1.822406827328280909e-02
4.649016046536997952e-03 4.737322089580032168e-03 5.691181633739345047e-02
6.358699498349947021e-03 8.578307086851914842e-03 6.477082837714071006e-02
1.925861977170737187e-03 2.880661704626024701e-03 8.903731804032248565e-02
6.651737245487870931e-04 2.366995636320615333e-03 9.477095653105682693e-02
6.405948714818753519e-03 3.164033706563440258e-03 7.557717704325353503e-02
9.240667643332027559e-03 1.374545919568114383e-03 2.512922309478967525e-02
6.172709659828937330e-03 3.054090194725934352e-03 6.748167768102961150e-02
8.316594109670826310e-03 2.081937588475339922e-03 3.574065680375243526e-02
7.438412303701483382e-03 6.233367928304671271e-04 8.036259111504448494e-02
6.301442818526324825e-03 4.674387803096798056e-04 9.832270504871677697e-02
8.928989535366211455e-03 1.133835363808042207e-03 9.777074121033009491e-02
9.057262721096337107e-03 8.920710813085361290e-03 4.741320024483388490e-02
8.603986601201927750e-03 2.818744012990892847e-03 4.188278308660532689e-02
4.839510436920937790e-03 7.621607599566938493e-03 9.812828064580919607e-02
9.437315633814056734e-03 4.735065045386399607e-03 2.776210211758691621e-02
9.931541467984915036e-03 6.504732610311107256e-03 6.290092533133233299e-02
2.681253070746376400e-03 4.243190521203236802e-03 7.115058573675088482e-02
2.208727494390938951e-03 3.233439934864010702e-03 6.837120138213752252e-02
8.279715336685070440e-03 8.448288223069472594e-03 5.573730600261879442e-02
2.259474407277669954e-03 4.831560618613491530e-03 5.264655468818207895e-02
6.805781280765595131e-03 7.888575259412458629e-03 9.540734425639893490e-02
5.705339627567311729e-03 4.089257242486569674e-03 4.084628577509728103e-02
8.802413287133558500e-03 7.117556359877166838e-03 7.778961716644362812e-02
2.709931558362828688e-03 2.966918000642791622e-03 1.538041778495649430e-02
3.102310717395083493e-03 3.909312206514335003e-04 6.382681510097479305e-02
6.006847592462409915e-03 3.958657581514548295e-03 3.157162268330489241e-02
6.147114596346247954e-03 2.616258189976226368e-03 6.030008198891166626e-02
2.495557769292443360e-03 2.225936418183670391e-03 7.402246860811620421e-02
8.442580170422401761e-03 3.743487853519760281e-03 9.520313218072404271e-02
4.830089223732445848e-03 1.967242183048110212e-03 8.795142663589643195e-02
2.483287524027992261e-03 2.093864292206767432e-03 5.454114534734646330e-02
4.339870671248267919e-03 1.449648055456140760e-03 2.620259097393759506e-02
8.677740223962131585e-03 4.545680545767572488e-03 8.676384870929870763e-02
5.408750047760891091e-03 8.831359030623965600e-03 3.753766198806746807e-02
2.544109370084655323e-03 1.349923986329875682e-03 7.484823710657663443e-02
2.615798423412173286e-03 1.626578562050589715e-03 6.861721961836342309e-02
3.386722322255015204e-03 8.124017289628146857e-03 5.523332396930899502e-02
7.418796561713889015e-03 3.964053800569039381e-03 9.197199072102657524e-02
4.674232210494369717e-03 4.421941004099335867e-03 8.804120424758936359e-02
8.554641097194769575e-03 2.701890163979000278e-03 6.587095330603510990e-02
5.694851209749382699e-03 5.494882265070937834e-03 7.248193313865555765e-02
6.722907288793671457e-03 5.354558545813108833e-03 8.478067206292383418e-02
9.039900221554476173e-03 4.542721584541195394e-03 3.880085947654237505e-02
6.404204869829460342e-03 3.726224463850240538e-03 5.395082426883472670e-02
6.802828754429842729e-03 7.307820167844533005e-03 1.273408166553519072e-02
6.405610839510873095e-03 6.720749982529982541e-03 5.826527250206949698e-02
4.888842528657813503e-04 7.842203278427975835e-03 9.918628825190911602e-02
8.432488933096739551e-04 7.250501068524757391e-03 2.925958486681445175e-02
5.251030774462255024e-03 9.154828418787924749e-03 8.025005079124498952e-02
1.613922306240382718e-03 8.676268151951099057e-04 4.630797003808133361e-02
1.669163932287830686e-03 5.874040791589683203e-03 9.014895776684521411e-02
3.745891276615271161e-04 9.289637434347229952e-03 1.180259410465231938e-02
5.510966316235168215e-03 3.601762331379034995e-03 6.600106976002016734e-02
7.001189712666043693e-04 5.339658275977017012e-03 9.624275105742688408e-02
2.226834422476146533e-03 5.825025216050070363e-03 7.174704194298098248e-02
1.788441087508342141e-03 6.605998728407972906e-03 4.798248002528301276e-02
9.929106094774955288e-03 9.786702400147959460e-03 8.900863672959337392e-02
5.221655324816477494e-04 2.093045593745422161e-03 5.353225300645095969e-02
5.999880062172543993e-03 6.694622200669440165e-03 7.578702216627089538e-02
5.465182580067924970e-03 2.768223323036724751e-03 9.414391203345104375e-02
6.331039949651722822e-03 5.955253240529137168e-03 4.480157472098301313e-02
9.296589961683950423e-03 5.641399672115561190e-03 2.382712013148963193e-02
4.474335758211004689e-03 3.071495585063913590e-03 9.317918612480916019e-02
5.200831206227348943e-03 6.910259166638634725e-04 4.773809643147151893e-02
8.626225692033907128e-03 7.058827297918080987e-03 7.635850987204567675e-02
6.660604726788353115e-03 4.426674584450932329e-03 2.425366268273643558e-02
1.736978316311023080e-03 9.302974867501707283e-04 2.718222233549714983e-02
6.399357430842208747e-03 9.345164537973580168e-03 5.645872971085971054e-02
5.966286372906467322e-03 3.968486938128025043e-04 8.114036972125833469e-02
4.929666308050074247e-03 5.449832950405068604e-04 8.658763866719221269e-02
7.955688368320794693e-03 5.243458957960009381e-03 1.404326448585129818e-02
9.321633881595502505e-03 6.091267822336834080e-03 5.426728287924885430e-02
1.614818310147797271e-03 6.916045759572552430e-03 3.077999559045654226e-02
1.994031264372344171e-03 1.502801025199212949e-03 9.403669690632075751e-02
4.784140811399623474e-04 2.850855582916523873e-03 6.995803024466910880e-02
5.563127613373086873e-03 8.615086687703216520e-03 1.575198103059157959e-02
6.559451053762926399e-03 8.438910587557992699e-03 2.606670791485764943e-02
1.077232922460891976e-03 7.325640843666038522e-03 4.329327409213541006e-02
2.470700195138239054e-03 4.611780969775503176e-03 4.206683281887863696e-02
7.816813900814047200e-03 9.987871024736758377e-03 3.284356833909420070e-02
2.384031262344267401e-03 1.501895831638154228e-04 3.614053348392470832e-02
7.188578156550102898e-03 1.818284561625101712e-04 9.901111250043073686e-02
8.136258237503569274e-03 2.821216682966625616e-03 9.277016303196923552e-02
3.843823944984303166e-03 5.635027470252492246e-03 3.013068031661625401e-02
2.202655618394929425e-03 1.066751025465577461e-03 3.887841311306335784e-02
9.005928408105380936e-03 8.192666029915181801e-04 6.776046040493456657e-02
2.814175194968454932e-03 3.156978654843557155e-04 4.880106227467381763e-02
7.612082605447162940e-03 1.416235724857306403e-03 5.399544149557713307e-02
8.595757469520345223e-03 6.065609334121550324e-03 2.759649782548970892e-02
6.849266618378231988e-03 9.321371509731541868e-03 6.224919435611237645e-02
6.348496262071288629e-03 8.187712942133336391e-03 9.056960918614763434e-02
6.044482481590656570e-03 6.759723011388846063e-03 9.119955932787812691e-02
