# κ ℽ g
6.708005216220958196e-03 6.258900642958245206e-03 6.846530450784993511e-03
7.737102085361328508e-04 2.766052654352226014e-04 4.744007014100520836e-03
1.129641035980000468e-03 3.631519109886551400e-03 4.390096756701248985e-03
5.752178341223359616e-03 7.698554686272534274e-03 5.366377431838963326e-03
7.622377118933704523e-03 7.666708741886191746e-03 5.150603898952363195e-03
5.432257100656667261e-03 6.201910185356347173e-03 3.781710115468503441e-03
2.380026986338706387e-03 3.256640154625345829e-03 2.999696391247609444e-03
5.387231268919070309e-03 3.240388834875327154e-03 3.142904418970607957e-03
7.934535515731895930e-03 6.191697247561935707e-03 1.014597688723424757e-03
4.373397555511726251e-03 8.614445186174900237e-03 5.540130328172879377e-03
1.162400760165417223e-03 7.158400588609008415e-03 1.358166395234896955e-04
6.786562588710757550e-03 7.726407238348047268e-03 2.975045813926802205e-03
5.620643387624394641e-04 3.755605355469226504e-03 6.585939494332259010e-03
5.025266687053277573e-03 9.635180773101608906e-04 1.683064280396289695e-03
8.770252393332225380e-03 4.009879924938316090e-03 2.850779741658057784e-03
2.077914346519178519e-03 6.877145017277427191e-03 3.641123016796915871e-03
1.404006413579998985e-03 1.285654853063244400e-03 3.057333340495272788e-03
8.329371244615930286e-03 2.652355121316592526e-03 6.610571758663399446e-03
6.558106095378009488e-03 6.248781265306791420e-03 8.123695861764248724e-03
5.852284169772994406e-03 8.248703278006577419e-03 1.246572514536568128e-03
4.648028434233355231e-03 4.783835658825361732e-04 6.702659463131027152e-03
5.433420337113154669e-03 8.479776353899822275e-03 2.720585476601898329e-03
7.354850355225782399e-03 5.294883060970208277e-03 5.411805585194870427e-03
9.321159424970654889e-03 1.341605204513094665e-03 5.848031066720210149e-03
7.088612100648357048e-03 2.650219686207453372e-03 2.228242305871642754e-03
6.553355718210971889e-03 3.141178221218161089e-03 7.954831240492602276e-03
8.881229482360702629e-03 6.236612661035742522e-04 5.857953904512548139e-03
8.761711542879899173e-03 2.869526820799049235e-03 1.745001878617154440e-03
8.218394034886066651e-03 7.907994265730930103e-03 4.177368103609042232e-03
3.661189516329700373e-04 2.173542285218170791e-03 6.840690067504263429e-03
5.912570301057242309e-03 4.990224258366216144e-03 9.491406733854504049e-03
7.934725858051983743e-03 1.534297209438111823e-03 1.210680799235220326e-03
9.682401098264037083e-04 8.255708136116094581e-03 9.186539687618160838e-03
4.855838337974127325e-03 4.801870816948359405e-03 9.950240933122208795e-03
1.214950411496212770e-03 8.108616371793954045e-03 1.847124379154547070e-03
7.673819631218993000e-03 5.693199975922285175e-03 3.059769799490949516e-03
9.385666966134022585e-03 7.272567544959583283e-03 6.340151822756730400e-03
3.010107524530908005e-03 3.307565463169429617e-03 6.415876168257407183e-03
4.927609393814428446e-03 7.506699556186414123e-03 5.939574513045258602e-04
4.516076932938309883e-03 3.588240724205690561e-03 1.446826355112761694e-03
6.438753634715870325e-03 1.674698692040149867e-03 7.507403107697512533e-04
8.317788581044245275e-03 5.910864096614824696e-03 8.859695187182407491e-03
5.306105423359734619e-03 6.778045186049612252e-03 1.065250122136729991e-03
9.373452229002623287e-03 3.408764533453300738e-04 4.283006507752438845e-03
4.208847131707490336e-03 6.242117046685528858e-03 3.685204497511610552e-03
5.714274246842259396e-03 8.512831830107498582e-03 7.768414619313474163e-03
8.625211144174893627e-04 2.986394084549186083e-03 1.968256374922381161e-03
8.026337971535540960e-03 3.491922684359445583e-03 1.267826163020317840e-03
5.355146112003979740e-03 3.304996119317065491e-03 6.776813208698199802e-03
2.891972972854132354e-03 8.951957214532371004e-03 3.145731296347175233e-03
4.067353714046552902e-03 6.063346783683118239e-03 3.225090805426027423e-03
8.108590446468394095e-03 3.771816903124527737e-03 9.539708968890793159e-03
1.098022014410601332e-03 2.318210163616839822e-04 4.472373383704323496e-03
2.593070940139334708e-03 1.959597396335970541e-03 8.563676859332809005e-03
5.404794994067106499e-03 2.369808548813255415e-03 7.642554572621630855e-03
5.739136668948325269e-03 8.431338179275910333e-04 2.825879723036611810e-03
3.451980386911164024e-03 1.989499492986081686e-03 7.455269126630115727e-03
3.583984155860147399e-03 8.266042502180291195e-04 9.818653724419805495e-03
7.470337276645640928e-03 1.167360511092015380e-03 8.632889151850723980e-04
2.523029916796791679e-03 2.315727286607339921e-03 3.076099498434340784e-03
1.028559265304315479e-03 1.565769322028792579e-03 4.102897539464175902e-03
2.709096711105916152e-03 7.318068008783579388e-03 6.484516526339635569e-04
8.749512890827770145e-03 6.229991649596510958e-03 6.933999375867245032e-03
5.453362863661578679e-03 8.673100677730641132e-04 5.343221681552947537e-04
2.955892605527432344e-03 5.659665141712022680e-03 4.758473883462496778e-03
3.680091904648441145e-03 5.132639804952751628e-03 3.971564781186052821e-03
3.216354363132619722e-03 2.057155682051170498e-03 2.735835263271173354e-03
9.581414173464997477e-03 3.841327333698440257e-03 2.316754732110487113e-03
9.559333323189719497e-03 5.991112205444239572e-03 6.522078844470316321e-03
6.487498299028352606e-04 6.388059944082694584e-03 1.114421544947134281e-03
6.515035731546551384e-03 8.960322836612738887e-03 1.733521770493292235e-03
8.988013669886831328e-03 9.646249704425159666e-03 4.332899339314985263e-03
8.458551241014980460e-03 5.269252092452107912e-03 4.163275016865862141e-03
9.704042628170875956e-03 6.534622172398706769e-03 5.058327589934228687e-03
1.402896362856445459e-04 1.352038151729443530e-03 1.373905597785594597e-03
8.153809082928674054e-03 1.301329887434054568e-03 5.020338175624570066e-04
1.952771399931654914e-03 1.843883457000063380e-04 8.850337041228666102e-03
3.346464939199414370e-03 7.724989094877648087e-03 5.288732400296943144e-03
4.856071840420804996e-03 2.495578345914596912e-03 2.966482000635156310e-03
5.499052695340362479e-03 3.893997201713419141e-03 1.165144691929336862e-03
1.570608344679655724e-03 1.780073031741255096e-03 9.294593347478995529e-03
6.296172126607313228e-03 8.402650740770284746e-03 6.190114637974426792e-03
1.985549136007413312e-03 2.384799159532046374e-03 4.544457780979728814e-03
2.167433311735067741e-03 7.456297050944799346e-03 1.665856214524664373e-03
6.905760334244696527e-03 9.763033626632656309e-03 4.205501536356598619e-04
7.823126351162468586e-03 6.121112338984729777e-03 2.329224072469296154e-03
3.202801447742205962e-04 8.427513489405112981e-03 3.815112917277767692e-04
4.944590221908519781e-03 2.696360465463777840e-03 6.751628528125198925e-03
1.163729666685892755e-03 3.309814979085890820e-03 8.046063256542994313e-03
7.344625066212622649e-04 4.768383735977425007e-03 8.192340011162315208e-03
5.007660693176586159e-03 2.998219722185539119e-03 9.461173442311378301e-03
2.440449897848311241e-03 5.504873830268563507e-03 2.997481449241479277e-03
8.486303454199609075e-03 3.131294849581827376e-03 4.457047434455104276e-03
8.543551399908980853e-03 5.913357035729145499e-03 2.568294598843465313e-03
2.659046712247577736e-03 9.257960976175884024e-03 8.179902960892973876e-03
8.666608928340443704e-03 3.133813423752655411e-03 4.981752027174287875e-03
3.168042274324759777e-03 1.984816100906386903e-03 2.460506971744154652e-03
7.354033123315274062e-03 4.228337313673699409e-03 8.605160560647812616e-04
2.224197747045296523e-03 7.436800622617749379e-03 3.186676191385648480e-03
9.651489468344267089e-03 6.392480718548298850e-03 8.343001975889054525e-03
2.742057304426683407e-04 7.514524686517695196e-04 1.519461303533988037e-03
9.392885617088124212e-04 4.540281184030372716e-03 6.156064183845633316e-03
9.524039586710655522e-03 4.180761824135214785e-03 8.574568987554586144e-03
5.191730071265357634e-03 3.018659880702833937e-03 1.000055657424016179e-03
8.460946710777655921e-03 3.796480736070511047e-03 6.253026896494493295e-03
8.679769410546428823e-03 8.372895058486566275e-03 9.692700847631520802e-03
8.213141236685764929e-03 4.713103385909296443e-03 3.145151941277215570e-03
9.639082720286920591e-03 1.445314856098888889e-03 2.480118261621306990e-03
3.431076461378693414e-03 4.191145774696927555e-03 1.029945153586100183e-04
7.038152434726876669e-03 2.166322673883942177e-03 4.007155907868518302e-03
8.915267217830886298e-03 7.134330957293565957e-03 1.633069974185672900e-03
1.503144819844264186e-03 3.869382334367107556e-03 7.927395554037691000e-03
5.647522956723438842e-04 1.928580672700266853e-03 3.845041711818607093e-03
8.954833923295730386e-03 5.508897113551519328e-03 2.342515484444056793e-03
8.941679116588056170e-03 1.895232369744488015e-03 8.953430837746833779e-03
2.126583346065183920e-03 7.987679294685978010e-03 6.711288657685446184e-03
8.536334479103187267e-03 9.721027911630675603e-03 3.485033911300433346e-03
6.607875250593879014e-03 8.112542406940802600e-03 3.749723900701761384e-03
8.173962677823937498e-03 3.679157729212046823e-03 1.722773016449456740e-03
7.833310312885408133e-03 4.459751423727128551e-03 7.973565938182254273e-03
3.579438726101787961e-03 7.310710068326448444e-03 8.842177323413512660e-03
5.233656354174878386e-03 5.738581584411605457e-03 6.764248687354043089e-03
7.447969840510804650e-03 4.678028449436855661e-03 8.875934756464077396e-03
5.327310674100960847e-03 4.511324631663020217e-03 7.709396800119141385e-03
3.517435211994485080e-03 7.856589208345855085e-03 6.644806581073015722e-03
5.767693625587729141e-03 8.160019707054651933e-03 4.637273484116749209e-03
4.291009129830366219e-03 5.557115940074369535e-03 3.585336406309304075e-03
5.568067501990910106e-03 3.875060831709242759e-03 4.574374564780937270e-03
8.889049810086539077e-04 5.552119999765791312e-03 7.407528940757116334e-03
9.448534484196947913e-03 6.104523141153558180e-03 7.975568757244727580e-03
1.650469219865691520e-03 5.834933921970681704e-03 3.577063160840854533e-04
2.476611870822362661e-03 3.469086493078152224e-03 1.585967888997224769e-03
6.702976718057217231e-03 3.707397882509938687e-03 7.624683400133104756e-03
9.462724626040601786e-03 6.675408678646437520e-03 8.724530293839226694e-03
4.708059640890211242e-03 3.001146857282011981e-03 7.499042440178536884e-03
5.239852287136847857e-03 4.963850124883447887e-03 8.403454011110427987e-03
6.414696194359680373e-03 5.436816346825196732e-03 6.193340827872157416e-03
9.485220612025824921e-03 1.628438677925241832e-03 2.602606561247230912e-03
8.239281698876027571e-03 2.026295323138796976e-03 3.623450315890507610e-03
3.971431158257812330e-03 1.084537320780343912e-03 7.420787522536327228e-04
6.181958778256301835e-03 9.508432849912215948e-03 3.062415208666031258e-03
3.594239948072250421e-03 2.701276250317889097e-03 1.212458437746664680e-03
8.508902418536214846e-03 7.797549998040541677e-03 7.604533682260188575e-03
4.821258063625341247e-03 3.525868523266634160e-03 8.213695473611904926e-03
9.779705187063987212e-03 6.413512711471127357e-03 1.782650982519256265e-03
7.684658285836688980e-03 1.081231882214393107e-03 3.793841974782516044e-04
3.459715664300166450e-03 2.012761342740089845e-03 3.537427698583205712e-03
5.700395814377791359e-03 6.936130673037125584e-04 2.679178632135929480e-03
6.441812641269080257e-03 9.127326214546678876e-03 2.931553033955007579e-03
1.921133403348128550e-03 1.577096012618964737e-03 8.327386964226456481e-03
5.731656480558443637e-03 4.463705722253143680e-03 7.001728971361724160e-03
5.011818687638268724e-03 6.368661151895388915e-03 2.965053444451752358e-03
1.417513610735857740e-03 4.565404441158675032e-03 6.870183014675692278e-03
5.046260143719135879e-03 9.896072781441053040e-03 8.387907640087925373e-03
6.497290235871858687e-03 3.491746952896669989e-03 5.289790274511338951e-03
7.336534392862906727e-03 7.650685241095047523e-03 8.220260207880598219e-03
4.101783793781969313e-03 3.174186833452882620e-04 4.840520133164475172e-03
1.836875868503564171e-03 4.666655332175117729e-03 2.652411791372631406e-03
5.004227512334007665e-03 2.594847288055123977e-04 1.040082659935905951e-03
4.822261799245353489e-03 7.487647946992997960e-03 1.833304502740985787e-03
8.639371856132204916e-03 9.664203762673895942e-03 7.967888756817217630e-03
4.181456208539036795e-03 5.701553497288581671e-03 2.891518343907519689e-03
3.618745336702211719e-03 9.845482068446273841e-03 5.721098106297970408e-03
3.544429798886970448e-03 5.068989269541256809e-03 9.705542185390679533e-03
6.172720116468535800e-03 1.151793394357740821e-03 7.454350449778682393e-03
3.094750925571046300e-03 4.032916058528229243e-03 5.936113610143288997e-03
4.014902385357641511e-03 6.360153459578342730e-03 2.595570603643702901e-03
8.380402659969376361e-03 1.838951701049439114e-03 9.459491431867772873e-03
3.075146885320645309e-03 3.010860282156185321e-03 7.161119209349807099e-03
7.431404228108686415e-03 6.188395902405378034e-03 8.760595193889464741e-03
3.459051696232078813e-03 2.074141210830032951e-03 7.238578912703819493e-03
3.111749947436066692e-03 1.059191098776883500e-03 2.630490777029258296e-03
3.049736288007300674e-03 3.708374107577912249e-03 5.595104944929365706e-03
6.570934690008086538e-04 9.605761536928880684e-03 9.667091620595652177e-03
3.849876441882300621e-03 9.493225248807834679e-03 9.033328597337042867e-03
6.313054571952705050e-03 1.122642492941985275e-03 9.220444727070335744e-03
4.477661519509092830e-03 9.004202741175078989e-03 6.642755880830812122e-03
8.830229701020275018e-03 4.344711231568866745e-03 7.365853297207806440e-03
3.732606843989344416e-03 9.096051113628617112e-04 8.248782046208646577e-04
1.236412878585664012e-04 7.725489951935160353e-03 8.848220854535251978e-03
7.015140433617061098e-03 8.903383041265873488e-03 6.719744439674496181e-03
3.596053540353673361e-03 3.260371658367668297e-03 8.259463337380030037e-03
8.251710520037997681e-03 9.887122898895810141e-03 2.396313667445730371e-03
1.458245619640382565e-04 7.642134447498232560e-04 5.059295139646518419e-03
4.571869844109585287e-03 5.203298089737228363e-03 9.847621936110344601e-03
2.473839280724371079e-03 4.931265887176457079e-03 1.242049709080992985e-03
8.669696418394386801e-04 9.684000207351663517e-03 8.280670040462746392e-03
3.218866425150715763e-03 7.569701585822398264e-03 9.140514066886025338e-04
9.645719604925603180e-03 5.186561213899368826e-03 4.168817329494409196e-03
4.164508442900433267e-03 7.863427577930749354e-03 6.592230231074708117e-03
4.004061524414900125e-03 5.986604599611478061e-03 9.286137401948368550e-03
3.092410740422791519e-03 5.029894971249296298e-03 9.390117435156343159e-03
1.862004654422588171e-04 6.565859253464242928e-03 5.427824913531656284e-04
2.837519741430980132e-03 6.382705232136726310e-03 7.386733343313219360e-03
4.683584016298772412e-03 3.282168886434959094e-03 3.258125374829932020e-03
6.406512528578259778e-03 6.894381732609317602e-03 2.589954051821251931e-03
1.513705791103593613e-03 4.263938523172189701e-03 9.787002117464397091e-03
9.939261067836374988e-03 9.516425612402125769e-03 1.959147092876008592e-03
2.139218029531121060e-03 1.793431593156781783e-03 1.949077461037160069e-03
2.257242095555467634e-03 3.501629829467548059e-03 6.426939488417681735e-03
3.592768559390458957e-03 9.918826721003330335e-03 4.997909040916169790e-03
7.394054495800354496e-03 7.285204727756196437e-03 8.652086046947341652e-03
7.825456351213082437e-04 2.496549856276717751e-03 8.432061589265904544e-03
2.648071067313498197e-04 3.020892600700192561e-03 8.792766791423394304e-03
5.199501429470354714e-03 7.144459823491234977e-03 5.236855999525751558e-03
1.924687597074939849e-03 8.069240447623261467e-03 8.911506556942583659e-03
9.395281594643079687e-03 5.887386530676471177e-03 2.296896913925632316e-03
1.514412673867263992e-03 2.514790969466974401e-03 9.832603553071184860e-03
7.196137676449686216e-03 2.644285854564809666e-03 3.172456933678865056e-04
3.717549600600228519e-03 6.268809489648316004e-03 4.571980150447707038e-03
4.416572885707954581e-03 6.613124808200463757e-03 8.140895937423625259e-03
9.166848972696744341e-03 1.363594675556475651e-03 1.787183711480233366e-03
3.500051175863366955e-03 9.013214637100312038e-03 5.533707563888667653e-04
7.230906702643674633e-04 3.260965598176122134e-03 7.135997430684124475e-03
9.700476448681223662e-03 9.601418606174361159e-03 6.808537033132212824e-04
4.683057466301821826e-04 7.207755385077156511e-03 9.679714053935230267e-03
1.347364994325984597e-03 4.944914125109906499e-04 6.248599769713445405e-03
5.769148447553346798e-03 7.510463156103330991e-03 3.640241569783713924e-04
8.957578130879760916e-03 4.039200116328308700e-03 6.937201053120103413e-03
9.356741592279739159e-03 3.798834617637264748e-03 9.359692836828213680e-03
3.186605263498891883e-03 9.880454348393494929e-03 5.206460875809470513e-03
9.644367912201067330e-03 6.783684592389649382e-03 8.677160637253572562e-03
9.445730430628733465e-03 3.115706226820657947e-03 1.095139285274760593e-03
5.594295082643518761e-03 7.349098496742464091e-03 5.490082291688972750e-03
8.789869233530419462e-03 5.903360189594510088e-03 9.559976608410245338e-03
7.291669177215058355e-03 4.920941035605259917e-03 3.515727114821932519e-03
8.530542961157815129e-03 9.861538272592970319e-03 5.641341380292465291e-03
9.490781794286539536e-03 1.101455137991357616e-04 6.361242117050734148e-03
3.387554423589383707e-03 5.637681041105041535e-03 6.860106244592457762e-03
7.268566842360608959e-03 8.121818211157177947e-03 5.176584093832506568e-03
7.036828879617137988e-03 8.769244380572190772e-03 7.808378808055728600e-03
9.608141632893836895e-03 4.978865942083541239e-03 5.058664013682230521e-04
5.845610588234767318e-04 7.761737494240561345e-04 5.023445435971217975e-03
6.661601091383864302e-04 2.828886732012119722e-04 5.086295549833200029e-03
4.465470849915514732e-03 8.486395826961527777e-03 5.706896787964177778e-03
9.248344233040132686e-03 2.955355287735334912e-03 1.223785758610073434e-03
2.911136099311819551e-03 8.147014914139391953e-03 5.143893097030786260e-03
7.365900941882112980e-03 3.471378121218955237e-03 8.437586014177881483e-03
4.728296101429940723e-03 6.057469689819342494e-03 9.065921508501339349e-03
7.991692653046255854e-03 4.822201424286925824e-03 1.505540885429413689e-03
2.345166840201657471e-03 8.950283827931425308e-04 7.755273535060247872e-03
7.020312851746256765e-03 7.171886848826488844e-03 4.231193351855276098e-03
8.362517370327747501e-03 8.270077167930066147e-04 1.000346414772449507e-03
1.946538071783265574e-03 1.911861918578073791e-03 1.106701321921200283e-03
8.214202724736234876e-03 8.464867078695634262e-03 1.282391873362058151e-03
9.224040249727120250e-03 9.143643031495219536e-03 1.384285817047703872e-03
7.208112206266371197e-03 8.739721359750837401e-03 3.356284682462386260e-03
2.205581658058220623e-03 7.312560476807498933e-03 5.217552367440074328e-03
5.713283067793355555e-03 9.280923486753290402e-03 2.671662415898564281e-03
2.381133058173890739e-04 8.332708706666733245e-03 8.817523864706652489e-03
7.086497449279121480e-03 1.849964919230852626e-03 6.371355901199558108e-03
2.301194696829560963e-03 8.232890187170003107e-03 6.979180424397827404e-03
1.591933329391578269e-03 3.896236533127851297e-03 3.805747457248201057e-03
8.440259596083994967e-03 8.554255974619917949e-03 9.915557282058640523e-03
1.641930451985410032e-03 3.152121261175275333e-03 3.588567238197766171e-03
7.538933011962689786e-03 4.314257869941438492e-03 7.413592517156824407e-03
9.912150953408858586e-03 8.886721788643876102e-03 6.579796655371838998e-03
4.188165105078322549e-03 4.534146367598539465e-03 8.558597853267223624e-03
6.873622431266529671e-03 2.660840951959455962e-03 1.083522633784150552e-03
5.030804738417779011e-03 6.833656981355446143e-03 3.241074476688925784e-03
1.671690138716245286e-03 1.521116304490029852e-03 4.900826817045836857e-03
4.725905585134571735e-03 1.041820296448429332e-03 8.200814983305835040e-03
8.336542100041689080e-03 7.093317937092014254e-03 3.595139339726129840e-03
9.530879830472460679e-03 8.508185266804762018e-03 3.483031408356354088e-03
1.466699410339805448e-04 9.837240569659549266e-03 4.911982613371845136e-03
6.845273334249084816e-03 5.772389140569378352e-03 2.805689687894139753e-03
8.235439434870078096e-03 7.811566296464707640e-03 3.194855726041496806e-03
5.351782317617756989e-03 2.846120356594118109e-03 9.448990636398597875e-03
5.671586070164083906e-03 5.311489763225872227e-03 3.474239109623078903e-03
9.216863258117874783e-03 2.338270391710969582e-03 8.434483820477827387e-04
6.281438662945264088e-03 9.786726552061445969e-03 4.954541046436485539e-03
1.225309615260280224e-04 3.083968946145904111e-03 5.959375059778699614e-03
6.608964958409260966e-03 4.251284755818090545e-03 5.517227837418810059e-03
9.337243449845357424e-03 2.115290866605592113e-03 1.852353962757354033e-03
9.104347250919957819e-04 4.911339005546918636e-03 7.272920103270181895e-03
8.420115147326809324e-03 5.442714477072216339e-03 4.747111737920089655e-03
6.831768274106105867e-04 6.309311473789651348e-03 2.021539702994636610e-03
6.338139839356482334e-03 3.728311003636220877e-03 5.099781956808839469e-04
8.782006106507292756e-03 9.340333475240880645e-03 5.842619731843993677e-03
6.825056545283336197e-03 7.979955001321484970e-03 9.275506103099132732e-03
3.449359555167196435e-03 5.275474544982298487e-03 1.766657455128228978e-03
6.596340112922423164e-03 8.822210138119656589e-04 7.069840895272611232e-03
7.961488766315815563e-03 6.557155791883068074e-03 1.867405875977308852e-03
2.466242049680089903e-03 3.086438655766829669e-03 8.058485883958396712e-03
6.037827332351398957e-04 9.322432081044492586e-03 2.142161096586524868e-03
1.329476864484228297e-04 2.916831180845845832e-04 8.530546769238030874e-03
1.056395093147247631e-03 7.963871456093467652e-03 7.510912504828895497e-03
8.124330229293999506e-03 2.713618846201597506e-04 1.104929900086338082e-03
4.442343306039421742e-03 1.417164363647387864e-03 1.200146794896765189e-03
2.790710998660661936e-04 7.336643327755658882e-03 7.748516058895068073e-03
6.261312433582149999e-03 2.249511544385230950e-04 6.848070330051202886e-03
9.408172917655711204e-03 6.609023838490006054e-03 3.251603507047201580e-03
2.956847624824972872e-03 6.012401482414197681e-03 1.819014984729930935e-03
8.160495775083950395e-03 5.572036721761926097e-03 2.496321053100274308e-03
5.905283946053695339e-03 3.374617662961277784e-03 1.267324901279542058e-04
1.112838433104676797e-03 8.399512433649971438e-03 9.919316439807434466e-03
3.771592782567351025e-03 1.752831806495448166e-03 6.193636317648428154e-03
1.206375573648263855e-03 1.147038118460673092e-03 2.253668043417084502e-03
6.849513135782322234e-04 8.820394807106462023e-03 9.187464897666535943e-03
6.760487820294551822e-03 2.657152213843183911e-03 4.390553697024628284e-03
7.496327222333010187e-03 6.177359200033657495e-03 2.427050702789943903e-03
6.293466326656832173e-04 4.664787834911207978e-03 9.951261125436523455e-03
2.298032606782948739e-03 2.307984270969859735e-03 9.998822982455680269e-03
7.123058146928405027e-03 3.719479566961906604e-03 2.662406428512537819e-04
2.229084306693845333e-03 4.007234112587501965e-03 6.634554283732945097e-03
1.001405836719471620e-03 7.316206247067752987e-03 1.379241254210435488e-03
2.879161122527895689e-04 4.010756868167344308e-03 6.546694325467872742e-03
9.504101940694273387e-03 1.127893809409814168e-04 8.324369873950656501e-03
3.130443143294631917e-03 7.124366486759010735e-03 5.259343421611064294e-03
3.567909542736359945e-03 9.424300032221640325e-03 7.411826560174260108e-03
4.296383758467341857e-03 4.773434161599665083e-03 2.090204581060437199e-03
9.331305971744065231e-03 6.356356062639224175e-03 1.057016824767635513e-03
5.459115969326544873e-03 6.534699657985135711e-03 5.531180679032505695e-03
2.672638318162748067e-03 6.835410625316593741e-03 9.727874451554900312e-03
1.425699795064437787e-03 4.478950500128585886e-03 2.611739038440610578e-03
8.859829716873995550e-03 9.706736515664612236e-03 8.243623367527073281e-03
2.689061413903582384e-03 7.142441401725702424e-03 9.655894019245943316e-03
4.229928715154105193e-03 9.505970111715507376e-03 4.236421369220754428e-03
9.351360308170375904e-03 1.166846077994420413e-03 8.448389995279092374e-03
2.562193167334665157e-03 5.722678137239451714e-03 1.542435655469785206e-03
3.094816961391316616e-03 2.207368201116190025e-03 2.886729101959130579e-03
6.259160729572018841e-03 9.203929815724704380e-03 1.490388751285851498e-03
9.173701199103292264e-03 1.142109234559913469e-03 6.533464285124954141e-03
2.106068550519565701e-03 7.447831235634929346e-03 1.384098081318340789e-03
9.951218824710766214e-03 6.115076399356974245e-03 3.203563826901433161e-03
3.142632440672761106e-03 8.697836383574535438e-04 7.626004220353048771e-03
9.034916191946764513e-03 8.206422751840976304e-03 8.909516039367827711e-03
5.556485604853397299e-03 5.323021079855936796e-03 8.202835466196996272e-03
1.650036258235344040e-03 6.286191220604453109e-03 1.740529382542670709e-03
6.689763367838520540e-03 4.376840536291050528e-03 9.756852234764738785e-03
8.980774014951873468e-03 3.364901068731346897e-04 2.987912235332361357e-03
2.010971697405418424e-03 2.231553874228486855e-04 9.439593398005581212e-03
9.624330461416653534e-03 1.310383632648406786e-03 5.826826517909940856e-03
8.169756834956156538e-03 2.131606581072075304e-03 4.113768939254787513e-04
4.871929160953043314e-04 3.523865245109928605e-03 6.816300109045662220e-03
3.985033809488973053e-03 6.101282832519757532e-03 4.105743517610237030e-03
4.901117359709571131e-03 3.318809428190926981e-03 3.781396932331742428e-03
8.775206932300529117e-03 6.748974698563005650e-03 7.202219286404619794e-03
5.977478051866867183e-03 6.499655458503766220e-03 7.561594166442613639e-03
6.390117369012371720e-03 7.466711480104745030e-03 4.442234341579602043e-03
7.848147185748607230e-03 8.677570020058875469e-03 7.298989374035912137e-03
4.846904604660820515e-03 3.278098810182352319e-03 7.920916729243481641e-03
6.774292978988889422e-03 8.483387919000292751e-03 8.703447622648392487e-03
8.257672406737418674e-03 1.288175724066047915e-03 7.970687142306179598e-03
2.651767214863490034e-03 1.356434032760440956e-03 7.895700300902998986e-03
1.369913192919369445e-03 8.926082233988983684e-04 1.626326531948702522e-03
2.524019345750657881e-03 8.529976656219698250e-03 1.505701494977004773e-04
2.212055971485324575e-03 5.660874074325107468e-03 9.376951849470174447e-03
5.813663502620749872e-03 3.511199565759793619e-03 8.949997997685745985e-03
4.471625048943611222e-03 5.354628067185590590e-03 2.323373831709354704e-03
8.260079892712973021e-03 8.446551731030940702e-03 1.873722162784637307e-03
5.778483469427742394e-03 8.048612484856035656e-03 2.460574900980435752e-03
1.414964569004718668e-03 2.604206726898054304e-03 7.822622544100620023e-03
4.897900532707779968e-03 2.749378085016462858e-03 4.792565136190322407e-03
6.454097942832516923e-04 5.720734968306153030e-03 8.808958188385975635e-03
8.979309473971693045e-03 2.668208976464633148e-04 4.291995702528047726e-03
7.025984513019388998e-03 6.980153669305677946e-03 8.136596783536688068e-03
6.283201775980419221e-03 9.476224905344225041e-03 8.795835942576131841e-03
1.312492068758711571e-03 4.201791889006541852e-03 9.342546846870544361e-03
