# κ κ_c ℽ g ΔE
2.125049471609997205e-04 1.753779191689676219e-05 6.231738666238262163e-03 1.198661848866897604e-02 2.121343344507200968e+00
6.265869235619446346e-04 2.389634637577879386e-05 7.019371419216558980e-03 1.173033590798458654e-02 1.832239414710049807e+00
6.376827956707022691e-04 3.297730966300736684e-05 5.138853083581065330e-03 1.236404002070853013e-02 2.018237875386892810e+00
6.033348659355830795e-04 2.823834165952842398e-05 7.286932211716719981e-03 1.333831145021988421e-02 2.392970530333745849e+00
4.592029500148791816e-04 2.269328937450203288e-05 7.265130470356085529e-03 1.211552399510148689e-02 1.979139629042905968e+00
5.518832983595543763e-04 1.972395514039888207e-05 5.032557417838734101e-03 1.182445424851762475e-02 2.376441963459451578e+00
3.368571381696725117e-04 2.863684799945356342e-05 5.612348561810117167e-03 1.322026190587817160e-02 2.345914330715300977e+00
4.475692513471719002e-04 2.819438415598289789e-05 7.450668853945007289e-03 1.203778532340354576e-02 2.158920576363864807e+00
2.900239766424824741e-04 3.054698540608682906e-05 5.572926811398949513e-03 1.329305142032883441e-02 2.024929346999709612e+00
6.207739227734041573e-04 1.981037926025526930e-05 6.290238537388695254e-03 1.338669647333784116e-02 2.259411867530017215e+00
3.194805180802430642e-04 1.536967489896353618e-05 5.116120454581867850e-03 1.217937835931275081e-02 2.249750095603387123e+00
4.472864600249174373e-04 2.303581012676489219e-05 7.011546063944839452e-03 1.293722311798788625e-02 2.155242067649855375e+00
5.155526122899374607e-04 2.923997206639015914e-05 5.077833158031326219e-03 1.284121287859365905e-02 2.132720511472737890e+00
3.927400755908435183e-04 2.281506110918100983e-05 7.827914145874531257e-03 1.290295718956295176e-02 2.058427870270210569e+00
5.879853935522456583e-04 2.394786271395971504e-05 7.018837681240628137e-03 1.216036975773168716e-02 2.283732261916203488e+00
6.363711033001322789e-04 1.917301202654300769e-05 7.969018715501121480e-03 1.245336184868293256e-02 2.288937544012279446e+00
3.146477216506650453e-04 2.077705755333005672e-05 7.702296542573666520e-03 1.197603708644971558e-02 2.062056290281294224e+00
2.992010240464588046e-04 3.408307497242144473e-05 6.149331309599977667e-03 1.160296923991232382e-02 2.073833297291143296e+00
3.444995899579905642e-04 1.642999328479231887e-05 6.501647110979879088e-03 1.276681181158223141e-02 2.354078147549005351e+00
5.454616100224313462e-04 1.634608195087643604e-05 6.549441005139607953e-03 1.320540007224646484e-02 2.357628466137822176e+00
5.347997190716369514e-04 2.141514663376260772e-05 5.670116289472537305e-03 1.268067870036611137e-02 1.830196026250580754e+00
4.078097671471983847e-04 1.691292513669887673e-05 7.808397851001565131e-03 1.309189991693846498e-02 1.890882798544093690e+00
5.984949788040680495e-04 2.491243223917260358e-05 6.305043455173736135e-03 1.336975116376106637e-02 1.930987850834043673e+00
5.620180017452489768e-04 2.357779739415005304e-05 7.142646083043380223e-03 1.193047926321142739e-02 2.060082417748986927e+00
5.138867707347007444e-04 1.537625050092110266e-05 5.464622969200442701e-03 1.254501806897800713e-02 2.397389244234870542e+00
6.345145191473575662e-04 3.046097679206033237e-05 7.407335101853079057e-03 1.295383127135711458e-02 1.838192635283687038e+00
2.770484619369148883e-04 1.831960927136228634e-05 5.581305154202590747e-03 1.347296692739275402e-02 2.253460573510350340e+00
4.560492955959671206e-04 2.623191579095728216e-05 7.974007525784596387e-03 1.189973034447895650e-02 1.868853662816704286e+00
6.083211917364030052e-04 2.797141293867077947e-05 5.578038866091717014e-03 1.181013500684263522e-02 1.893376545978098680e+00
2.277689981282820576e-04 2.374354993940263009e-05 6.819936578115655575e-03 1.177872588347117846e-02 2.197071955205406546e+00
3.466452436889507719e-04 3.243183739438261747e-05 5.130283678559690447e-03 1.236148258172050166e-02 2.090896861821644137e+00
3.202103529878057861e-04 1.745289377897195029e-05 5.537762681969721906e-03 1.319593705200797565e-02 2.219957040526200132e+00
4.401437474169420756e-04 2.226410934458690491e-05 6.778320739905340994e-03 1.322570622365192537e-02 2.141419919158611407e+00
5.295437195852250060e-04 2.811055484252116427e-05 7.146463255023933862e-03 1.185544757666541667e-02 1.825561279432761141e+00
3.411169909002090316e-04 3.395235947955410486e-05 6.413269959938674644e-03 1.259557018677737172e-02 2.006934065807468137e+00
6.200781638282506971e-04 2.321694937330878402e-05 5.686502495131760641e-03 1.277105932275663172e-02 2.280288847803090491e+00
5.092579152509369355e-04 1.827298863904926193e-05 6.099407377151269682e-03 1.265875358318416591e-02 2.171293745812274523e+00
4.127661936066188671e-04 2.818145027017311628e-05 6.677261643274139992e-03 1.236512356161706232e-02 2.090608984066435916e+00
2.006058035808598345e-04 2.651347256245410169e-05 6.419795778172887948e-03 1.331221194570360311e-02 2.170369701761543091e+00
5.969272244067011469e-04 1.527310408812267064e-05 7.732985740442124660e-03 1.180771759760192163e-02 2.226317829797634928e+00
4.283804674157411100e-04 2.849014680055908804e-05 5.412688818763052717e-03 1.177668320009350560e-02 1.986875875622387433e+00
5.105350256434493901e-04 3.277345068889298403e-05 7.843974972308856777e-03 1.250772961077712721e-02 2.222165312278918670e+00
2.621328724918796783e-04 3.407871390171409945e-05 6.248471627568343012e-03 1.161172312520024341e-02 2.174965613836829625e+00
5.466809812839244689e-04 3.092919864388836106e-05 5.026652692264845651e-03 1.238092728302941752e-02 2.269428852963261800e+00
3.658297675374275735e-04 2.597382185559140138e-05 7.070491366750667958e-03 1.347251089960953448e-02 2.134205895565206124e+00
5.276578189230843536e-04 2.332297109320637471e-05 5.252754887597968318e-03 1.218100198149480763e-02 1.805406458955045146e+00
5.483690357004967521e-04 3.254372462516601981e-05 6.906894884716381980e-03 1.313958702099784007e-02 1.864533495372257876e+00
5.142651572112018170e-04 2.794561585506386985e-05 7.171448594218404055e-03 1.286793797125826769e-02 1.976886873519032806e+00
2.252732535055909863e-04 2.858076758566383715e-05 7.541279577952740912e-03 1.311291103522209053e-02 2.392815890595080486e+00
3.991085911166758048e-04 3.472705256224156153e-05 6.326528683689862202e-03 1.282972567364914010e-02 2.277416959760977910e+00
3.565481679869670988e-04 2.368137312562483142e-05 7.693435416873888912e-03 1.312210291502003898e-02 1.870100265731432287e+00
6.248699629914039686e-04 3.228476779819889172e-05 7.142787370533998717e-03 1.165308853105862311e-02 2.209546559791305320e+00
2.431222495566149504e-04 1.640796317014887989e-05 5.998140115492951036e-03 1.254466146523293066e-02 1.802848879334377763e+00
6.322747192622237260e-04 3.215972942134979291e-05 6.744084680293962672e-03 1.340420095351432632e-02 2.304553304910186728e+00
3.227067076242698591e-04 1.817394691146771062e-05 6.095686310988418510e-03 1.150790892801840763e-02 2.323786795547424511e+00
3.235977461428662548e-04 1.787062258197296484e-05 7.702438356952003365e-03 1.304939330616306306e-02 2.098101566303111731e+00
5.717087401608734369e-04 3.034662756584329674e-05 7.289080289237035229e-03 1.181360333118676963e-02 2.271486344187157780e+00
4.307458862629498118e-04 2.052831968977241378e-05 6.153122674972057865e-03 1.216821423027724357e-02 1.998637120118719412e+00
4.000130478538052895e-04 2.188687179708763880e-05 7.492210528367997807e-03 1.295835892275606395e-02 2.032494572647585152e+00
4.752380381314882073e-04 2.798894003835966415e-05 6.859327300229955612e-03 1.305186112000013623e-02 1.849816881991336093e+00
2.007244097393792780e-04 3.020966232152711602e-05 7.864495086295490711e-03 1.331122746377343818e-02 1.856008122299012797e+00
3.959452897656552412e-04 3.034673430716961873e-05 5.406243184766709557e-03 1.300009618233270020e-02 1.928388847548393903e+00
2.715214561833032003e-04 3.003623941354820588e-05 6.534358909668702003e-03 1.200115174816643142e-02 2.079372410199407994e+00
6.281447045918818776e-04 3.280840237702829136e-05 6.555273836968422002e-03 1.233227383462353298e-02 1.992621533189180338e+00
5.884321451809501136e-04 3.491188912991579604e-05 6.909258478514657305e-03 1.171880045397514190e-02 2.004177928173905165e+00
3.068401842298096945e-04 2.845097165603047338e-05 7.238773346600235921e-03 1.197040228686074327e-02 2.014943260163642336e+00
6.464906203536617763e-04 2.705883462061891832e-05 5.517406849805921686e-03 1.321039205628442466e-02 2.124019135366938205e+00
3.553764049114136641e-04 2.092888750123349473e-05 5.870868777292040201e-03 1.344129761253868606e-02 2.204844716093143919e+00
4.329505957143960321e-04 3.015664264329744073e-05 5.147992317612941696e-03 1.257228502752939271e-02 1.852486377169348497e+00
6.423425582206640939e-04 2.369921902851597777e-05 6.068204940146083165e-03 1.203012072989108339e-02 2.130711169041402453e+00
2.823988002183559906e-04 1.548235013712213120e-05 5.162618172022508979e-03 1.265009716100735405e-02 1.895063745352301154e+00
3.141915303697919359e-04 3.386233661907265863e-05 7.600554717331396357e-03 1.213559299397217600e-02 1.906396267194386596e+00
5.359752241634416648e-04 2.146512742930769486e-05 6.892658861979789053e-03 1.275109814777806647e-02 2.029099786589647181e+00
3.148518307318031698e-04 1.761063057865873261e-05 5.332766899982476633e-03 1.330237918985931883e-02 1.830386223870082540e+00
5.565634722128744247e-04 2.608469887718998224e-05 6.359268048767003842e-03 1.296588106258395913e-02 2.395576606104293127e+00
2.928309333595655256e-04 2.928781415923787691e-05 6.979239744885431043e-03 1.160808192772971870e-02 2.190705998399117505e+00
3.182985884069949021e-04 1.630123375173584804e-05 7.826685129294417079e-03 1.282038373362400126e-02 2.237842828655889349e+00
2.176607324889156593e-04 2.069102195297447814e-05 6.526638807708832514e-03 1.288059435856856762e-02 1.840380884824456054e+00
2.490017758210873828e-04 2.723352847694825653e-05 5.181738189195547219e-03 1.226210864973467998e-02 2.244677712211005538e+00
3.450016860117927813e-04 3.194423268324066742e-05 7.426605740020511201e-03 1.221202282411809961e-02 2.384101973957881704e+00
2.252391209053438586e-04 2.223172987667790975e-05 6.989599355748297993e-03 1.196193825374824819e-02 2.022273353096350590e+00
2.207993821084746743e-04 3.310436827752272204e-05 7.829878998074673441e-03 1.204376220161220909e-02 1.918582944599737328e+00
4.579350370843194738e-04 2.104275674968796784e-05 5.115379123787733295e-03 1.327004804711853780e-02 2.176580170360555844e+00
4.020834286413452023e-04 1.565342652254342350e-05 5.448778227446793646e-03 1.196984700393785572e-02 1.974184837377729762e+00
3.042991859788952698e-04 3.228184119783028295e-05 7.785907124461450592e-03 1.316899044853674788e-02 2.137169756220251848e+00
2.320444812933156566e-04 1.615319111189319988e-05 6.774553711273552208e-03 1.331103930126532019e-02 2.383896776062280232e+00
5.944625315662349597e-04 1.753065952822416501e-05 5.136656712760631627e-03 1.184620392014003841e-02 2.261656006340392988e+00
2.856035772608112510e-04 2.212810776156464787e-05 7.081459141773016955e-03 1.296156967524690097e-02 1.947321017888557382e+00
4.407279481658677844e-04 3.274814739264784286e-05 6.113990043874839228e-03 1.306296376755388365e-02 2.176979230179846514e+00
5.000766369435891406e-04 2.589687483424544151e-05 5.182727542099278481e-03 1.279646750216729099e-02 1.956758641379974017e+00
2.842868758828287446e-04 2.100346800583131247e-05 5.830311234421385429e-03 1.254368085862850313e-02 2.184720181498088998e+00
2.570184846281864562e-04 2.630694861541957557e-05 6.917991415705959310e-03 1.264241099010005032e-02 2.140236098843650403e+00
2.622128082802835814e-04 2.427663175972543492e-05 6.961911096157631651e-03 1.199719268086205971e-02 1.840278664588405944e+00
3.042913231858329582e-04 3.226072093676829770e-05 6.228422884077875962e-03 1.200740298753375651e-02 2.236020011913806727e+00
6.371389356506785553e-04 3.313644316503047270e-05 6.123092791030270918e-03 1.179087648980301634e-02 2.312387232367417500e+00
2.360811105332772926e-04 3.147983206218965763e-05 5.940308348952368783e-03 1.260259003338467208e-02 1.801401330119011934e+00
5.505903443053629734e-04 2.512101857159222706e-05 5.281271865016749778e-03 1.268858694441622227e-02 2.356669064924403756e+00
5.482053627312676166e-04 1.658366571909300081e-05 7.510721639537613556e-03 1.180899664110495080e-02 2.105121480143509416e+00
4.989076557765340265e-04 1.553660359127483978e-05 5.071063236055414584e-03 1.296534487887691760e-02 1.932084642385487161e+00
2.320284288039078360e-04 2.004428892302650476e-05 6.695439310828627671e-03 1.210086518390664570e-02 2.042955731548999232e+00
4.798768171690412669e-04 2.946590491819317398e-05 6.226354999781928169e-03 1.234455871834409628e-02 2.103806425270021485e+00
4.509673192390463653e-04 3.162561141122855412e-05 5.296015215172296918e-03 1.219174056679067988e-02 2.371678159470172353e+00
4.395621140931681311e-04 3.025277885474536105e-05 7.082486507327229522e-03 1.298161399667654980e-02 1.946996201430124529e+00
3.225474554357181780e-04 1.888892924113106330e-05 6.160680552035333220e-03 1.334653225627876680e-02 1.917810682010842704e+00
2.857614271487451301e-04 2.920563553586510037e-05 6.160003076768801218e-03 1.208117826801262742e-02 2.277285364650880162e+00
4.081266204453136990e-04 1.660028000705883672e-05 7.593236449534159632e-03 1.268441720239839310e-02 1.812922514484199388e+00
3.998470228310513352e-04 3.208577934418289977e-05 5.361795438698695355e-03 1.301219055799621854e-02 2.329486207387670760e+00
4.724559278249531409e-04 1.545137642862587479e-05 6.545555664213228465e-03 1.241154073876764644e-02 2.248417848073394065e+00
2.335029194618565480e-04 2.234339037296657687e-05 5.839996495326374611e-03 1.273628689174393161e-02 2.081955009145936675e+00
2.379169021296395083e-04 2.743822759592625380e-05 5.042050837535696356e-03 1.256843044637194137e-02 1.863571611683834339e+00
2.509482684649760225e-04 3.367061865031203049e-05 7.234197891047036005e-03 1.288374830463216367e-02 1.980793490825278891e+00
3.418388760822483208e-04 2.268748022183015770e-05 6.370105231297974735e-03 1.171398115704666738e-02 2.055948772591579043e+00
3.629679437482719235e-04 1.607640608772215455e-05 5.516278959262569011e-03 1.257100923880251180e-02 2.177008601674050858e+00
2.357989043315533619e-04 2.113955871968354106e-05 7.311537998379467537e-03 1.193046372132732999e-02 2.055088139294884542e+00
4.414030708331826780e-04 1.717382827656599957e-05 5.337378083232678823e-03 1.196850369088998771e-02 2.029189141743615199e+00
3.121047374574855999e-04 2.346296724367314930e-05 6.996896876164926046e-03 1.226352973179519260e-02 2.296141872826088282e+00
3.398185020392290143e-04 2.054236843095443341e-05 5.618831261314194588e-03 1.158439046586476340e-02 2.386122949714100550e+00
4.287146500668767004e-04 2.568256983300852000e-05 5.768759999249420227e-03 1.284536123073549627e-02 1.873491558586795058e+00
5.287003354040303990e-04 1.635926592127966291e-05 5.002023693082506724e-03 1.205990915348768497e-02 1.969199671426136167e+00
4.302252922446080791e-04 2.289638652618451544e-05 7.454498339654584346e-03 1.233767457668644325e-02 1.846963263161242264e+00
2.286647359492268035e-04 3.321934818762117939e-05 7.203481006595304457e-03 1.281529395213905700e-02 2.000513744982070907e+00
3.656119819899427640e-04 1.631848018067430791e-05 5.709175706396905740e-03 1.285673684242547368e-02 1.914701131162316106e+00
4.366420065370919378e-04 2.129059398013893002e-05 7.348057500248611484e-03 1.198516228164899118e-02 1.895262407486343559e+00
4.402898265277624228e-04 3.346767897331477654e-05 6.583446422306897527e-03 1.285156018099609110e-02 2.314150758118687090e+00
2.143069994459708533e-04 2.636908007274488353e-05 6.138587047445569211e-03 1.285211147570463133e-02 2.371065207384493334e+00
5.445042038648580628e-04 2.213698368942975360e-05 5.872660362743706633e-03 1.319813342262967856e-02 1.891965628391432341e+00
2.965069218727750945e-04 2.628247989996936268e-05 7.770195812704945582e-03 1.205829032661242563e-02 2.296938258958535428e+00
2.563462853789855406e-04 2.311486682566246681e-05 6.174525869898108560e-03 1.220540173590544883e-02 1.902727331976865388e+00
5.076867662491557371e-04 2.999921750956311740e-05 7.697510384635522507e-03 1.182304336229111040e-02 1.957497725551496037e+00
2.835361146513386927e-04 2.955766997589528668e-05 5.743310590708212114e-03 1.325649317798898233e-02 2.032804392030377549e+00
2.374575237565016567e-04 1.787403047211286194e-05 5.169790515958710281e-03 1.306392375110391503e-02 2.081818292080254373e+00
6.312240467343134672e-04 2.475026486980540165e-05 7.898274423306251429e-03 1.180852378095190516e-02 1.956432078621450854e+00
2.915534526717822794e-04 3.059117849532804812e-05 5.928607682060211062e-03 1.258017901522013801e-02 2.253261295542706932e+00
2.421082210303303708e-04 2.815697020597252359e-05 7.599227350701592831e-03 1.328667899667278912e-02 2.193984853064274709e+00
2.707418888247725870e-04 3.078001703774389645e-05 5.493958392117399489e-03 1.249691717747442726e-02 1.939026190337906463e+00
3.573093771802052449e-04 2.307851834900951615e-05 5.125499866538445540e-03 1.266322814676521316e-02 2.232465025966774430e+00
4.538124648588765962e-04 2.771507219714691006e-05 6.677967841739301455e-03 1.201427651755910750e-02 2.101877009149045072e+00
6.278781117626749692e-04 3.348141109503313028e-05 6.406865326795402674e-03 1.187864802800666850e-02 2.209720248987968816e+00
2.969915562821888542e-04 3.183818738626716365e-05 5.426633671663965049e-03 1.345389547956294361e-02 1.950240080565470713e+00
6.307843222969246192e-04 2.102410404112815075e-05 6.825609996819516530e-03 1.319422622788228930e-02 2.379082702314044173e+00
2.451415796644013751e-04 1.586975980350334770e-05 7.160808064511098997e-03 1.253569787540191258e-02 2.109119317019418904e+00
3.731912263496040840e-04 2.271026955487636946e-05 7.914514282425412148e-03 1.331239424414794315e-02 1.980306039040522270e+00
2.696156806011395872e-04 2.622138669244636244e-05 6.807974444040015317e-03 1.243047072296309639e-02 2.100211381988643655e+00
5.575443413741853083e-04 2.320887070604766601e-05 7.181248958384841424e-03 1.184614388846684345e-02 2.247957035316768160e+00
2.161408793172629381e-04 2.472160132277248569e-05 7.753250004468721993e-03 1.188037855584767911e-02 2.137875915480697220e+00
4.387331190095056623e-04 2.151064079874423566e-05 7.373550668663901575e-03 1.258061929794643437e-02 1.925574239445293934e+00
3.148802349835256057e-04 2.339301914248638123e-05 6.318758127538363391e-03 1.180112482667989258e-02 2.373266637189363149e+00
5.999362860072636862e-04 2.806851736992276836e-05 5.991724239420027562e-03 1.325844392976040752e-02 2.102680578899895458e+00
3.801661682287412456e-04 1.663877548640993605e-05 5.474919548058724238e-03 1.203190258093993735e-02 1.872066616200476430e+00
5.312795906414017342e-04 1.726729621610836990e-05 7.911134632256237170e-03 1.159144587721042986e-02 1.945256321272680333e+00
6.344959447507460618e-04 2.464182589265103166e-05 7.017211716167556443e-03 1.344185938501209557e-02 2.256506152460891812e+00
2.152964502613085912e-04 2.711125712955337230e-05 6.113717896148628678e-03 1.254346575093610340e-02 2.082110685514319659e+00
3.838701470351465052e-04 2.613859438466285991e-05 7.401579962122284764e-03 1.285454832091701902e-02 1.803353414302097280e+00
4.414685657755305741e-04 3.196437378089858790e-05 5.722075059747486550e-03 1.283898728953928453e-02 2.072016739085406734e+00
5.731428780270584038e-04 3.290409350882351629e-05 6.390777363428779521e-03 1.168724600256305576e-02 2.104354104747276910e+00
3.576609145293618949e-04 3.489286467398664449e-05 6.886289341129187697e-03 1.228490949115343574e-02 1.912359085324967456e+00
2.646152430750418113e-04 2.319955768325507434e-05 5.583142909820770078e-03 1.183411825327680689e-02 1.929924480513278251e+00
4.736013606774038855e-04 2.511312242143000313e-05 5.022382301523772678e-03 1.313481027994866518e-02 2.037153695899210248e+00
4.920257805733694971e-04 2.811444606713465457e-05 5.892635788028292160e-03 1.315298388197479879e-02 2.157057568292368277e+00
2.904966087638418586e-04 1.622345522997451552e-05 5.119461165479055435e-03 1.320012808556822285e-02 2.007699575386607815e+00
3.717365257205825250e-04 3.445666887551589115e-05 5.449084531285731427e-03 1.158216916616833757e-02 2.369382440083785291e+00
5.403492813032792540e-04 2.750687252370639284e-05 7.854407224950597094e-03 1.192444559793951787e-02 2.378822317265507635e+00
5.433721119979023541e-04 1.596404771751264143e-05 6.052418877143701803e-03 1.151873687842267999e-02 1.829308010268232865e+00
3.353280680125090077e-04 2.092425773914015499e-05 6.874646404271557952e-03 1.314165847472950968e-02 2.299800457140984022e+00
4.813478499594725122e-04 1.709612876677593898e-05 6.588464492980887488e-03 1.217408945423026356e-02 2.299607423344027346e+00
3.127327695291490348e-04 2.143615157692332473e-05 5.626033418377615440e-03 1.179929114228992805e-02 2.188995691691843160e+00
2.769523449001877967e-04 2.869931982077812780e-05 7.616718080562524286e-03 1.250218635753512671e-02 2.080902385731264292e+00
5.399262877705544904e-04 3.090455603874073422e-05 5.825714669596917909e-03 1.299265502829750375e-02 2.038983309008635114e+00
2.362777748042540549e-04 2.560460929579324972e-05 6.869300316280736902e-03 1.334282595080196580e-02 1.813851924584811259e+00
5.874855184476534100e-04 3.137321803618268166e-05 7.953149457409918605e-03 1.274815935012070175e-02 1.908172809139788262e+00
