# κ ΔE ℽ g
2.398857632413807527e-04 1.075241063761380067e+00 3.146445528397461520e-03 3.806751550471811074e-03
8.342454833061631629e-04 9.974280266216404289e-01 4.559933649198612791e-03 5.705419768506647844e-03
6.296786594905140304e-03 1.039951122107552806e+00 6.647264061014665493e-03 6.485721024975261290e-03
6.529423912687798079e-03 1.060632762323896916e+00 3.061738854029754080e-03 8.241800896444731461e-03
5.118363386257766129e-03 1.022561741211559294e+00 6.428477263076926712e-03 9.679021579254347071e-03
2.066385388195624093e-03 1.082716318944857203e+00 1.227574376347347702e-04 3.769791448683768292e-03
3.129419026512066451e-03 1.054572344001577955e+00 4.671509603853747292e-03 6.632226546397714147e-03
9.636640117406995720e-03 9.878057127159134421e-01 2.375617137505425455e-03 1.247637658520595917e-03
4.862294540413355202e-03 9.452629334470850075e-01 6.666438541978078960e-03 3.594669764699654282e-03
4.299670217701568806e-03 9.090928586595707905e-01 7.013133052143671713e-03 3.711485517834326245e-03
6.921148924334237854e-03 9.354055069912081688e-01 7.848059560549592098e-03 7.027800723358411210e-03
4.303378730383067459e-03 9.479061325006256089e-01 8.746244934090397286e-03 5.788523238415881067e-03
2.987030879438234369e-04 9.924250984707586598e-01 2.786679216239935485e-03 4.973182380841185447e-03
1.671205206969446832e-03 9.853312530749949172e-01 3.889526229167502170e-03 6.128325867817302833e-03
5.654378814581062160e-03 9.774563371503820486e-01 1.340246319377371787e-03 2.979904613134882509e-03
2.461431422597448824e-04 1.035537636069697953e+00 7.630450221682162637e-03 6.053097490414291980e-04
3.796125786146424454e-03 1.097862504514742987e+00 5.756566182889726654e-04 3.162110976816011961e-04
9.812946088760500160e-03 9.326137128258662479e-01 7.434412580398259453e-03 3.817402716961439558e-03
2.789417266982174414e-03 1.061796908592222533e+00 9.014366276299748057e-03 3.547346928921763561e-03
1.539426957628916041e-03 9.050570757009642753e-01 1.890760818367447603e-03 6.738359407710645815e-03
9.972286021436294057e-04 9.974169709969431530e-01 6.115622305733986984e-03 4.812899605877770520e-03
7.244391828127565852e-03 1.079040978912498394e+00 8.918496347801405447e-03 5.178522441535793677e-03
2.614800311164126173e-03 9.788781032796045611e-01 5.379242265872542306e-04 7.031852521001456281e-03
2.160031479828962778e-03 9.386688020534549315e-01 6.867940528428847016e-03 5.463531881499811282e-03
4.516792093577050998e-03 1.050498603824934207e+00 3.951837524992854456e-03 9.740795061338640773e-03
2.525007589008853529e-03 1.023471664139990134e+00 6.048123467898860149e-03 3.285808469677201516e-03
4.574901234450336023e-03 9.957140082784924351e-01 8.015779180939460249e-03 4.691055551275108426e-03
4.862565089765623870e-03 9.885264088150136352e-01 4.019192571780921645e-03 5.532808029346109047e-03
9.958968578731939442e-03 1.080680553759323148e+00 8.209321302018571936e-03 6.457081162850636553e-03
1.245900076308241499e-03 9.062973919498072961e-01 7.084411637791988153e-03 3.250475711455220323e-03
4.216957007232466055e-04 9.376651374192197519e-01 2.192097765492520989e-03 7.096123823952572157e-03
8.081047915349547084e-03 1.092329973588608727e+00 2.853468270847099586e-03 3.193008019754891950e-03
3.212740444270996681e-03 9.508005048961413186e-01 8.121365809160348715e-04 5.213270505442537534e-03
7.215534792253939546e-03 9.307924953261430545e-01 5.620577335192839495e-03 1.897894557333551935e-03
4.912920887975619558e-03 1.059891463010806945e+00 1.380421971029941299e-03 2.424930223553108371e-03
5.051620270430200524e-03 9.847784837213438003e-01 4.166651812660533867e-03 8.251551353322294363e-03
2.110159545874088893e-03 1.049691342909182978e+00 6.159724769672646899e-03 4.841454351464883482e-03
5.560388479186037514e-03 1.079510429876212818e+00 6.789005417136506626e-03 9.103686408900839994e-03
6.345207848866720249e-03 9.388217296769340026e-01 3.740644283473791316e-03 5.497617797907873452e-04
2.051388569520338351e-03 9.028265125316272677e-01 7.798965623247597562e-04 6.660108942465187143e-03
6.131068496730843892e-03 1.091802730431137070e+00 1.136958148126477643e-03 4.888325866879920933e-03
4.090083164066604486e-03 9.828477054237552135e-01 3.428769321846875454e-03 4.927373794062189782e-03
8.251481828087792528e-03 1.023344752055485252e+00 3.794955186390856772e-03 1.835455251774032338e-03
7.345064439058115492e-03 9.156934223779380488e-01 2.841713798417100714e-03 9.560444552317434383e-03
8.087491542340567025e-03 1.074957582673207845e+00 2.175281087975185559e-04 3.731083810818953701e-03
7.044511581330299699e-03 1.089190492245712960e+00 9.526308308159694635e-03 8.957848123676184771e-03
4.950045809357405020e-03 1.000946106495432142e+00 3.107871164277223233e-03 9.296796913712605109e-03
2.921706085927453563e-03 1.058859380156566887e+00 5.995137868678571992e-03 1.294630110992614361e-03
9.171797225081577271e-03 9.486856688521428937e-01 2.592582830088189117e-03 2.964884631886554895e-03
6.903243813876212831e-03 1.095871031607255297e+00 5.216333664418701995e-04 5.140837242130260817e-03
6.605127245672998137e-03 1.021414074222904755e+00 2.640381081759457082e-03 8.406183489166673545e-03
3.723668500015128550e-03 1.017842622898792904e+00 2.694938715057432557e-03 1.255619584172234593e-03
4.955935762479626167e-03 1.000120104483026795e+00 5.053797046467176958e-03 7.022315526656442743e-03
4.946224002744264818e-03 9.672454630382830709e-01 4.851649385629721277e-03 1.321753376077323744e-03
1.051086210144138106e-03 1.065371453360161036e+00 3.119649121711504103e-03 7.774098877884702552e-03
4.798187010757219532e-03 1.082281010101758145e+00 4.925050755210306011e-03 7.977129054226945104e-04
2.453317681128820878e-03 1.076546479761940844e+00 1.784916622980382232e-03 1.111146870292595534e-04
7.375326031000129304e-03 1.034719610623467734e+00 2.594346492921742898e-03 7.298485301634022836e-03
5.598853499693286738e-03 9.358706912079364226e-01 9.705332186187045490e-03 3.349517799346399282e-04
3.707755965971122180e-03 9.302756670636853631e-01 9.816872133471342410e-03 8.593903458833172804e-03
8.150869631396962314e-03 1.020274055496880328e+00 5.148161092691187248e-03 6.475693227177447241e-03
1.763021696194067977e-04 9.722630366336517671e-01 7.810001811916644603e-03 4.290454018226886115e-03
2.101316525516264393e-03 9.356865985199739333e-01 1.466596869182936694e-03 6.337333986044895590e-03
2.933644419298202504e-03 9.737190629042039580e-01 7.175564026511650241e-03 5.880413218085483833e-03
9.996120973820065217e-03 1.022998613678721691e+00 5.460676399752683458e-03 1.983934169043072206e-03
1.078579972497197004e-03 9.301244625260836063e-01 5.195566528283784326e-03 9.293050154216374661e-03
3.451023249929132189e-03 1.092575017516792313e+00 7.654997771124316501e-03 3.180137310429207061e-03
6.983376878294744565e-03 9.403920679684211192e-01 9.230964080002204003e-03 1.666096556698251456e-04
8.888736464009271490e-03 9.472521450215840577e-01 1.784334317573618061e-03 6.392155341814201135e-03
1.182031630034066855e-03 1.049636689546907364e+00 8.588000828313010343e-03 8.663907545526861520e-04
1.106003888631823875e-03 9.744315295946343047e-01 8.378468217475362832e-04 5.624900049480883318e-03
7.411815917347914194e-03 9.077448532571245066e-01 7.129251693779593314e-03 2.215994152136689253e-04
8.030537172208696006e-03 1.057880616200125745e+00 8.118625052568745337e-03 5.437435852618309300e-03
7.355449974374966143e-03 9.835864296793369599e-01 3.636461612024450771e-03 9.639676350897326620e-03
5.824434322183527982e-03 1.002080938742218486e+00 2.985049903489673303e-04 5.282489491428530269e-03
5.487376949470199917e-03 9.289709459240681477e-01 4.589217280466291286e-03 3.108354416844862685e-03
3.733797385595140740e-04 1.064096193137632929e+00 5.562487348583177588e-03 6.067964226289619331e-03
6.627373462412259296e-03 9.269920581109543090e-01 1.061146332562027837e-03 6.254261049486816880e-04
5.665209642879775499e-03 9.546303191102443186e-01 6.840598941603662914e-03 9.287701928651834887e-03
3.225342047391259719e-03 9.369848054288106853e-01 7.466536871409849840e-03 9.996918443581914726e-04
6.092011644182809132e-03 9.506803906271454885e-01 4.046555901910436383e-03 4.573894583095148778e-03
2.652705249114744018e-03 1.065904216854853148e+00 5.297207217607350499e-03 5.379314267558276373e-03
8.434965332442820665e-03 9.362736709989789574e-01 8.791358115115117944e-03 1.029117422480058499e-03
7.224314031360557289e-03 9.318932786852273109e-01 7.890823974846288696e-03 9.721144042493325838e-03
3.593159352536265221e-03 9.444341730098519960e-01 2.223362891183796892e-03 6.504689476466072023e-04
1.706164294827795889e-03 1.071860310533837346e+00 1.295561418665717849e-04 9.607057838782049469e-03
4.527490394142869717e-03 1.021141689327707880e+00 3.070289230447586278e-03 9.561797953530373068e-03
6.119804793478813426e-03 1.077421612305109244e+00 4.076603835571793871e-03 4.812611175095927833e-03
2.360697688622481662e-03 9.294934724584185126e-01 6.073882288767534256e-03 2.780785989022100790e-03
9.306336885978171158e-03 9.676165145999966466e-01 7.419863971587534017e-03 6.066186176343618848e-03
7.089383239309348696e-03 9.340860839877038746e-01 3.721108363853939914e-03 5.082474058903890465e-03
8.950927097476407603e-04 1.076783064853143568e+00 7.385437779103656494e-03 2.785081161268708905e-03
5.940114256845409335e-03 1.052276283920988043e+00 9.242835846187007209e-03 4.897276828310990864e-04
1.961529319243962045e-03 1.071250690570314745e+00 7.004506911842864857e-04 4.752118344205592468e-03
5.682388042536392833e-03 9.831493743271825236e-01 5.423869024343321845e-04 6.900097978366035757e-03
3.840891615754716670e-03 1.097357162127307939e+00 5.470579601007202709e-04 8.865440695958999237e-03
6.223863042990118895e-03 1.005472287806185472e+00 4.944486714120497652e-03 8.353497761723364598e-03
5.446265180588929708e-03 1.092957754135660764e+00 4.113845160585002415e-03 8.475369439638091515e-03
9.436037411432828112e-04 1.046129319797371338e+00 7.067081535370513777e-03 3.920798960207631800e-03
2.455197236129104659e-03 1.013009636098435307e+00 3.212427185163158148e-03 5.264322784016405715e-04
1.563346520989829800e-03 9.310384830782134635e-01 9.719312170999005671e-03 6.725500802220647258e-03
3.038953591504025067e-03 9.141814933613761074e-01 4.692319098489286522e-03 4.731714542849793474e-03
1.545019950410877292e-03 1.019386640342648365e+00 7.541786276177644965e-03 4.861194388849936730e-03
9.401539477684715124e-03 9.501843540190917370e-01 8.685106413805029901e-03 3.716271192911717140e-03
8.606036894353762123e-03 9.902129766698212210e-01 5.645274767718649542e-03 6.416795174205673635e-03
6.811328269638405528e-03 1.097020373681990124e+00 8.833424735142137579e-03 4.308188880342546379e-03
2.212274819712603102e-03 1.053435842269961675e+00 7.574342127885641714e-03 8.862246548247914137e-04
1.556763014162570492e-03 1.021759089855844405e+00 8.018208808067734880e-03 4.357606688851386502e-03
7.802404348930447667e-03 9.189705545736726044e-01 7.255263388751732488e-04 4.801713308215112925e-04
5.196570813397059958e-03 1.093513238629932882e+00 7.710968685595415845e-03 1.080847798005932833e-03
1.980495409757997149e-03 1.022979301711155919e+00 4.413058582577126382e-03 9.402877466285623417e-03
5.805778504720666457e-03 9.719986807437906995e-01 5.776362788260534266e-03 4.181177480057685775e-03
4.184521197541765138e-03 9.356861833120386773e-01 3.706342031256817937e-03 4.119520658757223029e-03
1.827123543952034832e-03 1.012456942088504341e+00 8.958334769362251079e-03 4.114536538471388373e-03
4.366853117684628936e-03 1.051367660409836979e+00 6.739768003374737269e-03 6.386113272695325208e-03
1.941652019878518194e-03 1.033354391730234578e+00 3.975358776163277763e-04 7.092144501983646369e-03
9.437333982591925366e-03 9.044961984429993329e-01 7.964786726630382341e-03 3.442805215343862704e-03
3.527260074129450786e-03 1.046827350428257031e+00 3.237030203300960383e-03 1.268795921659175707e-03
8.801699445651635020e-03 1.004835554408774145e+00 1.636663658672782122e-03 3.178204290202008703e-03
7.963407070632620016e-03 9.950080620409450516e-01 3.217281028904867869e-03 8.193021454061179265e-03
8.386844035701388964e-03 1.040150627691112106e+00 2.030193938362053006e-03 7.259742859308093016e-03
4.009045784611850352e-04 1.022196536075796081e+00 6.221281660884950444e-03 1.291913777719496878e-03
1.228667452253383308e-03 9.624629983871457739e-01 3.336721303382494974e-04 6.779767296092239180e-03
4.696626903419750219e-03 9.202532975063704157e-01 9.868813261729971614e-03 5.593957560337103202e-03
7.126199293932448421e-03 1.038085397449354019e+00 8.859723873219997950e-03 2.559948813474653890e-04
9.089305559741621757e-03 9.311644566921107868e-01 2.126933231380839957e-03 8.018822161050383202e-03
6.978835465876694066e-03 1.062372865381468134e+00 7.303178980874791559e-03 5.047436466280644934e-03
2.742201381936397540e-03 9.918915437645690059e-01 2.939139829324442788e-03 4.066251743634343233e-03
6.227187774265055195e-03 9.145180720928121065e-01 4.976257295109987218e-03 8.305537927320631730e-03
6.611384117475862902e-03 9.389456900933698114e-01 6.865042738171427648e-03 4.631985236007840796e-03
1.675427104155585364e-03 1.036673775515298823e+00 6.374374485679219424e-03 5.830368985809250906e-03
2.698030075907693458e-03 1.077229622801493480e+00 5.742237508681664795e-04 5.300321640702811317e-03
8.281753379255248071e-03 1.068180902996777260e+00 8.379622359601079581e-03 2.600387350841593202e-03
5.728995236459909560e-03 9.637963102910902524e-01 7.117307947004122490e-03 8.781799991628640167e-03
6.755653164843036275e-03 1.051164089154577264e+00 1.901868075953996049e-03 6.788449140402268156e-03
7.550025734812864341e-03 1.049952510295383945e+00 6.933212709397483910e-04 2.199216094671016617e-03
7.800631751679068526e-03 1.023973382772411123e+00 6.871613165840998426e-03 3.447531947976039887e-03
9.477232467940027369e-03 9.293863625291411967e-01 3.506462760997091418e-03 1.654234722558966739e-03
7.555449381072510025e-03 9.803114047776089190e-01 9.625418727028699564e-03 1.436675654389372439e-03
8.560406736666817396e-03 9.220436380191647796e-01 2.378504806795537531e-03 5.943056036873672031e-03
5.247761253131990287e-03 1.084522293736742249e+00 7.396614143283960358e-03 7.771224806637515650e-03
1.280914921306924815e-03 9.938788832273579565e-01 7.197472712769722048e-04 5.786221971147180280e-03
3.150375917396094384e-03 9.921689475888840759e-01 4.762071008352675855e-03 4.121979248215339349e-03
1.417326629666001471e-04 1.082312672604115011e+00 2.848286763747240151e-03 4.683152341478843787e-03
3.712240907856663875e-03 1.041885495049243548e+00 5.357808960222239757e-03 2.693161457571609848e-03
3.368285081529692662e-03 1.079182602284639136e+00 2.094741940243441652e-04 8.957757490255298383e-03
3.722514388028682220e-03 1.062445388923463740e+00 9.775881691156384015e-03 1.697449793076155709e-04
5.875566326713032965e-03 9.959867052874045168e-01 9.499961807357105992e-03 7.339849738133799595e-03
5.030161412351308054e-04 9.941583690023755304e-01 8.638355518650686973e-03 6.448621632916472571e-03
5.305445880069532653e-03 9.839463874617730976e-01 3.771351423247836128e-03 2.360721666772419482e-03
5.216607110430621953e-03 1.098041565539071396e+00 1.976554028539956580e-03 9.965269764119913734e-03
4.584068873119430225e-03 1.074306250296891418e+00 5.836238551820615780e-03 2.483730411095044256e-03
4.059826003966832825e-03 9.615339825706964438e-01 9.306532025925092974e-03 9.239816710045329479e-03
2.824215125783762024e-03 1.086827000348713934e+00 1.465186188857190352e-03 9.160291440657313683e-03
4.424965210823856958e-03 9.974190291994475821e-01 3.452550053068617619e-03 6.441682700146100608e-03
5.011851078336465462e-04 1.092954555717106757e+00 8.598733704497034391e-03 4.526435829397451637e-04
1.488716945224247351e-03 1.013776336458050320e+00 1.163682810949905836e-03 5.514286186432289065e-03
7.934314816008036786e-03 1.015575623267765071e+00 5.201035849559303668e-03 8.702045754311984668e-03
5.728414472109502782e-03 9.250639298416967193e-01 8.236156166813399801e-04 1.149527292034866355e-04
9.294940036091817485e-04 9.335101388309909876e-01 5.866868365677056253e-03 1.242028849477761626e-03
3.387505820627428714e-03 9.189278892889692907e-01 7.388820064951259585e-03 4.841277996211702274e-03
8.641960393247183694e-03 1.011626666785473194e+00 2.012613304662559731e-04 7.896032106603979210e-04
3.948862594343383568e-03 1.067801398976910621e+00 2.069216895524503697e-04 4.854860263230356687e-03
2.266070574527121427e-03 9.806806672284722470e-01 1.446683406222996470e-03 2.098145837196969347e-03
9.655529147561247444e-03 9.012401245922719850e-01 8.503606747839604837e-03 6.468375752881731083e-03
7.474381277073845198e-03 1.027843710231686636e+00 1.790451803145040252e-03 2.518180441558116964e-03
1.590261169978816544e-03 9.869284202297938791e-01 2.204223758078698286e-03 1.567847355514517598e-03
7.016132152698731275e-04 9.670089422697035753e-01 9.209762851143507914e-03 9.981868086620816066e-03
7.073010890993622866e-03 1.039233296242158211e+00 7.263510143396418803e-03 3.346193237674399169e-03
8.287075673958335838e-04 1.058532364982032847e+00 9.849765709074599293e-03 6.267216723438350824e-03
8.174772756246838010e-03 9.122108868848244345e-01 2.951460840812137731e-03 8.620322548234972751e-03
7.320519787550037495e-04 1.062628362958494055e+00 7.546271598598416723e-03 2.056460008999469544e-03
6.781198404718163930e-03 1.084564493683309205e+00 2.056253403530458688e-03 8.204205793256104037e-03
1.260808332020834635e-03 1.062196527815029601e+00 5.493159800142630167e-03 5.285827596440644156e-03
6.415294593543532237e-03 1.042582731452584843e+00 3.993283326906863699e-04 6.771542742981521111e-03
9.509851393845960774e-03 9.047320452322019646e-01 1.339508688350252988e-03 7.214786674332193325e-03
1.331094757628339302e-03 9.866512943680362246e-01 3.260966514979667108e-03 9.165840655592625077e-03
3.567573015873722140e-03 9.816083782406008762e-01 6.361535961503837246e-03 4.386962319430107692e-03
8.980230127431267431e-03 1.000556194593326564e+00 9.097255160834608056e-03 5.590035860482032125e-04
5.022072822690754751e-03 9.780471586765911995e-01 5.995904993475405058e-03 7.503766303679756944e-03
4.871394315544732082e-03 9.943695204708891122e-01 8.197558977827465020e-04 8.659083977540985369e-03
7.630222738342036038e-04 1.074649210337607297e+00 5.603875904883029099e-03 8.342608746007382226e-03
9.274718093665758681e-03 9.355701228508019884e-01 9.916835599789902353e-03 5.169820168755751878e-03
1.144382279154158768e-03 1.098147697714626503e+00 1.132575114542175255e-03 7.412162441167517365e-03
3.518800196258780699e-04 1.057917540910668031e+00 5.286391282432557036e-03 1.590401799409708753e-03
7.372441910299209686e-03 9.936809204159937625e-01 5.073432111027711446e-03 5.034847214596457204e-03
9.316601096668267884e-03 9.628768572843028339e-01 1.213455824432663199e-03 8.152302402153970657e-04
6.206836888185582671e-03 1.024320354018327883e+00 5.908699634222323860e-03 9.038193553532295225e-04
9.439089745489240985e-03 9.725752565308335429e-01 6.965591974113886052e-03 1.780909631191758265e-04
9.579317186797511874e-03 1.073088061587442077e+00 1.715829259531799467e-04 6.292635164082432085e-03
7.095223447310316719e-04 9.232413628286747498e-01 6.701418428756779865e-03 2.858436838744634299e-03
1.089866910445644321e-03 9.008741441236098879e-01 7.708724399919031182e-03 7.934561954165891828e-03
3.047200018204889328e-04 1.083867842762823219e+00 3.155420849900037426e-03 8.222269327216220197e-03
1.725936100301902814e-03 1.060014068822302091e+00 1.343589345051970137e-03 7.638100692026438855e-03
8.446638755403189022e-03 9.955845079738421255e-01 2.248902416856577574e-03 9.731501249490074473e-03
2.145456820950456065e-03 1.020641738312584090e+00 1.959958901172955195e-03 8.291622337039138146e-03
4.870122778749886791e-03 9.325685472653839625e-01 5.525144002084092509e-03 2.179436861060572109e-03
9.225237772911934822e-03 9.650124560151188691e-01 8.825933773275536701e-03 2.323321886977743576e-03
4.774941361185499472e-03 1.094456963189449406e+00 7.998465071116216824e-03 9.158799120049654699e-03
6.008292533073899405e-03 9.042084613415537486e-01 5.756251878143671050e-03 7.155042103160726835e-03
4.411753564703030134e-04 9.913962814359011944e-01 7.192858110698920407e-03 5.566308653364103118e-03
1.417524483217139130e-03 9.937375084560112759e-01 7.968215775623342309e-03 8.786521416821348532e-03
9.635117442019422700e-04 1.019285593454527739e+00 3.149502286000797034e-03 6.177160086050588646e-04
9.542902423971882583e-03 1.062465596396533485e+00 4.188701797555472589e-03 8.861137861730603374e-03
3.352764375602410442e-04 1.076690026432638891e+00 7.310441892871162410e-03 1.110991671498228091e-03
1.974088444096039167e-03 9.843262673052006750e-01 7.658650841550837182e-03 1.537362668050905410e-03
9.405112704508880248e-03 1.067660464364084572e+00 2.974786251785262441e-03 5.579652327325024773e-03
5.260562644286962200e-03 9.364522740879004381e-01 1.056296659537173842e-04 4.473684340906754556e-03
1.805068602459463127e-03 1.090395226286959840e+00 6.957249411755783534e-03 7.016166612484585514e-03
8.691348667219291751e-03 9.533200009727587076e-01 1.855325123642967509e-03 7.001319597024278744e-03
6.915763241627113835e-04 9.788361030749282987e-01 7.111568539010080896e-03 8.156283537319600555e-03
4.637896483711045036e-03 1.025221328452149416e+00 8.324778890354388866e-03 1.609851624842721001e-03
1.759596000477149126e-03 1.077690492734128647e+00 2.059885574663081458e-03 2.759116226050651113e-03
1.133524925060051033e-03 1.017315156694046152e+00 5.655387669910812154e-03 6.705273082986105710e-04
8.153155509586259078e-03 1.001493179886211893e+00 7.834805183569519202e-03 4.053160801553165951e-03
6.288984051317740055e-03 9.729743000509769590e-01 2.443941317899945773e-03 7.695067987345986099e-03
8.269533321865625217e-03 9.440298764506762641e-01 8.771369380883969544e-03 5.151214479168954178e-04
7.811815135971232268e-03 9.402497149380186769e-01 1.298692247489565462e-03 8.676462413337755752e-03
7.121359318697286292e-03 9.312910539490262263e-01 8.412774728449534667e-03 4.358867123247786753e-03
7.137496318360639184e-03 9.873146772647369840e-01 3.380762616083829615e-03 8.137821159848202326e-03
9.864504869038217758e-03 1.059587376500792599e+00 3.256677714896159554e-03 9.006229354470852988e-03
9.161110581648560999e-03 9.977698297263378757e-01 6.273986709859677609e-03 1.232151455762211514e-03
2.897254757899358005e-03 9.380613229890222282e-01 1.459280319349487041e-03 3.218871697518638003e-04
4.814524053738079672e-03 1.013828863261621915e+00 2.745752999896298747e-03 4.737166374667910532e-03
3.156366367714297239e-03 9.240023629827076590e-01 7.726103864020172039e-03 5.408988156203063495e-03
6.628715172751474018e-03 9.326134889499194669e-01 7.146006696717550725e-03 6.239935845496126510e-03
4.305904696538131148e-03 1.013249637681729487e+00 6.590293367813401153e-04 3.777274171234207539e-03
