# κ ΔE ℽ g
9.684513738758065635e-03 1.067128252690367818e+00 3.655111436732948801e-03 6.687692696797728487e-02
2.413490484550685940e-03 1.136463914273236453e+00 5.450727948240098250e-03 7.875446824236458088e-02
7.752512230450728410e-03 5.139198149957245887e-01 7.985195495467075841e-03 9.655567274736588657e-02
8.366988722909852322e-03 1.453260484489430571e+00 9.322410858295522920e-03 8.338953476257310315e-02
3.620328669440699837e-03 8.113993557300215320e-01 8.728440000585469677e-03 7.511529426730002845e-02
5.703990689737288913e-03 1.343975963905557514e+00 6.300007641948951291e-03 7.956513879530119349e-02
9.668590451299708885e-03 1.463953991596148807e+00 5.765357318264361514e-03 2.471749358939911642e-02
5.058576489744789385e-03 1.255758418043561031e+00 3.263954197951966785e-03 1.819208501490482757e-02
6.435384653092847754e-03 1.185744182666178315e+00 9.295554777558728485e-03 3.928515175283709554e-02
2.800018544509598906e-03 1.392818247722277691e+00 1.218563659166517574e-03 3.858388954327940379e-02
6.092356021920676589e-04 7.671366626691079604e-01 7.496277325109886903e-03 3.682026248917221606e-02
8.559990076056680011e-03 9.849520673491716227e-01 7.680125377121591219e-03 5.193038309350252180e-02
5.018248537270173990e-03 1.097584881295243120e+00 7.603879036716567306e-03 5.143376028174255488e-02
6.108483419042431452e-03 1.292053460297847955e+00 7.871219907978541791e-03 8.118101586779381817e-02
8.412973494907710972e-03 7.376249447968799000e-01 6.951726536916893844e-03 7.857901350613849534e-02
9.269876363598439362e-03 7.381071609627675167e-01 2.010102376167816236e-03 9.380322754902001292e-02
9.701243240603915283e-03 8.795227275648493936e-01 8.323452014894424517e-03 3.559959723142583354e-02
3.101890444618448772e-03 1.408007868758732295e+00 3.077029121540558764e-04 6.108394984938415873e-02
7.109617337909338031e-03 1.010897613925270555e+00 3.564105266817048194e-03 3.422735973338888321e-02
3.496132977210963944e-03 1.159601489622127168e+00 5.329761693553463492e-03 4.374988062425392427e-02
9.593827774212014678e-04 6.362524792102460802e-01 9.993222452205878167e-03 2.097084589010119945e-02
4.894375499948535116e-03 9.373068377162321330e-01 5.719564791199919715e-03 7.332601516484406334e-02
1.113727843338546252e-03 1.124104172849979211e+00 2.466066279278865056e-03 4.041375494042132033e-02
2.379127598028148030e-04 6.056456756476004122e-01 8.730097758200340216e-03 7.792310016617362556e-02
8.826776242743191586e-03 1.021970375697083933e+00 7.104791050834405319e-03 6.351684356542436349e-02
8.645618222271139741e-03 8.153923027194838191e-01 9.032147475482300153e-03 8.586310885121646586e-02
5.159294183776757517e-04 1.377575209827937019e+00 3.764124429252786730e-03 6.342653620634264300e-02
3.943929070793047303e-03 1.129212479202072128e+00 2.417958817840148468e-03 7.616374218699341336e-02
7.081814706437479338e-03 7.593878804646692071e-01 4.726576005369013088e-03 3.575859965372660959e-02
4.093675835077003819e-03 8.951945545278248151e-01 1.759331206040357348e-03 4.966146021693066542e-02
9.297890708003637983e-03 9.084021726028419508e-01 8.264779083022762152e-03 5.466227456711749561e-02
2.152727773113915447e-04 6.463439933277772553e-01 6.323128522661073184e-03 9.749050272331762079e-02
7.882866257103923746e-03 1.121329557531669074e+00 3.434503196261868077e-03 7.538837314593346828e-02
9.390939904313869505e-03 1.015941024132370085e+00 8.831337455431456304e-03 5.088871534927619927e-02
7.106665648950599712e-03 1.178524155426502240e+00 1.896831605749192424e-03 9.594528840166161032e-02
8.151034727386485823e-03 1.070123141166533731e+00 6.985311823664069799e-04 6.036024652125766832e-02
6.837785179771392954e-03 1.050035868583455656e+00 3.794106054832614792e-03 1.643269884743449316e-02
8.602354694989133507e-03 5.090221728972132986e-01 6.413472529516692569e-03 5.645891561921782126e-02
1.923386644492303295e-03 1.009056464645628814e+00 5.255882378659890684e-03 5.532072155008716657e-02
8.886793403845081110e-03 1.325277187392350342e+00 1.869750768442762865e-03 2.453599503479722554e-02
6.371870128590714430e-03 1.173584734482286063e+00 9.714932453224061487e-03 4.369401917882999309e-02
3.026629352828606474e-03 7.778320959425782943e-01 3.443222467922164246e-03 9.080306745119971767e-02
5.075316243408894458e-03 6.590078126654723700e-01 9.120483723160717482e-03 6.851262838984337189e-02
5.087198993500499774e-04 1.104390497080073530e+00 8.017432130173755139e-03 2.720552523447431620e-02
9.602309278606268109e-03 1.432120127914513708e+00 6.495858638599928334e-03 7.254394604989268525e-02
8.254297007864340105e-03 1.007601811484870158e+00 5.703977341837599725e-03 7.870230435582264983e-02
9.095767482754656824e-03 1.319394294887578978e+00 1.410635246835627602e-03 4.869947037117493271e-02
2.661748291829583307e-03 8.910010680169966335e-01 1.924423410861087532e-03 7.830728921535901055e-02
5.123072737062040090e-03 1.335185236131414488e+00 5.358032502532750858e-04 8.876770297191402537e-02
6.335642149690185430e-03 1.380362832057082212e+00 1.759006823937713220e-03 9.204453993367976705e-02
9.314326932036419773e-03 6.693148722143175133e-01 4.798748875917740390e-04 3.780471479095396520e-02
5.908287394583950497e-03 1.048876180781781020e+00 4.374124112433123643e-03 1.157334406086993860e-02
1.879461876981031220e-03 8.236757461150352455e-01 1.746696636773362827e-03 5.605335995671714699e-02
1.860787065336866157e-03 5.507799410441281962e-01 1.568909916989852599e-03 1.459255482391233136e-02
1.002868606772970485e-03 1.180722880640418415e+00 5.636074496084656459e-03 5.860059761365825348e-02
5.584487336684874166e-04 1.425727486550859346e+00 5.842942050702952528e-03 1.209812658089418243e-02
6.276669409544733541e-03 1.456532048698096826e+00 5.981257452007519328e-03 1.267149711398062213e-02
3.621494534468074674e-03 9.231477098358075173e-01 1.786150779437579821e-03 7.353688712426427465e-02
2.206646521459140666e-03 1.370616946636408207e+00 9.233737996663177877e-03 8.512249684748590672e-02
4.326041320738590289e-03 6.733051178061423281e-01 3.841667555221126018e-03 6.113745013751221286e-02
4.409284119391830049e-03 1.204627963996351081e+00 4.206860298220738668e-03 6.571020549647477171e-02
3.720243757307367671e-03 1.459710121254516046e+00 5.725557842309590174e-03 4.345517028640098062e-02
7.255628885709530969e-03 1.289193294982876381e+00 4.598786706563906881e-03 8.279020955651507363e-02
2.972829767057330163e-03 1.362039343586620266e+00 7.475986985494747009e-03 4.597192290182718077e-02
8.069535392272073407e-03 1.078450186157594359e+00 8.816132861688136604e-03 8.546842155646383610e-02
1.071784776778497966e-03 1.489950307523121964e+00 5.255820637359888414e-03 5.736150995301839139e-02
5.325569125956469696e-03 6.679483535566432817e-01 4.842188159605879602e-03 5.915144911123056820e-02
2.227322660590194854e-03 9.896071153905918738e-01 5.131791832419096457e-03 7.931238037836831067e-02
3.206531179309993380e-03 1.420774670420952734e+00 3.712197563532685773e-03 3.379657543754242821e-02
7.221439559761102991e-04 5.785807582171411667e-01 4.265285832213081170e-03 2.689186029021422425e-02
8.258997505456618093e-03 9.427778241689499517e-01 2.016283719329961706e-03 6.937534090197813863e-02
5.852454989408976613e-03 5.978557261302359649e-01 9.017922007018010569e-03 8.337722521542272058e-02
3.494111953430041346e-03 6.580661859592467078e-01 6.026509983467260093e-03 6.062063680103502161e-02
5.236317146199035398e-03 6.586092999278395643e-01 2.298101716350570319e-03 9.592088891310276977e-02
4.819640168189650610e-03 8.699227527507400470e-01 2.896288678577537377e-03 5.441811432426010842e-02
9.034965005220557330e-03 1.440926678145272088e+00 3.055935964136554522e-03 1.135513044739420128e-02
2.209659922413157243e-03 8.281216515946324686e-01 3.944362863703089819e-03 1.619206962340338091e-02
7.725508456865057792e-03 5.269923012895042502e-01 5.702606338655691852e-03 7.656071522387612738e-02
9.751569279120724659e-03 5.646887570045195925e-01 5.432722927723389501e-03 6.423869619879028769e-02
4.988972474315679986e-03 1.489342406926176032e+00 3.825198491443003185e-03 5.207345973207033046e-02
8.088411792573116724e-03 1.314228801317285145e+00 8.955993474643085886e-03 4.126373586861218495e-02
1.971151125778556387e-03 9.639781410427821218e-01 3.054902658986705447e-03 6.432266567977544536e-02
8.745761631111983320e-03 9.351884928781811768e-01 3.384961600367347983e-03 7.261166361284933368e-02
7.250014847406145192e-03 9.529915321200072009e-01 5.350627114635434986e-03 6.250801501842447039e-02
5.549319408045367934e-03 9.515296817869296486e-01 2.532200133289935155e-03 2.440659625869818009e-02
4.394300653069704507e-03 5.251556428310373281e-01 2.462329772881089503e-03 9.493245658953011756e-02
3.940099533676013504e-04 6.345393496163441727e-01 5.683730486268686460e-04 1.404674896348974411e-02
9.051024400905839304e-03 7.132186439048672222e-01 1.351130048080021167e-03 8.437706716887165281e-02
1.246073461190753875e-03 1.165137386274705644e+00 5.257885592734001107e-03 5.336660271901356306e-02
1.658489797590572551e-03 8.521783977265297017e-01 1.661955093391754949e-03 4.519989318972029990e-02
8.622202803448794292e-03 1.497181724662347335e+00 2.845564160578730514e-03 7.715875702995170227e-02
7.667900948836754021e-03 1.416436663965428444e+00 2.429967651636283019e-04 5.281673514803614244e-02
1.265390320073390452e-03 1.293092691687653506e+00 7.201549080186352148e-03 2.794942287081942506e-02
5.532302382313449354e-03 1.382394919575598902e+00 5.936141614238101168e-03 9.921049668588594050e-02
8.100660290769853486e-03 1.072818737461825433e+00 9.605935532516880759e-03 6.038760209713402854e-02
9.130693695889207859e-03 5.633564952837104567e-01 4.877676938884010528e-03 7.788778522383028868e-02
2.765124391342109640e-03 7.915369817445082612e-01 8.670194793317721402e-03 5.764052788336965216e-02
3.402434109325958196e-03 8.635243107345480507e-01 5.443303331668468761e-03 1.600956530362696723e-02
3.451170953318535156e-03 1.455542614099201604e+00 1.036115714657044910e-03 7.555574373157807055e-02
4.321812255591547455e-03 1.321580602543458216e+00 2.294987635877948889e-03 4.284860360705021465e-02
6.077949969863344175e-03 5.026462267864524325e-01 8.830114305615378509e-03 9.481426025343676900e-02
3.814179620618130245e-03 1.348239821612818634e+00 4.310004136410281600e-03 2.489200920831154129e-02
4.331084580472044148e-04 5.089674020510382979e-01 5.232978605913773257e-03 8.766630798847545314e-02
6.887701573995323040e-03 1.234591059294301241e+00 9.863676529366894111e-03 4.823803326323949231e-02
5.627482371700186095e-04 1.226311621404676977e+00 6.629384613108878221e-03 4.207894146988952477e-02
2.761803383318769262e-03 8.811149441475386590e-01 4.521203479329116877e-03 5.584111048680434619e-02
6.936121609609208552e-03 1.286370271127852405e+00 4.143660155387772492e-03 4.790919433955622558e-02
7.024402101456370118e-03 9.239610034389051929e-01 5.590768275897522142e-03 9.048958362927855825e-02
1.464642851551485082e-03 9.074683127974277896e-01 2.819590254283038059e-04 7.009973675344792488e-02
3.448482133313696130e-03 7.293780163817188411e-01 7.002992937256385768e-04 5.387056184315563989e-02
9.959984562337178410e-03 6.960236166701074811e-01 7.005638543017186567e-03 4.585258970598458245e-02
8.589808895709011294e-03 8.244778104624114201e-01 5.508018516602219278e-03 7.323192767376647538e-02
5.325581061124734852e-03 1.177064712387954515e+00 7.271412831008502130e-03 2.387277004461794278e-02
6.947755797211488567e-03 1.187267791250300686e+00 5.339351606519719858e-03 3.501289434742766576e-02
9.108311303800797898e-03 1.132180510821294561e+00 4.047775447072056443e-03 5.521379111871338452e-02
1.351271243590458594e-03 1.490019763890104709e+00 4.105392819718194607e-03 4.620597303585827209e-02
9.019031800269099522e-03 6.726755776525380481e-01 8.071637488265387753e-03 8.208886041893488639e-02
5.027849642233692476e-03 1.486893685383560593e+00 8.353039441065969592e-04 9.657406018912345624e-02
2.216136969895652568e-03 1.381709045613634057e+00 2.905162487588987610e-03 5.986329071860104628e-02
4.544700810129938436e-03 1.289028529365313869e+00 9.245180178445260716e-03 1.837014394865502456e-02
8.281572482618316036e-03 6.242185700084232902e-01 2.329589348293279166e-03 6.160763994828622608e-02
5.969449377391923203e-03 1.365759507885554669e+00 6.728986770784570887e-03 1.188692961831205527e-02
9.243457838808512295e-03 1.491309160160892988e+00 8.240330917801446525e-03 6.282148287139001364e-02
4.400887796314544714e-03 5.146524942099869326e-01 2.812140649130452814e-03 4.519462800951486170e-02
9.920674451819020551e-03 6.000338303347649838e-01 1.673760728672254528e-03 2.113247778948999095e-02
