# κ ΔE ℽ g
4.649323368081091125e-03 9.486940911934220733e-01 2.000546271518093347e-03 5.741324093149856658e-03
2.117337030714401460e-03 9.809712890754020975e-01 8.273177246847856006e-03 9.153151847303047164e-03
1.402281099784115663e-03 5.867868778803397856e-01 4.283159843116363975e-03 6.523327706823141454e-03
9.144150132003626974e-03 1.266070951427537450e+00 1.218164523072222567e-03 5.780289265960778661e-03
6.057563559033562030e-04 8.145682153179389928e-01 1.271953909462690850e-03 3.791512743192982336e-03
1.124217169089485957e-03 1.180243554623845448e+00 7.005071403480493675e-03 2.670051919472743712e-03
4.762071436672274394e-03 6.135510243386618212e-01 1.562902533685961654e-03 8.218204942639953728e-03
6.714132788752647657e-03 6.724007889965835094e-01 6.753672785798125848e-03 5.144382014063013202e-03
6.893312110965555501e-04 1.085177580292889132e+00 6.395545408717935240e-03 3.000519580473064250e-03
3.401769580614332020e-03 1.299753303476016697e+00 8.589878625930441602e-03 8.585256994384778823e-03
8.559308380429212285e-03 1.480535518785288440e+00 7.800575380503788764e-03 9.790502263327300475e-03
4.952644388502097650e-03 1.075151608998055730e+00 2.206377745081295957e-03 3.937980880309680833e-03
2.440432210176237716e-03 1.140968798694242947e+00 9.393329016554242961e-03 8.767442080557606016e-03
1.199387037009014235e-03 8.221029857709568622e-01 6.581531855083624406e-03 7.224553793131338478e-04
2.998055687698628850e-03 1.126350738031591359e+00 6.545512907777472841e-03 2.149802628729979674e-03
9.629606177963026883e-03 6.947954336842611101e-01 8.678908937911728252e-03 7.344780035391828762e-03
8.309725047982009435e-03 1.261431675466055502e+00 5.969382873556946037e-03 6.119160518433580144e-03
1.212948371307464310e-03 8.001916999018439114e-01 6.772304191328714848e-03 2.118021107891850715e-03
6.248987655632210099e-03 6.957900086354068536e-01 3.151278731656675762e-03 5.490668374468187125e-03
4.356949555105923619e-03 5.274942490497819270e-01 2.228196626587988956e-03 8.359571801063180735e-03
5.166952696486822906e-03 9.692600718112821534e-01 4.937043406311446628e-03 9.655629667648447587e-03
4.744498794860343115e-03 7.262011721370584816e-01 6.714877614582197805e-03 5.134401976815338928e-03
6.093551331512454643e-04 5.265302731398977532e-01 6.237580442334769021e-03 8.285983898721727484e-03
6.899220870014291691e-03 8.254847033382788357e-01 1.940841523426335268e-03 3.271463548088875996e-03
1.428044044656683357e-03 8.027215946195268570e-01 7.883029298165377535e-03 3.863897805916709487e-03
1.464204057581707397e-03 8.936471823915481671e-01 8.897224802493235510e-03 9.750434067054631476e-03
4.147578083543767354e-04 8.644878048241313451e-01 4.837636555125964487e-03 7.608039200180582648e-04
7.942600950379262448e-03 1.313234894390969298e+00 8.833943180896374620e-03 4.328727828070567073e-03
5.537157307375860024e-03 9.332689605521570231e-01 5.789426049259762362e-03 3.421666441034997876e-03
9.073998710584800856e-03 1.204796862712575356e+00 7.881233055369868054e-03 7.558002361318970699e-03
7.321035139663824819e-03 6.385313813395165905e-01 9.418817910738985430e-03 6.119937516487171381e-03
4.257301096138820656e-03 1.494112160000939049e+00 2.616368881841255392e-03 5.824987270891537720e-03
9.881304777229411515e-03 1.162361174544991993e+00 7.578244567498906847e-03 1.003097230695820406e-03
3.635089046187692761e-03 1.317992478046778437e+00 8.132744983674897524e-03 7.588311023920269772e-03
5.408972941857250784e-03 1.140660267325460442e+00 5.753880464286439435e-03 3.654118984056584519e-03
7.060994325753517167e-03 1.116780450959763193e+00 9.223985790735390877e-03 4.675545760145369961e-03
4.584608540489656069e-03 6.386251764701849076e-01 5.468055906866037220e-04 9.897209602566007201e-04
2.247390594316761646e-04 1.123675407431781181e+00 5.376872601350519715e-04 9.543005155013559518e-03
2.890881236021293314e-03 1.407018598039811330e+00 7.053888131891746134e-03 6.300673179686549184e-03
8.946974012512896868e-03 5.277496611219699707e-01 2.931626276076188930e-03 7.185793819668567610e-03
5.863357007504830555e-03 1.219745465767283266e+00 5.392012297204965346e-03 3.423208871662148560e-04
7.330107879922235538e-03 1.017705969910525532e+00 1.827121443364489780e-03 4.347550060376298951e-03
6.183328187032711672e-04 1.209411394069803025e+00 5.698351715827026064e-03 7.624821962800966066e-03
9.165054192206544686e-03 5.200596055294048892e-01 5.910652550910863549e-03 1.772432958402304351e-03
5.596605409352651758e-03 1.350301148994609068e+00 7.351480736640565467e-04 9.290128408112120414e-03
5.660770193588423368e-04 1.003383878869348544e+00 4.799740107988774429e-03 5.049524379494968115e-03
9.321284232286267471e-03 5.712553956390792331e-01 3.506850601838279024e-03 9.194791672225411522e-03
5.374496176358490619e-03 8.818528691345417503e-01 3.242655001730566748e-03 8.049529116663270770e-03
6.418768266077607039e-03 9.854207014694931210e-01 6.559268917061720008e-03 4.319690802115831274e-04
1.152244308854404693e-03 1.075780554700448199e+00 3.090437745153323292e-03 7.255196470155060931e-03
4.569272574641593081e-03 9.224281676990582213e-01 5.592352925791852988e-03 8.935619730317803308e-03
6.619355973030436983e-03 1.327923641288131229e+00 4.708100108828908886e-04 3.354459742968571930e-04
1.885677902186086354e-03 5.934964910990638831e-01 4.451794979715667337e-04 7.660498192254740733e-03
2.313129013786795196e-03 5.935386387470236169e-01 7.616981504680701842e-03 9.131588172287598629e-03
1.966690471812808112e-03 1.184604096534852768e+00 7.013795588985539779e-03 4.679769145092653460e-03
2.259027788636537842e-03 5.267750527696513085e-01 9.160622355417107412e-03 4.822546290166925681e-03
8.238236491922113630e-03 1.328297060915494487e+00 1.879556105622969464e-03 6.581721166593641238e-03
8.852741476351485075e-03 1.414500732115359094e+00 4.577646585610850929e-03 4.629740985847733553e-03
3.793149005579801811e-03 7.447761087954315462e-01 3.621035459844549253e-04 6.624389258742718715e-03
6.395282663015488395e-03 8.836033889015646459e-01 3.863923565230213773e-03 1.310655355657786079e-04
5.372541937988622313e-03 9.116871974160881686e-01 4.285863796898142092e-03 9.485632611244326773e-03
4.716675266576499407e-04 1.152752925626806757e+00 8.478389332845330528e-03 6.798288941340153817e-03
2.951205063182389156e-03 1.171807984784592804e+00 8.913089630218806736e-03 7.028147933458578876e-03
3.378118026059201938e-03 1.199346761531242755e+00 5.765440876955190905e-03 1.868046037053195090e-03
4.701101306416639522e-03 1.235860855492426413e+00 6.651129667454317058e-03 8.401777545713081524e-03
6.307176262621376310e-03 7.488243652383734794e-01 3.310642485748865969e-03 3.619294669370167698e-03
7.593450257929543028e-03 1.090766743647684223e+00 1.434976053659569976e-03 7.748226804996612323e-03
5.738916845487461449e-03 9.770756682366008583e-01 9.695692857674438961e-03 1.290201860015788987e-03
7.890237549474770837e-03 1.062868332943621485e+00 6.036490468929078985e-03 2.598488422589919581e-03
6.698642587278993976e-03 1.196130811692009299e+00 7.041611133765326644e-03 6.931574467641745015e-03
3.724762856475154205e-03 7.833800600740838949e-01 4.647756719858031648e-04 9.467218348131604608e-03
8.114380868338322284e-03 1.112562018365486294e+00 9.696103630587493000e-03 8.886342655431254825e-04
8.460071382294081371e-03 1.199393870494877667e+00 4.979695928888750768e-03 1.283014200724866489e-03
5.840362186292549947e-03 1.206625795261700773e+00 1.773261322534744723e-03 4.923386336802370797e-03
4.543951389791792660e-03 7.462678688419478457e-01 1.375803357335905535e-03 3.701654769526859304e-03
5.234962261143791609e-03 8.928014966056997403e-01 8.888869378522181244e-03 9.157312910973292377e-03
6.333504188577606005e-03 6.695281493609394063e-01 4.571151726772196972e-03 7.223921466243420943e-03
1.538477228050006730e-03 9.172719324298734822e-01 3.475833508016208206e-04 9.950404558646304062e-03
9.305437021158300542e-03 7.970604823979846598e-01 2.173798083357354229e-03 8.307550061671959557e-03
4.603489462860963204e-04 8.377111618705176399e-01 1.228799605492263570e-03 1.586129633661666032e-03
9.813027547225631336e-03 1.399811290254084906e+00 3.640945438155802905e-03 7.761118050543214589e-03
8.595739019219552843e-03 9.134877924552499140e-01 1.340837923571073023e-03 5.522261643698956647e-03
6.134247763333214136e-03 1.065326978778154077e+00 4.673805006624935469e-03 4.281592746788234413e-03
1.567519842419166833e-03 1.373320621051073775e+00 2.044645996875915032e-03 1.932722550251089483e-03
3.000620288125167671e-03 1.367619202234189757e+00 7.080231326910158864e-03 1.985870480876982154e-03
7.962851218191374647e-03 7.537319621873238562e-01 9.369540515436152947e-03 3.038313393655509616e-03
2.794054426753451829e-03 7.474905952423693822e-01 7.327305591184863319e-03 9.759481712591826230e-03
6.035157187714940141e-03 9.016460624463010776e-01 2.449031973985704540e-03 6.424893936507964157e-03
2.905693761392587424e-03 5.115653191422870893e-01 8.482775676026453257e-03 6.375616756644790842e-03
1.680183896811227300e-03 6.673258272240243372e-01 1.214842947330883275e-03 1.908771537211345149e-03
6.724857957164343328e-03 7.033066453873453305e-01 2.684351173504918951e-03 5.665004487532571999e-03
1.762254513574833910e-03 9.375915040857033533e-01 8.855913102970075154e-03 9.768461498722211950e-03
6.328970831301830059e-03 1.270512076548502289e+00 8.135132832734549499e-03 2.639549850536903643e-03
2.297404808613309844e-03 7.711694740518236779e-01 8.881090087895468152e-03 1.016661641669214591e-03
7.402187039594101611e-03 1.402071079365356354e+00 9.004948043031540603e-03 1.913282148234841809e-03
1.489309854693524364e-03 5.570555083110306782e-01 6.675695151186248136e-03 3.071726772155033264e-04
4.822019428461983212e-03 7.510487654768998045e-01 9.788240471562362210e-03 5.208537550350050317e-03
8.389134105627343158e-03 7.511937866886585491e-01 4.229768477318944855e-03 7.463716988104224757e-03
2.818853157205288354e-03 6.482913557420980633e-01 1.631815612211795800e-03 6.684190404590091041e-03
8.712761704927652132e-03 1.443840757548315867e+00 7.064603052730312333e-03 3.449523315835344335e-03
3.080760952194971838e-03 8.981318104779720812e-01 8.241592958909324182e-03 6.717490351134560236e-03
1.375748293150845817e-03 1.246547023299501067e+00 5.587594187920967397e-03 1.977780621854162511e-03
6.966069141868497065e-04 1.022203757412894820e+00 9.317483067128481261e-03 3.798377967368536320e-04
4.841026399497031819e-04 5.208841088888843673e-01 7.478286936853157339e-03 3.652443312816023094e-03
5.168903574633218478e-03 1.273750237401712004e+00 5.582559016559031015e-03 2.692990538926435303e-03
2.003338961040733446e-03 6.470300052609631036e-01 5.572913943576034666e-03 7.166899856062549853e-03
7.800774883136423268e-03 1.148895667246375263e+00 5.157794187814802173e-03 6.471231155303248592e-03
5.496307102769408190e-03 5.712772863670543266e-01 9.293487947330482737e-03 8.970524005697056227e-03
7.664203316868327225e-03 5.437947243101179939e-01 3.929445476424394020e-03 5.347692402247863734e-03
7.623296329289646657e-03 1.497614718935588618e+00 8.925897448007107451e-03 9.942368316715523638e-03
2.392196918369276972e-03 1.347023318688276738e+00 7.754128420066802412e-03 2.756803243696600170e-03
8.084304258830827053e-03 8.831007353545746730e-01 8.499126024066574331e-03 5.289824429056209226e-03
5.242104632979416312e-03 1.401328953562860580e+00 4.855451112806319185e-03 6.380512410550077951e-03
9.923196452221736200e-03 5.511745388266444667e-01 9.692604731647317881e-03 9.284279395751389441e-03
3.617922785737767363e-03 1.415738166902212436e+00 1.995926905267241891e-04 2.073402382513521956e-03
6.019579113938133830e-03 8.851516697976914427e-01 4.711029104986284681e-03 7.008197071415166179e-03
1.162310855103530684e-03 1.388751363673362826e+00 9.047482820415911342e-03 7.652517738663213234e-03
1.245545451616879556e-03 1.064309097872259358e+00 7.914403615105662995e-03 3.490241555569059771e-03
2.114695672880737877e-03 7.407360919293296542e-01 6.658578748841255997e-04 6.348828828081532101e-04
4.120270316648404207e-03 6.488464324916832782e-01 9.383187342574083115e-03 5.464036360873942948e-03
9.035635606458279623e-03 1.434091526908654490e+00 9.554997694293696289e-03 6.105743991667325794e-03
6.120962699520480360e-03 1.136174383817239342e+00 5.516124115143156148e-03 8.350825380446786142e-03
7.003691657534356213e-03 1.307845264760636450e+00 4.767731198711062240e-03 7.908936182395548409e-03
5.124230271372163907e-03 1.370726358379323884e+00 1.247866269932320889e-03 7.651509069489663070e-03
7.856369766392236331e-03 1.295891484046131747e+00 2.891137844230244093e-03 7.935849619706745149e-04
1.483659755013903630e-03 6.774706753778974022e-01 5.171974700475493771e-03 9.798099893147187937e-04
8.085175957007917358e-03 1.373554288198182149e+00 1.176644884249369383e-03 8.264457452006218272e-03
8.346008831625995744e-03 5.695474300982498184e-01 8.505052869036335006e-03 7.426589736339798097e-03
4.674682525888485853e-03 8.302439365137861405e-01 3.701140484073616593e-03 5.180777781113498660e-03
3.874700041934598174e-03 9.610960812661633046e-01 4.233035620814803654e-03 1.297731316661454755e-03
4.149876734370982687e-03 1.426448288379450702e+00 6.047111421829414260e-03 5.292107614650124088e-03
8.508006078716641093e-03 1.016670445361772535e+00 2.721616500091198973e-03 4.312043738113266467e-04
2.325991738067186270e-03 1.311913111382093433e+00 5.812417268879301914e-03 2.054168330765686855e-03
4.774024251601839165e-03 1.465356967006187672e+00 3.583234342562856799e-03 3.011777577474049686e-03
1.929411490217186522e-04 1.237569529744779739e+00 4.415518112788050821e-03 4.368532880374070143e-03
9.036955640250556726e-03 1.488793957456886474e+00 9.795012887923898112e-03 8.922700059655772065e-03
2.618675977528846710e-04 1.221976398644909256e+00 2.288760289294870971e-04 2.045031299395972096e-03
7.558051838671131333e-03 5.881355937286520952e-01 5.817669627610839306e-03 8.850050737911918999e-03
8.668618955588507091e-03 8.075623143607989496e-01 6.366333957602214599e-03 3.253347149367396673e-03
3.447230990227790302e-03 1.114451549146072917e+00 4.902535259510897546e-03 4.745215839756943346e-03
2.097054428966784075e-03 7.371163587114339943e-01 7.013186106707635162e-03 4.401879859587651961e-03
7.040413476559925776e-03 1.423186343666282827e+00 3.095913302767740617e-03 2.598882419736844081e-03
8.972209864577616184e-03 9.868416429109548860e-01 2.253992907867105513e-03 9.919892339969916401e-03
6.838640710787864327e-03 7.500039721968757567e-01 8.425911388308986866e-03 4.517786569685078822e-03
9.286132364925082233e-03 7.958319498876396114e-01 9.912599551147035365e-03 5.583688829163374959e-03
8.041489898325714786e-03 1.305700225910839229e+00 5.454588573147569133e-03 9.624113095072137775e-03
1.735920968222583877e-03 8.663763671623190277e-01 2.465262753283630100e-03 6.297520203291437531e-03
1.233262945054761821e-03 5.823591814779636167e-01 8.429429527346630341e-03 2.942129891280829881e-03
6.930236678613863228e-03 5.504154555684027672e-01 9.701268237465166325e-03 4.235304071800929417e-03
3.408883261233616258e-04 1.003222468924120259e+00 5.042763040917743605e-03 3.612324183540170132e-03
4.703244829178915287e-03 5.184100379674618786e-01 5.890888510031500047e-03 8.053736716066371704e-03
4.202476871493083556e-03 1.071143759969910736e+00 6.743442777512289460e-03 2.324665747474813447e-03
1.689099966862854160e-04 1.369458148709762124e+00 4.140974364744262094e-03 7.113930124454482390e-03
7.863914261815346807e-03 9.244877893998338925e-01 9.724936043837811850e-03 4.124288931053776003e-03
9.962603790810879018e-03 1.031500117544288830e+00 3.843737672788122804e-03 1.896460115240275858e-03
6.185121690487453694e-03 8.548251196437752775e-01 1.181466876225829897e-03 1.021072496214023252e-03
4.764933224276038555e-03 1.322813513184389222e+00 5.720118015949917332e-03 7.028251421005743838e-04
5.881234841666718033e-03 1.363919212040809015e+00 4.969502854580474735e-03 2.163410001867153726e-03
4.955876554832455705e-03 1.396828808744341455e+00 2.868596511253457704e-03 1.830839478568455168e-03
2.561393065720850553e-04 9.866897095122152406e-01 2.150289545472439568e-04 3.637519709220650606e-03
3.142082761366158522e-03 1.388038732064857728e+00 3.820660658437169399e-03 6.546327860174614918e-03
2.292610134382291366e-03 1.250341968734491216e+00 8.027791033861414807e-03 9.285669174315090008e-03
9.611489388922020427e-03 1.329352222425526087e+00 6.203391785499366880e-03 6.694230977345813453e-03
4.390052932098564321e-03 9.534403325969573739e-01 1.556616827664008759e-03 2.363420147298833911e-03
5.210237653740736399e-03 1.068472393619966265e+00 7.036627198916664550e-03 7.934967814299420663e-03
1.059287050966417404e-03 1.369909448787733242e+00 9.663944519970845944e-04 7.799179916171702573e-03
6.506355529941009602e-03 1.430753157608513293e+00 7.485158165689754887e-03 2.345173856015942901e-03
6.353335476144547286e-03 1.043853956820349538e+00 3.113001267073969066e-03 4.714591778357644578e-03
2.916264677285106480e-03 5.696219851922339483e-01 1.048501205659104841e-03 8.792079631838820367e-03
7.572033859741734117e-03 9.757015569362975649e-01 6.685423313499537327e-03 5.159581976101357617e-03
1.188687014354952677e-03 8.222253009036908367e-01 2.743051267269387000e-03 2.953671714600902593e-04
8.278219703534553386e-03 1.231569270788036352e+00 4.665849472054511490e-03 1.906375855133091808e-03
5.360749544181788763e-03 7.659111775221623120e-01 1.254839041450989991e-03 6.185172324694283678e-03
3.944425919748028924e-04 6.944317059355390453e-01 8.829136705618691964e-04 3.288309918484450065e-03
7.291219633113336755e-03 1.321134298858168021e+00 9.886031303326464625e-03 8.555330553796369752e-03
9.576920063539858105e-04 1.318639656376117797e+00 1.519484462495051353e-03 7.704990654137695502e-03
7.489750677240993200e-03 1.117359043071433078e+00 3.459785164234364767e-03 1.185068424717724807e-03
4.321630104490084903e-03 5.920857795859055805e-01 8.224133742907528688e-03 5.696782652933391443e-03
1.682745071948721534e-03 5.078313639216168740e-01 8.150624950642636202e-03 7.746624177399117663e-03
9.286061057925700662e-03 7.507395110053679543e-01 6.002226270902664279e-03 6.400123419415998209e-03
3.976031402942878379e-03 1.403278879698010684e+00 3.851381305051579124e-03 9.544600454070573115e-03
6.382330460332950872e-03 5.550397540635860771e-01 2.486554609320855685e-03 6.000143885356526256e-03
1.729912352751500435e-03 9.796491742095343458e-01 4.214735090847280922e-03 3.654168587147634938e-03
3.542447624919967987e-03 6.565298551985276898e-01 1.754440622771048829e-03 7.738106801185899546e-03
8.076838854161454487e-03 1.049508456987570781e+00 8.913391412202077702e-03 2.901479291373934739e-03
2.876705860449547351e-03 1.465020875217503349e+00 2.720428906564277636e-03 8.567795067813745516e-03
3.501663979015012199e-03 1.221483791525986184e+00 2.241290217845687185e-03 8.338983977282755922e-03
8.868892777570351604e-03 1.177781816455382380e+00 7.291149096965999707e-03 9.511139861636149634e-03
4.457410377747161000e-03 9.345860105655313665e-01 8.518751537291948317e-04 7.069399359174505758e-03
4.021437023671413022e-03 7.933832577586593660e-01 9.433260874656478057e-03 3.209855429119512667e-03
1.815541409759600542e-03 1.353444875401092373e+00 5.783322590566119907e-03 6.048213868023397284e-03
5.431648388471036447e-03 5.456804610113388243e-01 6.681456201721454975e-04 4.053276784192240412e-03
8.411911038259925824e-03 1.067611472594142352e+00 9.557896201352467222e-04 8.457142526607243013e-03
6.466633848806646774e-04 9.138226021767240637e-01 2.030769988995933303e-03 2.637042837248282021e-03
5.055317196854300366e-03 1.115490845875328318e+00 7.839275308011340107e-03 7.636553823656563877e-03
9.669458384553167654e-03 1.189651036077026269e+00 6.739358390547105053e-03 7.576263667426141879e-03
5.559123361735902533e-03 7.746545940924313145e-01 9.485230565035012579e-03 4.072406814419397142e-03
2.182645394128808567e-03 1.448131585710218161e+00 2.212659553650863937e-03 3.233014290688311729e-03
2.334056314735557212e-03 5.407660356995919182e-01 6.618245107754982919e-03 9.896850186753139433e-03
4.810845121338093444e-03 1.193842069068076661e+00 4.265656380896672324e-03 6.375242025386157300e-03
3.128967527013309154e-03 1.441058679567225109e+00 5.527382845338443297e-03 8.810544311760875810e-03
7.942178729193302353e-03 5.315314757284776981e-01 7.254322255603629956e-03 6.754677610572674615e-04
7.592112285630325634e-03 8.417688295136646071e-01 6.695101672421157994e-03 4.781511320705681203e-03
1.088438569092081703e-04 7.517429474119954325e-01 1.856603649022371509e-03 2.033409699044042614e-03
9.372944682337027615e-04 1.152462916064283194e+00 8.190967840564436150e-03 5.800137146652360742e-03
6.986929382611536433e-03 1.398767267119447322e+00 2.260216684423836837e-03 3.359362096910775697e-03
4.736813590698412367e-03 1.180757412830681918e+00 6.329504182090649536e-03 7.827172283490895768e-04
1.472126967170433185e-03 7.048457355989516948e-01 3.857960031487202290e-03 5.496105578442490348e-03
8.892447231588741178e-04 1.047566612158660648e+00 3.399461657780600277e-03 7.049029172348530471e-03
8.400908531410034366e-03 1.378587828694548101e+00 6.456402390587710587e-03 8.063331612762354716e-03
9.620915514854081960e-03 7.224934166184590056e-01 4.389956025846005437e-03 9.643600014170555790e-03
7.754075216318938053e-04 9.817235982519775250e-01 6.203834874439851342e-03 4.110757747351252538e-03
4.742355574531016259e-04 9.854322259250221094e-01 5.988740083948267817e-03 9.760810442367175849e-03
3.623707719298361750e-04 1.032138796831991279e+00 2.520542288977526118e-03 1.839857271744906823e-03
6.514100087830643031e-03 1.338213812149283699e+00 8.483314069513876038e-03 7.660975652272907117e-03
7.039912569104714475e-03 1.361134986703834260e+00 8.989480074553529362e-03 6.809005152407752136e-03
9.088014310883468436e-03 6.654448405335217087e-01 6.446295631157624752e-03 4.558554789195714239e-03
4.914447657574055710e-03 8.414797689175517181e-01 2.231598602446129877e-03 9.846541306124917403e-03
7.447172809863689298e-03 1.316909375956282879e+00 5.508699328013396540e-03 6.386009071415075025e-03
1.022479403552946885e-03 9.988585159988182527e-01 4.806087293414921385e-03 1.922439864641561219e-03
3.267575374255091755e-03 1.278935557478765084e+00 4.455578656928162011e-03 9.864116286538828285e-03
5.663030752094538010e-03 1.066350059117838978e+00 6.280183576705815861e-03 8.226759739306199748e-03
1.006919765034055203e-03 1.012019141912981812e+00 3.617100393216909817e-03 9.007284611240907665e-03
4.953095157586490105e-03 6.635597809645406020e-01 7.122796562841540551e-03 2.441524642183922830e-03
3.447863424133485507e-03 1.234820334708069289e+00 5.506425916632187376e-03 4.938163986274124407e-04
4.570877997891902890e-03 1.204411202503625100e+00 3.405969442446880793e-03 6.755611607875898830e-03
2.947205272738375771e-03 5.585309662857518287e-01 1.768811342903072814e-03 9.031086044248541264e-03
6.516071130668230592e-03 9.616008547311206689e-01 6.778832504262104555e-03 8.558346781441976761e-03
9.674521332500530743e-03 6.011714480546376249e-01 2.151802525330176897e-03 6.450349893623188655e-03
9.745072590485322553e-03 1.445132632975201226e+00 8.568923640870250089e-03 1.929430206815714068e-03
6.161078570164837606e-03 5.815145354533929334e-01 3.973896587778832641e-04 3.458726282384890285e-03
7.777035894558015187e-03 6.122765013987852001e-01 6.964929412571687663e-03 1.536563344658060243e-03
8.990573072895141279e-03 1.123936665221009878e+00 7.561738034949534726e-03 9.499721258525569909e-03
6.090104689928697336e-03 5.749948079689456426e-01 2.764413339927425904e-03 1.470790095154126146e-03
1.986748976099827904e-04 1.087810935295356440e+00 7.532057453562291012e-03 3.712384983180115009e-04
2.623650010835918474e-03 8.972708421521955469e-01 7.474681482953622787e-03 1.526810967079016233e-03
5.259809296400743198e-03 6.719013099479943518e-01 4.799352147383075039e-04 7.665627864181187925e-03
8.972080370652850759e-03 1.093660540015968241e+00 2.344409248246251670e-03 9.586023403509868687e-03
8.934336826657725966e-03 6.486781632874455417e-01 6.480763944876214225e-03 4.617325654809744002e-03
7.194903334540658953e-03 6.534833105066268910e-01 5.862210036178028966e-03 4.906835332260134352e-03
1.256679401401421779e-03 1.268744690535511310e+00 8.562493550579268822e-03 1.439705086111154123e-03
3.273628398573440851e-04 1.466386713083449145e+00 2.364394116663955103e-03 5.456027656225201361e-03
4.318306952359759684e-03 9.778661965726811456e-01 7.968165634705469749e-03 4.061704144759416442e-03
3.091166834693460409e-03 1.136526734022563989e+00 6.332171171107571842e-03 4.816800516040544919e-03
9.584945374297298981e-03 1.219484881657957098e+00 8.200069933179017501e-03 8.558899860693587602e-03
1.578654226895420719e-03 1.009917255332408281e+00 2.123698645271381719e-03 7.280614557504587990e-03
6.222002520992321248e-03 8.346135870072202145e-01 6.491724913939339939e-03 1.559787263603179411e-03
7.002317972481574091e-04 9.189244860724025132e-01 2.523928425067724010e-04 9.432814787397929496e-04
8.296524285653850616e-04 1.378297304423343972e+00 3.919577356544859219e-03 1.914065125319403893e-03
3.748724413058689836e-03 7.306924456392537293e-01 4.493556945218749737e-03 1.966857133496924259e-03
8.007206240440947753e-03 7.936912196365137895e-01 3.859790412730706912e-03 6.585744717915926506e-03
2.076941312891562603e-03 5.812549537902365060e-01 7.428373261419344772e-03 3.243400266731917385e-03
1.597747155183222231e-03 1.469153511267180745e+00 1.797589035688596762e-04 3.277763448857286353e-03
2.913794067904139709e-03 1.397065270775741830e+00 7.126916364239530531e-03 3.428127518848791619e-03
9.216448809392254957e-03 7.922695934960767294e-01 7.535210560986531185e-04 5.179055401245596761e-03
5.029674780396809278e-03 1.124654822974223922e+00 9.396118422632068409e-03 6.169252214572226375e-03
3.682769684910515255e-03 5.512636859157135083e-01 8.952560247308701327e-03 6.727371315031689322e-03
8.524647288366328859e-03 5.490101648562887293e-01 6.858492189422419260e-04 8.165207105419616460e-03
4.419052868136008963e-04 9.630388437236548915e-01 1.692976544495747434e-03 9.850736868026968573e-03
2.106023180218753819e-03 6.512445902797679986e-01 2.227896962719103265e-03 6.859531472065824240e-03
5.488883388113320085e-03 1.442982286970619921e+00 4.520428143178174124e-03 7.046474616911298575e-03
5.376269990906817030e-03 5.664651792990632595e-01 1.225445109282416369e-03 4.290832977004823030e-03
4.129667887165061092e-03 1.289167056183829763e+00 2.524248033428620752e-03 6.528566147318379254e-03
9.545283991226560794e-03 7.833418658328945572e-01 3.978814284190291964e-04 6.509959270957351232e-03
6.970414499589506346e-03 8.615748409798562601e-01 4.217275747513174119e-03 9.764524697036973400e-03
1.765495043595936495e-03 7.119385219038915080e-01 8.798129133164930490e-03 7.533514297176131629e-03
6.959423553573287208e-03 7.297693965987537279e-01 3.988961116150661207e-03 7.788421933992597905e-03
6.802318498925186661e-03 1.256535285245967026e+00 2.649407474668432055e-03 6.298345479924762590e-03
2.308926893454024947e-03 1.407044457124217995e+00 7.064889052218332717e-04 7.019568756655471253e-03
