# κ ℽ g
7.750241058523640522e-03 3.793250130550734900e-03 8.470501373410937659e-03
3.267385228347537748e-03 6.685281845229830953e-03 4.003592303056726677e-03
5.151387787098372917e-03 3.393132950361804536e-03 2.642912521922319031e-03
2.491488470727725932e-03 6.722337800374082219e-03 1.947523485228977273e-03
9.375423785862763452e-04 2.903776314339147867e-04 1.027072593754638739e-03
2.080995392616405513e-03 6.848806990791424633e-04 3.018797713563207367e-03
9.261026051638856713e-03 1.761391192423664848e-03 8.618675780571769668e-03
4.551758456650420968e-03 5.569159109534307581e-03 6.115646732529204151e-04
3.584723152881059971e-03 5.719974650308080888e-03 3.240921114397342633e-03
2.021695801820862313e-03 8.640405858849901227e-03 4.812103952759351315e-03
1.177414515556590149e-03 2.342944844716884998e-03 5.567864599422859932e-03
6.489409673593457724e-03 9.292302824169850969e-03 5.914070764817962872e-03
4.991160805058329590e-03 4.502203102104139140e-03 5.775646786741800778e-03
6.429951398717031336e-03 3.822481808176323142e-04 8.227858461223853601e-03
4.387196846843984151e-03 3.335163373034618749e-03 7.365435599164070826e-03
7.289716222249528581e-03 9.528959876736109100e-03 6.287719479295712267e-03
7.229793766521597914e-03 8.914755391398382356e-03 6.886034742762802297e-04
9.691841324826812668e-03 8.860469808463884104e-04 7.185152648974824606e-03
1.038577741490867784e-03 2.818300445593741304e-03 1.696422326920953363e-03
1.460022935597572779e-03 1.499836452944386259e-03 7.908829699168482691e-03
2.143726960720555505e-03 3.103836362709440941e-04 3.994992645651365866e-03
5.261726505406666594e-03 3.169161478602351093e-03 3.246808611525529766e-03
5.301965584265566980e-03 8.363455818892388469e-03 5.630342389697401938e-03
8.063530688093501625e-03 1.570712726865927189e-03 6.867200425323539796e-03
5.771938943995087723e-03 4.081399129523944833e-03 6.749373056999411619e-03
4.311267290428417998e-03 9.893666280808626964e-03 9.901271715598410073e-03
8.053172543321456336e-03 2.536866580637648673e-03 4.175532178757640663e-03
9.110505539123806441e-04 6.300495292951931517e-03 4.824367709542213591e-03
2.694083571393770735e-03 9.429532910879287813e-03 1.509887643809597986e-03
9.448485980228349401e-03 6.128299027548466359e-03 2.107576707624517470e-03
2.141747440113512310e-03 6.169527429430722923e-03 6.680186695524435204e-03
3.403071272424021843e-03 6.204303012368711512e-03 9.504602398091440904e-03
6.867335936496890038e-03 7.128122546124306125e-03 6.865974538072582532e-03
9.591608924560226720e-03 5.253082512526462307e-04 2.791168281512323990e-03
8.080987548168263798e-03 9.699659019718562952e-03 2.948459564999370269e-03
9.642777081083863527e-03 4.784746281199344503e-03 9.066731043313121935e-03
9.368226808834017455e-03 8.671503631453376243e-03 1.526539637659562456e-03
5.227712589727945107e-03 1.087894164429542522e-03 6.314876095329506091e-03
8.429036393011400327e-03 7.755430874119625430e-03 1.219584173953441831e-03
4.837417433269528000e-03 8.797106861688381088e-03 4.911799975967297109e-03
6.330889481699113891e-03 6.803652656465853342e-03 7.465108895258591899e-03
1.625798113424589296e-03 4.301237036991614922e-03 2.887928590078517408e-03
4.548030619026428856e-03 6.740572420009573358e-03 5.486095537239232128e-03
7.367222482976254136e-03 5.867356225815203129e-03 4.898379439805352308e-03
6.560179339570518589e-03 2.770011803320017018e-03 9.851506797973723015e-03
4.864791818741983319e-03 6.681721573407023093e-03 9.865512829405747100e-03
9.518898819337054396e-03 7.166705502915804264e-03 3.857168928779207417e-03
4.026606554529026279e-03 6.139116543309164169e-03 5.003544791742651002e-03
3.099758326677457855e-03 4.643757315353214121e-03 4.812649605576650898e-03
5.080370888494822705e-03 1.703062452816986793e-03 8.967984811987727081e-03
7.106333067554902044e-03 8.342263275483978446e-03 4.711635095259792717e-03
7.102903267781872018e-03 1.521381522115019440e-03 1.321245213481280802e-03
8.891536680214754546e-03 4.348119615624593953e-03 2.021144316812343179e-03
2.612255861786221336e-03 9.383005344161997330e-03 6.606087386142598435e-04
8.225826321442109360e-03 6.255850265736440964e-03 7.751639109827474644e-03
3.931165787434278726e-03 1.639135363459175414e-03 6.565528881878536505e-03
6.515574122201745789e-03 8.083795284285913776e-03 1.579586486162104291e-03
3.632573670073465516e-03 5.344584221445787368e-03 1.936850554760887562e-03
6.313965450794176669e-03 9.360075329246597686e-03 8.769694235992437151e-03
7.863877882983864647e-04 2.537351011555086071e-03 1.837018820063536549e-03
5.416386390187997828e-03 8.123117731817525861e-03 5.868725440053979350e-03
2.010089620000585762e-04 2.620113861090365547e-03 7.681537277847863207e-03
4.762915768373702716e-03 1.767130535683440317e-03 5.724591516471460011e-04
4.334181706620120374e-03 1.700829926134755097e-03 4.733522821797677207e-03
7.781573622013876999e-03 6.387709619459685899e-03 1.904725214220114211e-03
4.536101381156393839e-04 7.459357431216661997e-03 1.085026632425284019e-03
4.142152245017969854e-04 3.495175351875936479e-03 1.736935716878180080e-03
1.894881626428180765e-03 1.390666147899427768e-03 8.183457624830695748e-03
2.419174246628757411e-03 4.326932602123185860e-03 5.281435662097519511e-04
7.006077230093947679e-03 7.719528776961064737e-03 3.226831357701210549e-03
2.046883348370479375e-03 2.073585707388648277e-03 6.622077158364323042e-03
6.644505923782191570e-03 7.948047122133079442e-03 6.225731051090416593e-03
7.161536042836278825e-04 6.962981345472228113e-03 8.870607645588163628e-03
8.317677359423901115e-03 9.389274676136576819e-03 7.681762982594888232e-03
5.312629867873455529e-03 4.148280555559179239e-03 7.416732810803411922e-03
3.118343042434708074e-03 1.801317971164253704e-04 8.420411842011111050e-03
9.608733755432205884e-03 3.515263227312937812e-03 3.133027604012907433e-03
6.235076600125513506e-03 8.368479576241708712e-03 4.604864791486376618e-03
7.884357534052213734e-03 5.787665394416581857e-03 4.094709743667887883e-03
7.063418267622125976e-03 3.952292922163627188e-03 9.014468094821077512e-03
6.053667021554440079e-03 9.978988990563868178e-03 8.822786501084065730e-03
4.240850395165805461e-03 6.031413905159623695e-03 9.398236653483495531e-03
9.133043495372366802e-03 6.012424143779808959e-03 9.655245973553626404e-03
3.085747506928495504e-03 9.118451110798524509e-03 7.143230305154326699e-03
2.014282860203409423e-03 6.631607252984210270e-03 4.688437625794598593e-03
7.682695246541454588e-03 2.196303514201213870e-03 3.623132990875696426e-03
2.598936219289635103e-03 1.807974216904483259e-03 5.755051069429994483e-03
2.319221210795688413e-03 5.663791113882674609e-03 4.767643822282492867e-04
7.070681594545895690e-03 2.479286564187714592e-04 1.493076648012644060e-03
1.121471169723589102e-03 2.552006345327915461e-03 2.894518950798990325e-03
5.129632323439271314e-03 2.270012472828478699e-03 2.821436841571699347e-04
4.297296003695864723e-03 7.512860144176763955e-03 9.520933488611703702e-03
1.453685971979575518e-03 5.804218181367799996e-03 4.469174317343985528e-03
8.831545701325629188e-03 7.416880358088232504e-03 7.501884407915502921e-03
5.592696237440296890e-03 2.329483044835484965e-03 2.848253042334756169e-03
6.091944392019686856e-03 7.395163212759410520e-03 9.292253468790312443e-03
8.327920999662209722e-03 8.177750186177246486e-03 1.053870319042428047e-03
4.595655502818455848e-03 8.808805016945869468e-03 1.720908575172732410e-04
8.382598270613323202e-03 7.868640662089039506e-03 6.404150270508188712e-03
9.924247855945303107e-03 2.544452435209107900e-03 3.782636153566233325e-03
7.509068938586021223e-03 2.046064810338935492e-03 3.457575902364732798e-04
2.654122996175762618e-03 1.277881840647071944e-03 8.544460059132368305e-04
2.832663329398255655e-03 2.514344340802263100e-03 2.320364413590711157e-04
9.580594150909698802e-04 3.144675193535967622e-03 5.862540337445909175e-03
6.791778241910671234e-03 2.399878079939820425e-04 2.477377021026175383e-03
4.170697086706003608e-03 6.880437687720241530e-03 9.067335183153155120e-03
6.685841581037664690e-03 2.775259083151160409e-03 1.025291676425443225e-03
3.091625840349718820e-03 9.491928707689605005e-03 1.828319335059898137e-03
6.795303551971857044e-03 1.748773549609193567e-03 2.788792550097271995e-03
9.502930403663586642e-03 1.794695174529727490e-03 9.155333449488788728e-04
2.219941201709567900e-03 6.460862007656800049e-03 2.754279751955299779e-03
8.769735248622179125e-03 1.920142090114417997e-03 3.740523352536241023e-03
3.518001600460133205e-03 8.573091249760645891e-03 1.351503249010870293e-03
1.170607867579681214e-03 6.104381981612310402e-03 5.856809152842508762e-03
7.151257926317600155e-03 5.092701309363865513e-04 6.020486746363805201e-03
5.658676481415685598e-03 9.181248870160529929e-03 9.312100655895522161e-03
9.576872282780063417e-03 3.813264915618323151e-03 4.223319795777063720e-03
8.610069572972900388e-04 7.027765675955647412e-03 7.148878645583168524e-03
4.415033612287257853e-03 4.137683099795405085e-03 1.295963313363631721e-03
3.577415861920596549e-03 7.027099701004537596e-03 1.516380751851241970e-03
8.960686496930440198e-03 8.191570430035502448e-03 2.353916517244426278e-03
4.219840487794955346e-03 1.796898265561944728e-03 9.607924308230325269e-03
1.889679506877614979e-03 8.666187591025813902e-03 5.528272792744278949e-03
7.066911536437756568e-03 1.950559600164250909e-03 3.926553442009800450e-03
1.523369361614912388e-03 2.464078943856975838e-03 9.997054987794200612e-03
5.077942945929249212e-03 6.874418254460120704e-03 6.955582980386747563e-03
4.152013545392236119e-03 6.350761393225137254e-03 6.107330120580201430e-03
1.472202910559529615e-03 2.982228046866140271e-03 1.835288828448672317e-03
7.347131551198039269e-03 6.910007186512662214e-03 3.562115022352550613e-03
2.480949625313083953e-03 9.066230858498218470e-03 2.508792254856604927e-04
6.901173486369343267e-03 8.825251088763128027e-03 8.732083992984697798e-03
7.898812321201216513e-03 2.495401014138259096e-03 8.208035164634388398e-03
3.978624592860390170e-03 8.037744392765534384e-04 1.173201525577041108e-03
1.258721391401878545e-03 2.088762743530067894e-03 9.169968946985499261e-03
6.679445672853385639e-04 1.095610482144670659e-03 2.316313933925439553e-03
3.688270523157117890e-03 5.739490795905381401e-03 5.639223349078659707e-03
1.713646365983743621e-03 8.587236327044892731e-03 4.245864782642796292e-03
8.042153809563157632e-03 6.966393585078759290e-04 5.418490371470418426e-03
8.795750455082164410e-03 3.660228743597100307e-03 5.193876449317921459e-03
4.825523663730815066e-03 3.187005044853529010e-03 2.994834109530283318e-03
1.520608542168046468e-03 9.848859796160543481e-03 4.216734186584373580e-03
8.333912786252782243e-03 4.828803081068690391e-03 8.896747465032044111e-03
7.397198399633091170e-03 7.024782874140656809e-03 2.631204330692598140e-03
1.829482341105463216e-03 5.905857209118493822e-03 6.603712105421390664e-03
4.877109419900685534e-03 7.613950342539452069e-03 2.023647193260549003e-03
1.002199642534840496e-03 7.191885212072185625e-03 9.781843276541732357e-03
7.807224238020465945e-03 7.676344358599407856e-03 8.735101788499398043e-03
5.987125262642901610e-03 2.520250941836292471e-03 5.064225655642869313e-03
3.657875277095911423e-03 1.114805992075645989e-03 9.817260756749967773e-03
3.396377399559214610e-03 7.710462087336562853e-03 4.884254670247623227e-03
4.732499089704486281e-03 2.649473324023539616e-03 3.549240638171026821e-03
8.988484284549668260e-03 3.243409879974369029e-03 3.796174896592759487e-03
8.739729300298032869e-03 4.402448742637529808e-04 5.563127926281732048e-03
5.560729712379036335e-03 6.883459880359097879e-03 3.712707849253639187e-03
2.925728596053797301e-03 6.484461360426415667e-03 7.868497646227509343e-03
2.786681479045230187e-03 6.224715135632462315e-03 1.152435581218783003e-03
3.125983147902078318e-03 4.738148203289127038e-03 4.581278373593711999e-04
8.413396737395401753e-03 4.029904468878720523e-03 5.185862659829018097e-03
5.604810553596710140e-03 5.906686188120879519e-03 8.828219116408604974e-03
3.563508310565172057e-03 1.725649800948363078e-03 1.194179677185389652e-03
8.146371122988436617e-03 5.686043431146730297e-03 7.254303032749529791e-03
9.313448652920630969e-03 8.277812235197867102e-03 1.807518915997450779e-03
2.496211870683405498e-03 4.338897707571915535e-03 1.263414241131562013e-03
7.337202046720578061e-03 4.040036663509913133e-03 5.457488937815339197e-03
2.135194584400903952e-03 8.589858098593935662e-03 9.456358313153327699e-04
5.891790803513594250e-03 2.343187505106419845e-04 1.065969868247054926e-03
8.064583155702962844e-03 4.301911667452830261e-03 4.302247779806436800e-03
1.892464408218386346e-03 5.918598030434973727e-03 9.973573395137873276e-03
4.697433294477057204e-04 6.425559713770714367e-03 3.957602173069369768e-03
7.179591441421411500e-03 7.978672170048689560e-03 4.287157686221632243e-03
1.084721309525034589e-03 5.156947395140864740e-03 3.734640487970078849e-03
1.464881604461726891e-03 9.491993952137522256e-03 1.859326035122438065e-03
5.122956056610350646e-03 5.126329969466563233e-03 7.138091173881000798e-03
8.944009404598888408e-03 7.585812597317193907e-03 1.329249261194839641e-03
5.862460304000714252e-03 5.805258966877131083e-03 9.640805895297796524e-03
7.852436737657344026e-03 3.866126592219793715e-03 6.651164909483471381e-03
2.538478918999268440e-03 4.966787205175775093e-03 3.119452785261370674e-03
4.856906135229073843e-03 3.539515050846015788e-03 8.874210168680084221e-03
2.889580220320499791e-03 7.368935124445159107e-03 8.713870038073438795e-03
6.251576586290590737e-03 9.448839318700637604e-03 9.200104804170113060e-03
5.959326911992354932e-03 2.377827855988997024e-04 6.088345260581304146e-03
1.382698965506138928e-03 3.667570885695194474e-03 6.286211491265522935e-03
8.870881877824516801e-03 1.105212256638186778e-03 1.437248628565721519e-03
2.859776632935000923e-03 2.701602014930516021e-04 6.834502543515651000e-03
8.306476043402899467e-03 6.778138958094591035e-03 9.219096264018751931e-04
3.687465431059433821e-03 3.001801624100413398e-03 3.558283755084253562e-03
6.186365314394070766e-03 9.160008545066876048e-03 1.701414957534053618e-03
7.051648753332497715e-03 7.320135717527979924e-03 5.281599429544910594e-03
4.264514818332189837e-03 7.228031719289030460e-03 9.392545501107787617e-03
4.678456612982362893e-03 9.426812929962546548e-04 8.939222596710807642e-03
7.462812226710007629e-03 6.941606208951889116e-03 7.258056763851466163e-03
6.462906820153706267e-03 1.761028620219013286e-03 5.158896991079142853e-03
1.245107765224290038e-03 2.466209457291729246e-03 8.842442066811808526e-03
7.245867498790567462e-03 2.477827338898045632e-03 3.921448660688801532e-03
1.296478286021559786e-04 7.212265889579212198e-03 7.605472331989910663e-03
3.770889904135116960e-03 4.171536910442291864e-03 4.903759651898652837e-03
4.521000443910967725e-03 7.170491583659735317e-03 3.279029848266322780e-03
4.513997805995905929e-03 6.013038961076309962e-04 2.605295607966308033e-03
9.767705578318368678e-03 6.632149270260595531e-03 1.232070808930266128e-03
9.374622633860246398e-03 6.016728116370966516e-03 1.187642653492872267e-03
1.342976956322520588e-03 9.862148042960027297e-03 1.572296089037610338e-03
6.645786339108343717e-03 9.276777445825909116e-03 8.475408387651196113e-03
8.096159532802666911e-03 7.619014386874861482e-03 5.319831045012412760e-03
7.519843494061291891e-03 3.405662826041659826e-03 7.217926907089202522e-04
6.409803642617381558e-03 8.568178489406696671e-03 5.688589862682780218e-03
1.597061384003276106e-03 6.773978300280054238e-03 2.483077767558561073e-04
1.360524149117936640e-03 4.739807155311417768e-03 4.106722644010737250e-03
7.191259530834830278e-03 7.782424477912333431e-03 9.988872830907396042e-03
3.637357902537122212e-03 2.847853555986048016e-03 5.457836450377379252e-03
1.998461146965772005e-03 4.923336851643846969e-03 6.382931686214426970e-03
8.607673029622698105e-03 9.652651712183227262e-03 4.170543624492899747e-03
7.085614825709699027e-03 9.904567852442435621e-03 1.774087153872101405e-03
7.029499272306671820e-03 2.172007031152724168e-03 5.303784803062355085e-03
8.919948101295597370e-03 6.289694932039107539e-03 9.395310685153620070e-03
6.348747402447680287e-03 1.338682409464429053e-03 6.587896062952210488e-03
3.315056320113300703e-03 4.173046579470204159e-03 7.737724145774074747e-03
1.858669595120806661e-03 4.263828762498087128e-03 7.545807078563177527e-03
9.943401406441770146e-03 5.862967890325605953e-03 8.535311507054277325e-03
1.982796008889362114e-03 8.278454498134208556e-03 9.995210930585475897e-03
9.518966180283996298e-03 7.232597370448476913e-03 4.453798020235259780e-03
8.426165510221466856e-03 6.910478415898715053e-03 6.672820361082764697e-04
7.616046303434795099e-03 8.512300004112115584e-03 5.643070475916728800e-03
4.152608928476650939e-03 3.199867263804499415e-03 3.654628726568332018e-03
2.490281346728576845e-03 2.788963939092066902e-03 6.717618385653668575e-03
2.736612828355117384e-03 4.389485668853664556e-03 4.942675663561160553e-03
4.684604214337849751e-03 3.098496758926815118e-04 9.055143828412893711e-03
3.840514729682647371e-03 9.238091274439884371e-03 9.643393156147967923e-03
3.236570143357400849e-03 4.222013502110111456e-03 7.971399617729657897e-03
9.117882322509887616e-03 8.218462189462425946e-03 8.877298032572060113e-03
6.094700660831473514e-03 2.115566690478848724e-03 5.654237014549133057e-03
8.767029034938401966e-03 7.207103532193629737e-03 4.321766745514881054e-03
7.200103691274539579e-03 9.352043196188710231e-03 7.584110266828936360e-03
6.889138826366138224e-03 6.868966089565924776e-03 6.301462700523246044e-03
2.979857698800774009e-03 7.302561211451933168e-03 7.679238613771906252e-03
3.073876920030997693e-03 6.921308903688750715e-03 4.787974003508103818e-04
5.482774535565788053e-03 2.007720861177058214e-03 1.797184640634062140e-03
6.241972994147013121e-03 7.843928092255498391e-03 2.981575141863402191e-04
1.308948297621981630e-03 7.959717026080769323e-03 1.505869823505115619e-03
1.601204401874984414e-03 7.170363885731170610e-03 2.723686016875648784e-03
6.189117606159241780e-03 7.465345495810154185e-03 1.450244839443335862e-03
3.234363676603905797e-03 7.746568076278507499e-03 1.645278564637234773e-03
6.315308450904843357e-03 4.662456584325297068e-03 7.344227081425119298e-03
8.997107977062331063e-03 1.733390223964486297e-03 7.361045251100310771e-03
3.592521891568847391e-03 1.317633718431911313e-03 9.774473869075048574e-03
9.218945976224407826e-03 6.974886608598348386e-03 7.112422917975041656e-03
4.995369294882824260e-03 6.630485407079458014e-03 1.120969912936296093e-03
4.009931936055971882e-03 3.199329187181327618e-03 9.067696849261857109e-03
4.442101062235474102e-03 8.656852572493311040e-03 3.319160067578933154e-04
2.046846849728581504e-03 7.897857520457757935e-03 9.049120066883631353e-03
2.496618297800388226e-04 1.624114532253851740e-03 6.693258907022336252e-03
2.115733520899225079e-03 1.307689566277658562e-03 5.244297529743152317e-03
1.250816808072464491e-03 3.047848992967119256e-03 3.065559989021734121e-03
4.604489186982622332e-04 3.620501690141803551e-04 9.813337159125978121e-03
8.670554911536505587e-04 8.278377136317268195e-03 7.156154864474457804e-03
9.160558874081639602e-03 3.395917831976802588e-03 9.299984048169299133e-03
3.076998480211015543e-03 2.866711046842325243e-03 9.639997977950207769e-03
4.259128390227481450e-03 7.975160814963397349e-03 6.120913048640966650e-03
5.132797830717767719e-03 3.409421281318257904e-03 6.561488515465312664e-03
5.339704733626157024e-03 1.650953136571304972e-03 3.484872127697397765e-03
8.055870408037856673e-03 7.933960367684220194e-03 7.527911307791890043e-03
4.411012893111484687e-03 8.758235101615101381e-03 1.157946688534084974e-03
3.153350921914427254e-03 1.733405748035520390e-03 9.849385253242375418e-03
6.518166452631888284e-03 2.065398466716107575e-03 7.346030132781922531e-03
9.199775945610813924e-03 1.041086714049841485e-03 6.266008420249351805e-03
4.878551000851837766e-03 7.766250695106192807e-03 2.442730986904867452e-03
5.104645041774178403e-03 4.930998290161477116e-03 9.383934088839546855e-03
1.136534062458382241e-03 3.903741829764931746e-03 5.203220476021764261e-03
1.098210545837055476e-04 9.924471085329565276e-03 3.083627148717108316e-03
5.723336862928691919e-03 9.936847152691913321e-03 5.599357334385357196e-04
6.670116643217363292e-03 7.129212485376419835e-03 5.445637698479758974e-03
1.820758754588575881e-03 9.608981897346814856e-04 7.622312567596222855e-04
4.900608557087960705e-03 1.517477258769048439e-03 2.424591168416618137e-03
6.864760366241942288e-03 9.188832133411858893e-03 2.286466451295337491e-03
2.130192412992426218e-03 5.171016308761038072e-03 5.054044323183965641e-04
4.783606899391385295e-03 3.181136448573920836e-03 1.045024573523135533e-03
4.124918010893604582e-03 6.630205597662610500e-03 3.428895398075271477e-03
4.300604983730005847e-03 8.477981361808595989e-03 7.207678863510597576e-03
5.485632346642817583e-03 3.143131502287317171e-03 6.101608431600307261e-03
9.099228332039355216e-03 1.576555219758653866e-03 9.726958502245797861e-03
9.081500340423528939e-03 1.500081337714626126e-03 9.695085735761097001e-03
1.607685276789110052e-03 5.741440213095925019e-03 9.476372524922132071e-03
7.328453536267806167e-04 2.783933204159170626e-03 2.932255186347475142e-03
8.686109886976616304e-03 4.386633359212254585e-04 4.926707891606428233e-03
1.235221681313565349e-03 9.994756555775228396e-03 1.087050392824684235e-03
2.120053585969622432e-03 4.262628796458935339e-03 5.861109681478193952e-03
4.651987524762003822e-04 8.732364232061672667e-04 5.864145443209627280e-03
6.706626733403455408e-04 8.866998527870876418e-03 8.616551484809636952e-03
7.191487004126309417e-03 6.441421309500333474e-03 7.213570925228754600e-03
9.925516868477941151e-03 9.608065420973711454e-03 4.820895686631403165e-03
9.825311600235584961e-03 4.345233210312222927e-03 9.452669246855604016e-03
1.375617855260925868e-03 4.009125823602960673e-03 1.074596191547876447e-03
8.070532097087062401e-03 9.383653011877095274e-03 4.639148525484109407e-03
2.197548310353044168e-03 8.739353194555977283e-03 6.849926547057795870e-03
2.610957579556765981e-03 3.535159910230173310e-03 6.799656979484149230e-04
6.797825653839308611e-03 1.672844041311070604e-03 7.836248484414200244e-03
9.981750750576784056e-03 3.094657989083423027e-03 7.276168490087708655e-03
1.424672378784847112e-03 6.902933548358713457e-03 4.090095882270562027e-04
2.200549379094320491e-04 4.409345924381353858e-03 7.570737485506395630e-03
9.678165508844656373e-03 2.512911702333744382e-04 9.741271937308625811e-03
9.357347494468889679e-03 3.049164037069667255e-03 9.973435327342353857e-03
5.208357631483661633e-03 8.795538491084345378e-03 4.428430123190818350e-03
9.688363721272944332e-03 8.255565972565211824e-03 3.189516587035484555e-04
9.646442680964584931e-03 2.603720661973309407e-03 6.562730097295514653e-03
4.458528258238372106e-04 6.208423154543183178e-03 6.787271007702655673e-04
2.920128836120159787e-03 1.083707914857211631e-03 3.021721219909165746e-03
7.158944884589971136e-03 5.352310983786415927e-03 9.440881732362573289e-03
2.326998915761122576e-03 7.839840331763351863e-03 2.756281524240832784e-03
1.230878161882497128e-03 9.352795504530811346e-04 8.153736866598751062e-03
8.887879260850110180e-03 2.412019048879877198e-03 9.215567727937313755e-03
7.198643767262188691e-04 8.863843401232762015e-03 6.560792774326449500e-04
3.903567860923061721e-03 6.739096900612155140e-03 7.244775968119879575e-03
5.906294769952372993e-03 4.302102732124201030e-03 8.896477053620094333e-03
8.986430259517518698e-03 4.497926618994024621e-03 6.357335295198975923e-03
9.367542217455645040e-03 9.944709759415640976e-03 3.914106295934596802e-03
3.005208293517517681e-03 4.156265536677149035e-03 5.586461145783837290e-03
4.028816528052844674e-03 4.358740113477648989e-04 1.022784412048582860e-03
7.090695247102632784e-03 3.780633671745624660e-03 8.084179597854717486e-03
6.177347389334806281e-03 8.500773736524157298e-03 8.499771524587123456e-03
8.435132094759087429e-03 7.377657602783139514e-03 5.313487869117209175e-03
6.469185819833616485e-03 4.735112162096301314e-03 3.653900341680756461e-03
4.792440835106805998e-03 9.030718505669154197e-03 7.689134257393267537e-03
4.115957638792533575e-03 7.157441211141817201e-03 7.331970825747344787e-03
5.512767178949832180e-04 4.399835178684009807e-03 7.022565310753644749e-03
8.352924074476631312e-04 4.481852426369003508e-04 3.082142204298001648e-03
7.761343824762672629e-03 6.876264436108988319e-03 6.143796117997170174e-03
3.827154274491313939e-03 3.462666449969942911e-03 2.416871985305668342e-03
5.841090159362185077e-03 2.240315267088631261e-03 6.043643964099446562e-03
9.384308683988464017e-03 4.488363703265618905e-03 9.048122069991313549e-03
2.367712110456454862e-03 8.434239820986825023e-03 8.902549471898890676e-03
5.416596245143948628e-03 6.371805296929592376e-03 1.927640522157219802e-03
