# κ ΔE g
8.442689712171727590e-03 5.607778501037412600e-01 4.893122411977763285e-03
7.707964995503626890e-03 9.414302427789709160e-01 8.516944521780573860e-03
7.406780214137584362e-03 1.031890592195032763e+00 4.377092081926679812e-03
9.694699511504088416e-03 1.202961442138240855e+00 3.450407125512215591e-03
8.495902590718473757e-03 1.421273788692071882e+00 7.594207486752780831e-03
9.764128283352111262e-03 1.114412486642096578e+00 1.688465356748932800e-03
8.881711458607324458e-03 1.494533671467400238e+00 4.034246276899943959e-03
9.523763108173771350e-03 1.023847363987027581e+00 6.258540107629204097e-03
1.912638205098113765e-03 6.528397315755473107e-01 3.684087107559589659e-03
6.987235267578196206e-03 1.115351095062671494e+00 2.750471982664302894e-04
8.487006001628234070e-03 1.415371685960324033e+00 3.702670584315161280e-03
1.942892426499551921e-03 7.407236579927168885e-01 1.583143244916741799e-03
5.727695442506601335e-03 6.993600652508620286e-01 2.096402751257840473e-03
4.930340067730935513e-03 1.026156336246005107e+00 5.471886213058029143e-03
6.906487554388121564e-03 1.131272374450271290e+00 6.903515519246050496e-03
3.534520255082818346e-03 7.298985472054746459e-01 1.591055962107626876e-04
8.811009625011507682e-03 8.749423697516491849e-01 5.985109207752850255e-03
3.302070779330251640e-03 1.324492703488457490e+00 9.811161804690510940e-03
6.952055693040218483e-03 6.518300309689579741e-01 2.186206577985950333e-03
8.019041858562094005e-03 1.180908120638333170e+00 1.573282514360741782e-03
8.877920844042942392e-03 1.062638119598593445e+00 6.113137196379133699e-03
9.494657704961559710e-03 1.076654193526109804e+00 8.925381632107910745e-03
1.059920789613382711e-03 1.177462492145834982e+00 8.436907661083702104e-03
7.875771951330707080e-03 6.652930956338412027e-01 9.653056560725606708e-03
1.135856235463351700e-03 1.274539203441014346e+00 9.852860479025496096e-03
9.472841312836759176e-03 1.172092045568192464e+00 8.127586073077621223e-03
2.316950069889491242e-03 1.056375637721279848e+00 6.087406375745141665e-03
8.633766366295576519e-03 1.408376288847297264e+00 9.111860209453502557e-03
6.896932044937360839e-03 7.707521584486690669e-01 5.149711220196022399e-03
3.464367396252042344e-03 9.260202731914553009e-01 3.206480697580424682e-03
3.033965119963550391e-03 7.231989563512958297e-01 5.686072933505003681e-03
3.662281959534413600e-03 8.285055625815015423e-01 7.222790680752871374e-03
1.231797114272664435e-03 1.126170585731111728e+00 7.357444809234529523e-03
3.492574771630460075e-03 8.833146881366207293e-01 8.907845313948918251e-03
2.431075726220895041e-03 7.404349447229066072e-01 1.357627049303603006e-03
7.060919366347395698e-03 1.311028693168766690e+00 4.468132007866621076e-03
9.001189074851156241e-03 9.609346098416675641e-01 9.814185747313528344e-03
8.387660044994698846e-03 8.102735032492890399e-01 7.448104224009717556e-03
6.341031073351924806e-03 5.701187931518427732e-01 4.592058619013475126e-04
6.523190781475511797e-03 1.492336165561683803e+00 4.313409105216413526e-03
7.729969244803219092e-03 5.160647530045009423e-01 2.099759054949310814e-03
1.347025472039497076e-03 1.097690832605061395e+00 9.522829083283397555e-03
9.532125711889383179e-03 7.658200241535478847e-01 6.518757908419082168e-03
8.093470823427390687e-03 8.418626729251392771e-01 2.467857408155524086e-03
2.510901846934279064e-03 1.413342675450949493e+00 6.307881406944390937e-03
8.692164447072229985e-04 6.681623817907608176e-01 3.218030463555764716e-03
9.613905449762922065e-03 9.138288217148071713e-01 4.924356430116396885e-03
1.529738135183706564e-03 7.060085576754663306e-01 9.428096591605315477e-03
4.292735334205637771e-03 1.326998574257462593e+00 4.467721946286028721e-03
1.435860871733979447e-03 8.371654511274059240e-01 1.339884273542912884e-03
3.164801455579992207e-03 7.022229830529660433e-01 6.882373172033497480e-03
6.895712122236669593e-03 9.331584322895114525e-01 8.075434881557312650e-03
6.084326301420236137e-03 6.069288858105887918e-01 8.098551117160297796e-03
3.832282839112371390e-03 9.826498867817712313e-01 8.686746948385126038e-03
6.808042646431830417e-04 9.663962632764012683e-01 4.275557413984876903e-03
7.062581598037341070e-03 8.894594867051447418e-01 3.064159913614827781e-03
6.089756962452529988e-03 7.723631879793668720e-01 9.332689084531085172e-03
7.327162040079585395e-03 1.287801634578741750e+00 2.366568902115918308e-03
1.326353738525197544e-03 1.401654359554211471e+00 7.282042062304239748e-03
9.989578990273879217e-03 6.214696734811694379e-01 6.823431992484642675e-03
7.976849423881372109e-03 7.099167729634984214e-01 1.438494570062572682e-03
8.884061227598473443e-03 9.603882741473243057e-01 3.226521323157177656e-03
7.411903933889439806e-03 6.379256777499248132e-01 7.375722514774491617e-03
8.578947760161756420e-03 7.545380882591710137e-01 1.626553501145029321e-03
3.267190592609304622e-03 7.544455846800860455e-01 4.372905673036683524e-03
4.458126971130105774e-03 5.606328425076646527e-01 2.884428495025815990e-03
1.058573776658764580e-03 9.033074862159021778e-01 1.453923629049250167e-03
6.868896142755511608e-03 6.046749058709964819e-01 6.105001103430259674e-03
6.345900835245377007e-03 1.387914735775654496e+00 2.686289357545290375e-03
6.453731559529338538e-03 1.112198763538112090e+00 6.894434001059735265e-03
6.237003650876903234e-03 8.327115144756037646e-01 7.976318011666608254e-03
8.894402050358225439e-04 1.424187770608712933e+00 5.760563309025992958e-03
7.436146580554978472e-03 9.794029349581399035e-01 6.486904098868631098e-03
7.614290122746813702e-03 1.303555589224389077e+00 6.167315998221918789e-03
8.723953714656111635e-03 1.334096785251527528e+00 9.042539674911030320e-03
5.805565516193961217e-03 1.253174947601227718e+00 1.093257085783011159e-03
1.212933873264805977e-03 1.483360219492574128e+00 9.267150147464840726e-03
7.390543742029853647e-03 1.356354495740653476e+00 6.075237554135142978e-03
5.699488748892948473e-03 9.845018474898551419e-01 3.534704078749345644e-03
9.737060242297371909e-03 1.347550731749978414e+00 4.085087719229076736e-03
9.669848465459039352e-03 8.477217568243448076e-01 2.306458336170331969e-03
5.672030922250265519e-03 5.776611179797721540e-01 3.162046650589650683e-03
5.889604510278606368e-03 5.764445611083816035e-01 7.908907441306312416e-03
3.182811553812273184e-03 7.950042363177716176e-01 1.224363679584550323e-03
3.486163553301019607e-03 1.259961440113990472e+00 2.885993329502245693e-03
9.178501300598295538e-04 9.289240417614934575e-01 9.032898330517156321e-03
8.346577814788042364e-04 1.379309721526420507e+00 5.954036963564193069e-03
2.623359072609492224e-03 8.714169373657003614e-01 2.393725906160211296e-03
5.005759849203637347e-03 5.705709814655061107e-01 8.614765282889454839e-03
6.521938372450452118e-03 1.354375371512366755e+00 1.585567676196932181e-03
7.974046595284379341e-03 1.293706660909800021e+00 4.766838952401659078e-03
7.113863616063339015e-03 1.324236768685605359e+00 7.037892211877258379e-03
5.263966528002034587e-03 7.596679847768438298e-01 5.766181510909537547e-04
2.748008414633060659e-03 1.410254332848184244e+00 3.204272576329196803e-03
4.133333237799186911e-03 6.282948300526528529e-01 9.588450412322336094e-03
9.711259546129315245e-03 1.062064097328289769e+00 8.817794939588143727e-03
6.204618956258702283e-04 6.978912012550749777e-01 2.952052133448880566e-03
9.138226544258854292e-03 9.361521032098967243e-01 1.830062509619978517e-03
1.413058889473932465e-03 8.371275076638421409e-01 1.634875381160383844e-04
8.470558017751785712e-03 1.348007194814426768e+00 7.897622659240195395e-03
2.287955835105849860e-03 1.388965831214625801e+00 7.276260615230739290e-03
3.312505208500085997e-03 5.562769669197225042e-01 7.187141446373778407e-03
2.963671685172726035e-03 1.023038316044982743e+00 6.020739557845527362e-03
5.454503560263173831e-03 1.163918690934122147e+00 7.225262532258787916e-03
4.176443511355836316e-03 7.903397535829709275e-01 1.014755458887841568e-03
8.983887910802734744e-03 5.086329438266182779e-01 9.775555754880671869e-03
2.924513490132854554e-03 1.410787249521793463e+00 7.424735274748372506e-04
4.220537174570553225e-03 1.348286042737918411e+00 2.098629835063939731e-03
9.053388016762725643e-03 6.861242674043445122e-01 5.681149289588875370e-03
4.071138489537246864e-03 7.838854945466197099e-01 8.082970885687976170e-03
8.282792212898191023e-03 1.363876834745416655e+00 5.034143295116968661e-03
8.608605562320166202e-03 1.120198445215110805e+00 8.584035173425970042e-03
8.119787335836570197e-03 9.121489796578068354e-01 9.062483759204289363e-03
9.064649921678708325e-03 1.116534541550422865e+00 5.155659755444691114e-03
4.286514335332866459e-03 1.179118126524187238e+00 6.938012267744183073e-03
7.648350188134682252e-03 9.102865464561967768e-01 9.500142154564452865e-03
5.740007530028309532e-04 1.355822348453338932e+00 8.863792582360500646e-03
5.581926920855620998e-03 7.619652466243587163e-01 3.362375954159822246e-04
1.748517901240068681e-03 1.321092700390355201e+00 1.026219690511466888e-03
8.878034552900758089e-03 6.419028698018356405e-01 1.962825101464343511e-03
4.980795254615733546e-03 1.300966318900585339e+00 3.975225957795184076e-03
1.246000139368562626e-03 1.219388281739413049e+00 2.245388084729059560e-04
2.171773374767860948e-03 7.630398202677870501e-01 9.565502099539659533e-03
2.537148438639851358e-03 9.680264046483699758e-01 6.459753529853212890e-03
7.385466456042919826e-03 1.442467497121732833e+00 2.645325587288746300e-03
1.980790864085520218e-03 1.031108010230970651e+00 1.066788393079022177e-03
2.014407568213301240e-03 8.289103790186164167e-01 1.463007638775681331e-03
3.915495510517876844e-03 1.026077908651862547e+00 7.943325085592948739e-03
1.567306896513918956e-03 1.435311231882696159e+00 1.811089932405473679e-03
5.861389038842658959e-03 5.817827135908643088e-01 1.942750029864888589e-03
5.180049801656971646e-03 8.157013058847023546e-01 2.854198764319280240e-03
7.366891472611120789e-03 7.129280621558146125e-01 4.366987363328899210e-03
3.852558174051598939e-03 1.095441917855005887e+00 4.711931560844435929e-03
6.012062544022990160e-03 6.131181320950156444e-01 4.346116094212899329e-03
4.818445279088506839e-03 6.279831857386092286e-01 3.507900097716729667e-03
1.426403336327181515e-03 1.354791402033209469e+00 1.510132881052891202e-03
1.186399977673634415e-04 1.488409189346802997e+00 1.259053031086080320e-03
4.852788199757871075e-03 7.311831447789407523e-01 3.534535448035250392e-04
2.420299424228288671e-03 1.447899545644845354e+00 9.512991840156654472e-03
4.449485476707003284e-03 1.167093379305770284e+00 2.265109430753860058e-03
4.531176147723280263e-03 1.372758820290660431e+00 4.656438574957872702e-03
9.924510806377719041e-03 6.772543682620031369e-01 8.948757934621753146e-03
8.087473398074168651e-03 8.134409236694294387e-01 9.143028288003243742e-03
7.188129203477588644e-03 1.202141461712625148e+00 4.607885926002289537e-03
4.232782315634503814e-03 1.471769302003025581e+00 6.063540960985752855e-03
8.345882183484851224e-03 9.882776821608002527e-01 8.504882352506447710e-03
4.098251010026619963e-03 5.811533741803718289e-01 8.809121692514847168e-03
4.817957068352595601e-03 1.338914752125766494e+00 3.246612457237878918e-03
1.964003534525242834e-03 5.072195384939826024e-01 6.282616084849793406e-03
7.785980985961104932e-03 6.680208090908285046e-01 3.710204065511267350e-03
5.845995062171191470e-03 1.361437676326713531e+00 3.744894579584018279e-03
2.581515103028299155e-04 6.457408981488999000e-01 6.533472473054873289e-03
5.828797948064402303e-03 1.296668013389244756e+00 8.009458358071683964e-03
8.418885923284698562e-04 8.960856859728212331e-01 9.093785383480658749e-03
3.100115642172658875e-03 8.528061936356736705e-01 2.789968060654384168e-03
7.687402881550031188e-03 5.441120853181447004e-01 2.753693920162229164e-03
7.922656243002890522e-03 1.096094898615897595e+00 8.342638036581308605e-03
8.710129356155811922e-03 5.935626596223830820e-01 1.524652192791656376e-03
7.971076763585211236e-03 1.041063553264929942e+00 2.287762692187615861e-03
3.041046725875582238e-03 1.132973315045538332e+00 1.423760049065526153e-04
8.922371139916569771e-03 7.841785005583551404e-01 9.206001496640924681e-04
1.606660613496308648e-03 8.701836405711926847e-01 5.891573203309860909e-03
5.937075952970543614e-03 6.159337307031409470e-01 7.269484376481246887e-03
3.584098007252715327e-03 1.035004946099344680e+00 1.533092258900070008e-03
6.214026814618727607e-03 1.187462807469302106e+00 2.963439420171616254e-03
1.652833446090896464e-03 7.515074789270423938e-01 5.462191274058172778e-03
4.141702574338303839e-04 7.535770963680256118e-01 1.107715044495468293e-03
6.648832284431598419e-03 8.502740499299418220e-01 8.754430784996400025e-03
4.967959555698287823e-03 1.157092909289480387e+00 4.821158958398362275e-03
5.888068385822246321e-03 9.309851012727903274e-01 2.899764469631189827e-03
3.058639141992042839e-03 8.707097155216413364e-01 2.467140560542650535e-03
8.299918118838121514e-03 1.150045076755948914e+00 3.818422214199414851e-03
2.476271557602758178e-03 7.378005076959011088e-01 1.948528940080021575e-03
3.312415979005735832e-03 6.726104782746724631e-01 1.715083893671727824e-03
5.614147196013341730e-03 8.809147679226257965e-01 6.195786700365709873e-03
8.231307153146950190e-03 1.177535071082774998e+00 5.586098003132456379e-03
3.553550746146468334e-03 1.497298069210626803e+00 4.748835744305660370e-03
4.595185510951622053e-03 6.183699051009473591e-01 3.012553690925701914e-03
3.397585372636636666e-03 1.096124894581858245e+00 4.143591825972515498e-03
7.144091961603498200e-03 6.229977178040182473e-01 6.641452631794526364e-03
7.014909506196839381e-03 7.749893367418868584e-01 8.251549179165674000e-03
2.795132576052075050e-03 8.877133027215685646e-01 2.208617422635767054e-03
5.565116274821024604e-03 9.195199884734781559e-01 1.863827900948905082e-03
7.466622875665301570e-03 1.406410565638936960e+00 2.300811598516662275e-03
3.515719692556734232e-03 1.180237825093179316e+00 2.144168683349028520e-03
1.475965851665245578e-03 6.112927808989797596e-01 9.559298634605284048e-03
4.082388743295441852e-03 9.005665601923825703e-01 2.629773541229870996e-03
4.031206337564433723e-03 1.016212278461457785e+00 8.201567185154939876e-03
2.062752650896573347e-03 6.647427344553960005e-01 9.898917203029593270e-03
4.798593445141338155e-03 5.208771512977183882e-01 8.066584869062339361e-03
5.570357134785928685e-03 1.171842390224260511e+00 4.300339446613052341e-03
4.482641696220493466e-03 1.001831434859080217e+00 8.821022846122513611e-04
7.482953337078573908e-03 1.189020164728854523e+00 1.871989703733118338e-04
8.923153410101677951e-03 8.050742612947856536e-01 4.123709078788337541e-03
3.146540165745859824e-04 1.130860760464281523e+00 1.520691472460362730e-03
3.759516717362670641e-03 1.188517207627948657e+00 1.999874132813663722e-03
2.493110665358381876e-03 1.021789449344587819e+00 8.714543996737324563e-03
3.446182084152531189e-03 1.388035091901539619e+00 5.346170082620841507e-03
4.186623175696626079e-03 6.508889988796312531e-01 7.523863972281929872e-03
4.388588108642126236e-03 9.711616354739902590e-01 6.462232377906444898e-03
2.428836287318021994e-03 5.725559369167988466e-01 9.032356505400341434e-03
6.637288066401089356e-03 1.483982706784689576e+00 8.922906703249132085e-03
3.542357538117857016e-03 7.084779331995324503e-01 5.742157584568407906e-03
3.954415979512054119e-03 5.758024605638580873e-01 7.720713190527995866e-03
7.365545605643683894e-03 8.018268058437593160e-01 1.452446435099420067e-03
2.715582180998790413e-03 1.467151663721291577e+00 2.685836805079848746e-03
1.763394693712114821e-03 1.303759155719788732e+00 1.559474499080668215e-03
7.049303978503640780e-04 1.298230153200206072e+00 3.437182826887187192e-03
4.972231024765084648e-03 1.037763691399529620e+00 8.460555494781868066e-03
9.529421937699586106e-03 1.148103647478414535e+00 7.408091678222083858e-03
9.399368059401384812e-03 6.453273856404959652e-01 2.635156924237408872e-03
9.994921423296890955e-03 6.791309063196819817e-01 5.525450247285821487e-03
1.831746011063120454e-03 1.059898582365273345e+00 8.520062108099494755e-03
7.130523029874226079e-03 1.214960572310364473e+00 7.160975003600742947e-03
8.974412829238845313e-03 6.760335776377981443e-01 6.166396589126596668e-03
1.690257879914165316e-03 1.312410460677815083e+00 4.176742058053070270e-04
4.008224649457717108e-03 7.768084376029386062e-01 5.765970371081049822e-04
4.595233865172072656e-03 1.172015334396465658e+00 4.532868956948658129e-03
4.548219318047738366e-03 1.215390551493304994e+00 1.936239490288186975e-03
5.700449608222236259e-03 9.715551681653056271e-01 1.152773059419803662e-03
4.482320311047878134e-03 5.178471591303057675e-01 9.525024573033374214e-03
9.442723007700824442e-03 7.992754728510421680e-01 1.880800273170761582e-03
1.898344031586609356e-03 9.830193914432024949e-01 6.683492869012389904e-03
7.785565191309121690e-03 1.311446551688641993e+00 3.513469214368718490e-03
4.871696378793198209e-03 1.209656913812900303e+00 8.395143549723173542e-04
4.148234753964865143e-03 9.670907574572858989e-01 6.535729793152087949e-03
2.491798533918549927e-03 7.991405256884344110e-01 2.196713100877175414e-03
4.980666541857266434e-03 1.333152443874838333e+00 2.937761759554630234e-03
3.134318251495402715e-03 1.251522544616051391e+00 9.348569448488190312e-03
4.365513933563380800e-03 1.394372617965160766e+00 2.989754020146946460e-03
1.459402208645990294e-03 7.432997923660094042e-01 4.787150633856701067e-03
1.228633077215601343e-03 1.466121919812122032e+00 8.918678859500936765e-03
8.249369638605830862e-03 1.249738604725332713e+00 1.793126279361634875e-03
2.907053000173287754e-03 8.269027447081054305e-01 7.670861847501943796e-03
6.553808281022087921e-03 1.450843353178095096e+00 8.092089518213871346e-03
8.721969882513190553e-03 1.219458188164402879e+00 1.940373187635079577e-03
2.096680874416251067e-04 1.254261382506573819e+00 8.039475975170901415e-03
5.773695099310752026e-03 6.136123990525491623e-01 5.937029420498425060e-03
3.525937079088947018e-03 7.177820253391496985e-01 1.968783287186945223e-03
9.495758621208728531e-03 6.035197150175161118e-01 3.818181171710210205e-03
8.907586940740242973e-03 1.219224800124772301e+00 6.937486407802408682e-03
3.325162378307009196e-04 1.292959225905818688e+00 1.590623816975461884e-03
8.080692653616779186e-03 1.172020854645176247e+00 1.351069372748545236e-03
6.418797648854968410e-03 8.717082317357880417e-01 3.681942368145898429e-03
6.240557658688953083e-03 8.128285670629628035e-01 9.864528653307813241e-03
1.790576674797004835e-03 1.092967405954875515e+00 5.468459792744565472e-03
2.827766751434468255e-03 8.990474567267190409e-01 2.507191180307692582e-03
4.696611677882988299e-03 1.159892674647982069e+00 4.179211981358979706e-03
9.017087744153103957e-04 1.132559090365839793e+00 4.307623325702188317e-03
3.669111625282431375e-03 9.272505077404010754e-01 9.607810979529876963e-04
1.974506129963625803e-03 6.696450467031180853e-01 7.152822662745224672e-03
6.040746298380680022e-03 6.504061025400976748e-01 1.040932421568435218e-04
8.556669853748337037e-03 1.392322832877178396e+00 6.280126561308462842e-03
2.842502408866853358e-03 1.220403067253004625e+00 9.428959445320633445e-03
4.370818447117915881e-04 7.626860905758698905e-01 8.486326454574735908e-04
1.525895713693501419e-03 1.411874873025293908e+00 3.304103456004432639e-03
3.320850823140492590e-03 1.373220032983918815e+00 1.973781569364878134e-03
4.988162791909330623e-03 6.762438887515332953e-01 3.554970617287484327e-03
8.715947117637940986e-03 1.376472316928176731e+00 4.219245779459837760e-03
4.020004137547603280e-03 9.197815725887803495e-01 7.063193665719141867e-03
8.351943104671556706e-03 9.807051715007862880e-01 4.929997367687429313e-03
6.417185459673962686e-03 1.309128265274618563e+00 3.367887738213611298e-03
6.724046606037462417e-03 1.037910739517393210e+00 3.883809749239472550e-04
3.828050943600026183e-03 1.140721707850930855e+00 3.337065307653540400e-03
8.361928814498827134e-03 1.156100555408147823e+00 6.148588174258740220e-03
6.818645982242571915e-03 1.291811887649437995e+00 2.210318764796684928e-03
2.663891174493278921e-04 1.361477119605595254e+00 5.798735191554710636e-03
2.049555029399072800e-03 9.122066713017933370e-01 3.657917236288722208e-03
3.833086482389573037e-03 7.576896268339532448e-01 9.291126698917847454e-03
1.481868033553390869e-03 1.001538715400166701e+00 9.740729311935142701e-03
5.703197795115939363e-03 9.485974212460259736e-01 2.061840137811451600e-03
2.798218087690169573e-04 6.909671960274460512e-01 4.531108762203210107e-03
1.540116327738287258e-03 9.759895235555303694e-01 1.880855727992907130e-03
6.397794973478535896e-04 8.906973114431363525e-01 1.163708658076574413e-03
7.890553812764565522e-03 1.417724287948640471e+00 6.488858068986358418e-03
8.215943947654397519e-03 9.320303184103257976e-01 1.988271374213917292e-04
9.884693868441117581e-03 1.018200924555576314e+00 3.519013734742673042e-03
8.834520581164854308e-03 1.250108894977135510e+00 8.249657067784266565e-03
1.723825824723622955e-03 1.276964947006225426e+00 7.780615949183030192e-03
3.799932515988634421e-03 1.336516607523763334e+00 3.134902925655587945e-03
3.228097790355021531e-03 9.572622261608214611e-01 3.028576451202102428e-03
7.707320705615661530e-03 1.304122906014560046e+00 4.371940487867899449e-04
2.154466032174155981e-03 1.019333218533096108e+00 5.639358658980940693e-03
9.833335263529831977e-03 1.201734490899097674e+00 3.965179178284254646e-03
1.508424813392310283e-03 9.816500836611289360e-01 2.552331828378944564e-03
9.800257601409581576e-03 7.876967647462074229e-01 4.226770680760200734e-04
2.047530797289953772e-03 9.328497326029292491e-01 7.814269997082122152e-03
8.549357251017724452e-03 1.425718951283997171e+00 4.889140384294860843e-03
5.251471084927063389e-03 8.321450165434508550e-01 3.985832785233236857e-03
2.478826451149476230e-03 1.452306654802312025e+00 4.982541778852157301e-03
2.854934112305030454e-04 1.129262306052904119e+00 6.790259217802687222e-03
5.148058935543600549e-03 6.634622861012535733e-01 7.323459191623611121e-03
3.995286723693329024e-03 1.121072763564203267e+00 3.208139557023854276e-04
2.574724282561904453e-03 1.233548735463205315e+00 9.920888286897185798e-03
8.207846327761347122e-03 1.468777135737606265e+00 8.430665318760695304e-03
5.893115041524772321e-03 1.456860286083590861e+00 8.424692041559177225e-03
4.451088799684613413e-03 9.705481714715423758e-01 1.417752096408257884e-03
3.040125290363222040e-03 1.285137411685473907e+00 6.757898043937677311e-03
6.118491144052569559e-03 1.005391816849879216e+00 3.092176963209489031e-03
5.711311964751606893e-04 9.057068428922149250e-01 7.598314454113130022e-03
2.545638112312742247e-03 1.026507218628886831e+00 2.995325026380963457e-03
8.623756364888711043e-03 5.068039709349388966e-01 7.025795385396882420e-03
3.495561320008606747e-03 1.431701778493275956e+00 3.280119618270998811e-03
2.048982173942726082e-03 8.807461823882628549e-01 3.405750709553405104e-03
2.953246882481903608e-03 1.188046552301495584e+00 5.331102975227756079e-03
5.558584775292560280e-03 1.279837408988484082e+00 4.772833450804753533e-03
2.844536738238620781e-03 6.150851360326373696e-01 9.214582434168842179e-03
7.269096209479275136e-03 5.433424721716445527e-01 9.261131475710114233e-03
5.123840786402382615e-03 5.087765774091470572e-01 5.298883210479548612e-03
4.084108870227719235e-03 6.398138110971196557e-01 1.544805913324295268e-04
7.265233847449261220e-03 1.138055899659184078e+00 2.583266868549027265e-04
7.408400218140327731e-03 1.210554951526675360e+00 8.014742349376140912e-03
9.385125731799862916e-04 1.199839786482004733e+00 7.713859339014910756e-03
5.414446355242827184e-03 8.034086606107206929e-01 8.712582539924615399e-03
8.430669616986704142e-04 1.456893434363946582e+00 2.963503957741689052e-03
7.389078800166583479e-03 6.170151878871840134e-01 5.177781155214150784e-03
6.195326134613469808e-03 1.350887049202794898e+00 8.495493576812273087e-03
2.026147098920380411e-03 1.279166995409837693e+00 6.772774942855289138e-03
4.299987402957700967e-03 5.688813024207437508e-01 9.567605151375361758e-03
4.689698460401165933e-03 1.337871866454573011e+00 7.974871495946970687e-03
4.430752820881925409e-03 9.244053928033195699e-01 4.307606314654962958e-03
6.609083197375070252e-03 1.291348708169173243e+00 5.765994697493706002e-03
8.405765102028315422e-03 6.606917626341169969e-01 9.051745834819569306e-03
7.374965820417920051e-03 6.165035912559110320e-01 1.339957385086105708e-03
3.555986923994257538e-03 1.100237766669346362e+00 9.246073603406389577e-03
8.002578838561718103e-03 1.157846333369537017e+00 5.882049028437630160e-03
4.671284994799795864e-03 1.106501762334767491e+00 6.602337916270676309e-03
1.106729871769606462e-03 8.573156537098003405e-01 4.361611340002458093e-03
2.591964842788188617e-03 7.286433160810406040e-01 9.858369997129499268e-03
3.838296187712874914e-03 5.377697330270501119e-01 5.939232229190436613e-03
2.229822018050278947e-03 1.154392638427045314e+00 5.758420711275852658e-03
7.881811591627051888e-03 7.645509589337700085e-01 8.332038494490283734e-03
4.068840720077427156e-03 8.184541229500463810e-01 7.746806680460272508e-03
2.068911292221472815e-03 1.372895129085935917e+00 6.868363033466517477e-03
8.697424500352313875e-03 6.643851833101203086e-01 4.503897638470592997e-03
3.418222338518006435e-04 9.934449434537024892e-01 7.662756840995869900e-03
7.096716148144260189e-03 1.176334784715343362e+00 2.623442526029953238e-03
8.566105675066584737e-04 1.430434384463859843e+00 2.194416826989404180e-04
1.873282852704396010e-03 1.051197392671213260e+00 1.404328688025127583e-03
7.744454193888420518e-03 1.444491055027767867e+00 1.501182108701776740e-03
